ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1999,1999-09-12,1,22.113,STL,,BAL,W 27-10,,,,,,,,,,,,,,,,,
2,1999,1999-09-26,2,22.127,STL,,ATL,W 35-7,,,,,,,,,,,,,,,,,
3,1999,1999-10-03,3,22.134,STL,@,CIN,W 38-10,,,,,,,,,,,,,,,,,
4,1999,1999-10-10,4,22.141,STL,,SFO,W 42-20,,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
5,1999,1999-10-17,5,22.148,STL,@,ATL,W 41-13,,,,,,,,,,,,,,,,,
6,1999,1999-10-24,6,22.155,STL,,CLE,W 34-3,,,,,,,,,,,,,,,,,
7,1999,1999-10-31,7,22.162,STL,@,TEN,L 21-24,,,,,,,,,,,,,,,,,
8,1999,1999-11-07,8,22.169,STL,@,DET,L 27-31,,,,,,,,,,,,,,,,,
9,1999,1999-11-14,9,22.176,STL,,CAR,W 35-10,,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
10,1999,1999-11-21,10,22.183,STL,@,SFO,W 23-7,,,,,,,,,,,,,,,,,
11,1999,1999-11-28,11,22.190,STL,,NOR,W 43-12,,,,,,,,,,,,,,,,,
12,1999,1999-12-05,12,22.197,STL,@,CAR,W 34-21,,0,0,,0,0,0,,0,1,6,0.0,,,1,53,1
13,1999,1999-12-12,13,22.204,STL,@,NOR,W 30-14,,,,,,,,,,,,,,,,,
14,1999,1999-12-19,14,22.211,STL,,NYG,W 31-10,,,,,,,,,,,,,,,,,
15,1999,1999-12-26,15,22.218,STL,,CHI,W 34-12,*,1,1,1.00,0,0,0,,0,0,0,0.0,,,0,0,0
16,1999,2000-01-02,16,22.225,STL,@,PHI,L 31-38,*,,,,,,,,,,,,,,,,
