ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1998,1998-09-06,1,22.326,IND,,MIA,L 15-24,,,,,,,0.0%,
2,1998,1998-09-13,2,22.333,IND,@,NWE,L 6-29,,,,,,,0.0%,
3,1998,1998-09-20,3,22.340,IND,@,NYJ,L 6-44,,,,,,,0.0%,
4,1998,1998-09-27,4,22.347,IND,,NOR,L 13-19,,,,,,,0.0%,
5,1998,1998-10-04,5,22.354,IND,,SDG,W 17-12,,,,,,,0.0%,
6,1998,1998-10-11,6,22.361,IND,,BUF,L 24-31,,,,,,,0.0%,
7,1998,1998-10-18,7,23.003,IND,@,SFO,L 31-34,,,,,,,0.0%,
8,1998,1998-11-01,8,23.017,IND,,NWE,L 16-21,,,,,,,0.0%,
9,1998,1998-11-08,9,23.024,IND,@,MIA,L 14-27,,,,,,,0.0%,
10,1998,1998-11-15,10,23.031,IND,,NYJ,W 24-23,,,,,,,0.0%,
11,1998,1998-11-22,11,23.038,IND,@,BUF,L 11-34,,,,,,,0.0%,
12,1998,1998-12-06,13,23.052,IND,@,ATL,L 21-28,,,,,,,0.0%,
13,1998,1998-12-13,14,23.059,IND,,CIN,W 39-26,,,,,,,0.0%,
14,1998,1998-12-20,15,23.066,IND,@,SEA,L 23-27,,,,,,,0.0%,
15,1998,1998-12-27,16,23.073,IND,,CAR,L 19-27,,,,,,,0.0%,
16,1999,1999-09-12,1,23.332,IND,,BUF,W 31-14,*,,,,,,0.0%,
17,1999,1999-09-19,2,23.339,IND,@,NWE,L 28-31,*,,,,,,0.0%,
18,1999,1999-09-26,3,23.346,IND,@,SDG,W 27-19,*,,,,,,0.0%,
19,1999,1999-10-10,4,23.360,IND,,MIA,L 31-34,*,0,,,,,0.0%,
20,1999,1999-10-17,5,24.002,IND,@,NYJ,W 16-13,*,,,,,,0.0%,
21,1999,1999-10-24,6,24.009,IND,,CIN,W 31-10,*,,,,,,0.0%,
22,1999,1999-10-31,7,24.016,IND,,DAL,W 34-24,*,,,,,,0.0%,
23,1999,1999-11-07,8,24.023,IND,,KAN,W 25-17,*,,,,,,0.0%,
24,1999,1999-11-14,9,24.030,IND,@,NYG,W 27-19,*,,,,,,0.0%,
25,1999,1999-12-05,12,24.051,IND,@,MIA,W 37-34,*,,,,,,0.0%,
26,1999,1999-12-12,13,24.058,IND,,NWE,W 20-15,*,,,,,,0.0%,
27,1999,1999-12-19,14,24.065,IND,,WAS,W 24-21,*,,,,,,0.0%,
28,1999,1999-12-26,15,24.072,IND,@,CLE,W 29-28,*,,,,,,0.0%,
29,1999,2000-01-02,16,24.079,IND,@,BUF,L 6-31,*,,,,,,0.0%,
30,2000,2000-09-03,1,24.324,IND,@,KAN,W 27-14,,,,,,,0.0%,
31,2000,2000-09-10,2,24.331,IND,,OAK,L 31-38,*,,,,,,0.0%,
32,2000,2000-09-25,3,24.346,IND,,JAX,W 43-14,*,0,,,,,0.0%,
33,2000,2000-10-01,4,24.352,IND,@,BUF,W 18-16,*,,,,,,0.0%,
34,2000,2000-10-08,5,24.359,IND,@,NWE,L 16-24,*,,,,,,0.0%,
35,2000,2000-10-15,6,25.000,IND,@,SEA,W 37-24,*,,,,,,0.0%,
36,2000,2000-10-22,7,25.007,IND,,NWE,W 30-23,,,,,,,0.0%,
37,2000,2000-10-29,8,25.014,IND,,DET,W 30-18,*,,,,,,0.0%,
38,2000,2000-11-05,9,25.021,IND,@,CHI,L 24-27,*,,,,,,0.0%,
39,2000,2000-11-12,10,25.028,IND,,NYJ,W 23-15,*,,,,,,0.0%,
40,2000,2000-11-19,11,25.035,IND,@,GNB,L 24-26,,,,,,,0.0%,
41,2000,2000-11-26,12,25.042,IND,,MIA,L 14-17,,0,,,,,0.0%,
42,2000,2000-12-03,13,25.049,IND,@,NYJ,L 17-27,*,,,,,,0.0%,
43,2000,2000-12-11,14,25.057,IND,,BUF,W 44-20,*,,,,,,0.0%,
44,2000,2000-12-17,15,25.063,IND,@,MIA,W 20-13,*,,,,,,0.0%,
