ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1973,1973-09-16,1,23.199,ATL,@,NOR,W 62-7,0,0,,0,0,0,,0,0,0,,0,0,,,8,8,100.0,2,4,50.0,0,14,0,0,,0
2,1973,1973-09-23,2,23.206,ATL,@,RAM,L 0-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1973,1973-10-01,3,23.214,ATL,@,DET,L 6-31,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0,0,,0
4,1973,1973-10-07,4,23.220,ATL,,SFO,L 9-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,3,6,50.0,0,9,0,0,,0
5,1973,1973-10-14,5,23.227,ATL,,CHI,W 46-6,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,3,3,100.0,0,14,0,0,,0
6,1973,1973-10-21,6,23.234,ATL,@,SDG,W 41-0,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
7,1973,1973-10-28,7,23.241,ATL,@,SFO,W 17-3,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
8,1973,1973-11-04,8,23.248,ATL,,RAM,W 15-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,5,5,100.0,0,15,0,0,,0
9,1973,1973-11-11,9,23.255,ATL,@,PHI,W 44-27,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,3,3,100.0,0,14,0,0,,0
10,1973,1973-11-19,10,23.263,ATL,,MIN,W 20-14,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,4,50.0,0,8,0,0,,0
11,1973,1973-11-25,11,23.269,ATL,@,NYJ,W 28-20,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,0,0,,0
12,1973,1973-12-02,12,23.276,ATL,,BUF,L 6-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,2,2,100.0,0,6,0,0,,0
13,1973,1973-12-09,13,23.283,ATL,,STL,L 10-32,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
14,1973,1973-12-16,14,23.290,ATL,,NOR,W 14-10,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,2,0.0,0,2,0,0,,0
15,1974,1974-09-15,1,24.198,ATL,,DAL,L 0-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1974,1974-09-22,2,24.205,ATL,,SFO,L 10-16,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
17,1974,1974-09-29,3,24.212,ATL,@,NOR,L 13-14,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
18,1974,1974-10-06,4,24.219,ATL,@,NYG,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,2,0.0,0,2,0,0,,0
19,1974,1974-10-13,5,24.226,ATL,,CHI,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
20,1974,1974-10-20,6,24.233,ATL,,NOR,L 3-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0,0,,0
21,1974,1974-10-28,7,24.241,ATL,@,PIT,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
22,1974,1974-11-03,8,24.247,ATL,@,MIA,L 7-42,0,0,,0,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
23,1974,1974-11-10,9,24.254,ATL,@,RAM,L 0-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,1,0.0,0,0,0,0,,0
24,1974,1974-11-17,10,24.261,ATL,,BAL,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,1,0.0,0,1,0,0,,0
25,1974,1974-11-24,11,24.268,ATL,@,SFO,L 0-27,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,2,0.0,0,0,0,0,,0
26,1974,1974-12-01,12,24.275,ATL,,RAM,L 7-30,0,0,,0,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
27,1974,1974-12-07,13,24.281,ATL,@,MIN,L 10-23,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
28,1974,1974-12-15,14,24.289,ATL,,GNB,W 10-3,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
29,1975,1975-09-21,1,25.204,ATL,@,STL,L 20-23,0,0,,0,0,0,,0,0,0,,0,0,,,2,3,66.7,,1,0.0,0,2,0,0,,0
30,1975,1975-09-28,2,25.211,ATL,,DET,L 14-17,0,0,,0,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
31,1975,1975-10-05,3,25.218,ATL,,NOR,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0,0,,0
32,1975,1975-10-12,4,25.225,ATL,@,SFO,W 17-3,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
33,1975,1975-10-19,5,25.232,ATL,@,RAM,L 7-22,0,0,,0,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
34,1975,1975-10-26,6,25.239,ATL,,CIN,L 14-21,0,0,,0,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
35,1975,1975-11-02,7,25.246,ATL,@,NOR,L 7-23,0,0,,0,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
36,1975,1975-11-09,8,25.253,ATL,@,MIN,L 0-38,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1975,1975-11-16,9,25.260,ATL,,RAM,L 7-16,0,0,,0,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
38,1975,1975-11-23,10,25.267,ATL,,DEN,W 35-21,0,0,,0,0,0,,0,0,,,,,,,5,5,100.0,,,,0,5,,,,
39,1975,1975-11-30,11,25.274,ATL,@,OAK,L 34-37,0,0,,0,0,0,,0,0,0,,0,0,,,4,5,80.0,,1,0.0,0,4,0,0,,0
40,1975,1975-12-07,12,25.281,ATL,,WAS,L 27-30,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
41,1975,1975-12-14,13,25.288,ATL,,SFO,W 31-9,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
42,1975,1975-12-21,14,25.295,ATL,@,GNB,L 13-22,0,0,,0,0,0,,0,0,0,,0,0,,,1,2,50.0,,2,0.0,0,1,0,0,,0
43,1976,1976-09-12,1,26.195,ATL,,RAM,L 14-30,0,0,,0,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
44,1976,1976-09-19,2,26.202,ATL,@,DET,L 10-24,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
45,1976,1976-09-26,3,26.209,ATL,@,CHI,W 10-0,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,5,20.0,0,4,0,0,,0
46,1976,1976-10-03,4,26.216,ATL,,PHI,L 13-14,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0,0,,0
47,1976,1976-10-10,5,26.223,ATL,@,NOR,L 0-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1976,1976-10-17,6,26.230,ATL,,CLE,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
49,1976,1976-10-23,7,26.236,ATL,@,SFO,L 0-15,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,1,0.0,0,0,0,0,,0
50,1976,1976-10-31,8,26.244,ATL,,NOR,W 23-20,0,0,,0,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
51,1976,1976-11-07,9,26.251,ATL,@,SEA,L 13-30,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,4,50.0,0,7,0,0,,0
52,1976,1976-11-14,10,26.258,ATL,,SFO,W 21-16,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,2,0.0,0,3,0,0,,0
53,1976,1976-11-21,11,26.265,ATL,,DAL,W 17-10,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
54,1976,1976-11-28,12,26.272,ATL,@,HOU,L 14-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0,0,,0
55,1976,1976-12-04,13,26.278,ATL,@,RAM,L 0-59,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1976,1976-12-12,14,26.286,ATL,,GNB,L 20-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
