ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1979,1979-11-25,13,23.204,SFO,,RAM,L 20-26,,,,,,,
2,1979,1979-12-02,14,23.211,SFO,@,STL,L 10-13,,,,,,,
3,1979,1979-12-09,15,23.218,SFO,,TAM,W 23-7,,,,,,,
4,1979,1979-12-16,16,23.225,SFO,@,ATL,L 21-31,,,,,,,
5,1980,1980-09-07,1,24.125,SFO,@,NOR,W 26-23,,,,,,,
6,1980,1980-09-14,2,24.132,SFO,,STL,W 24-21,,,,,,,
7,1980,1980-09-21,3,24.139,SFO,@,NYJ,W 37-27,,,,,,,
8,1980,1980-09-28,4,24.146,SFO,,ATL,L 17-20,,,,,,,
9,1980,1980-10-05,5,24.153,SFO,@,RAM,L 26-48,2,10,5.00,0,0,0,0
10,1980,1980-10-12,6,24.160,SFO,@,DAL,L 14-59,,,,,,,
11,1980,1980-10-19,7,24.167,SFO,,RAM,L 17-31,,,,,,,
12,1980,1980-10-26,8,24.174,SFO,,TAM,L 23-24,,,,,,,
13,1980,1980-11-02,9,24.181,SFO,@,DET,L 13-17,0,0,,0,1,15,0
14,1980,1980-11-09,10,24.188,SFO,@,GNB,L 16-23,,,,,,,
15,1980,1980-11-16,11,24.195,SFO,@,MIA,L 13-17,,,,,,,
16,1980,1980-11-23,12,24.202,SFO,,NYG,W 12-0,,,,,,,
17,1980,1980-11-30,13,24.209,SFO,,NWE,W 21-17,,,,,,,
18,1980,1980-12-07,14,24.216,SFO,,NOR,W 38-35,,,,,,,
19,1980,1980-12-14,15,24.223,SFO,@,ATL,L 10-35,,,,,,,
20,1980,1980-12-21,16,24.230,SFO,,BUF,L 13-18,,,,,,,
21,1981,1981-11-22,12,25.201,STL,@,BAL,W 35-24,,,,,,,
22,1981,1981-11-29,13,25.208,STL,@,NWE,W 27-20,,,,,,,
23,1981,1981-12-06,14,25.215,STL,,NOR,W 30-3,0,0,,0,1,19,0
24,1981,1981-12-13,15,25.222,STL,,NYG,L 10-20,,,,,,,
25,1981,1981-12-20,16,25.229,STL,@,PHI,L 0-38,,,,,,,
