ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1965,1965-09-19,1,22.237,RAM,@,DET,L 0-20,2,32,16.00,0,0,0,,0,0,0
2,1965,1965-09-25,2,22.243,RAM,,CHI,W 30-28,4,41,10.25,0,0,0,,0,0,0
3,1965,1965-10-03,3,22.251,RAM,,MIN,L 35-38,4,42,10.50,1,0,0,,0,1,6
4,1965,1965-10-10,4,22.258,RAM,@,CHI,L 6-31,3,26,8.67,0,0,0,,0,0,0
5,1965,1965-10-24,6,22.272,RAM,@,BAL,L 20-35,4,87,21.75,0,0,0,,0,0,0
6,1965,1965-10-31,7,22.279,RAM,,DET,L 7-31,2,11,5.50,0,0,0,,0,0,0
7,1965,1965-11-07,8,22.286,RAM,@,MIN,L 13-24,3,24,8.00,0,0,0,,0,0,0
8,1965,1965-11-21,10,22.300,RAM,@,SFO,L 27-30,1,40,40.00,1,0,0,,0,1,6
9,1965,1965-11-28,11,22.307,RAM,,GNB,W 21-10,5,87,17.40,0,0,0,,0,0,0
10,1965,1965-12-05,12,22.314,RAM,@,STL,W 27-3,4,38,9.50,0,0,0,,0,0,0
11,1965,1965-12-12,13,22.321,RAM,,CLE,W 42-7,3,47,15.67,0,0,0,,0,0,0
12,1965,1965-12-18,14,22.327,RAM,,BAL,L 17-20,3,84,28.00,1,0,0,,0,1,6
13,1966,1966-09-11,1,23.229,RAM,@,ATL,W 19-14,3,69,23.00,1,0,0,,0,1,6
14,1966,1966-09-16,2,23.234,RAM,,CHI,W 31-17,2,105,52.50,1,0,0,,0,1,6
15,1966,1966-09-25,3,23.243,RAM,@,GNB,L 13-24,3,45,15.00,0,0,0,,0,0,0
16,1966,1966-09-30,4,23.248,RAM,,SFO,W 34-3,4,92,23.00,1,0,0,,0,1,6
17,1966,1966-10-09,5,23.257,RAM,@,DET,W 14-7,5,43,8.60,0,0,0,,0,0,0
18,1966,1966-10-16,6,23.264,RAM,@,MIN,L 7-35,2,57,28.50,0,0,0,,0,0,0
19,1966,1966-10-23,7,23.271,RAM,@,CHI,L 10-17,1,15,15.00,0,0,0,,0,0,0
20,1966,1966-10-30,8,23.278,RAM,,BAL,L 3-17,2,27,13.50,0,0,0,,0,0,0
21,1966,1966-11-06,9,23.285,RAM,@,SFO,L 13-21,1,11,11.00,0,0,0,,0,0,0
22,1966,1966-11-13,10,23.292,RAM,,NYG,W 55-14,3,50,16.67,0,0,0,,0,0,0
23,1966,1966-11-20,11,23.299,RAM,,MIN,W 21-6,1,8,8.00,0,0,0,,0,0,0
24,1966,1966-11-27,12,23.306,RAM,@,BAL,W 23-7,1,7,7.00,0,0,0,,0,0,0
25,1966,1966-12-04,13,23.313,RAM,,DET,W 23-3,4,43,10.75,0,0,0,,0,0,0
26,1966,1966-12-18,14,23.327,RAM,,GNB,L 23-27,2,62,31.00,0,0,0,,0,0,0
27,1967,1967-09-17,1,24.235,RAM,@,NOR,W 27-13,1,29,29.00,0,0,0,,0,0,0
28,1967,1967-09-22,2,24.240,RAM,,MIN,W 39-3,1,48,48.00,0,0,0,,0,0,0
29,1967,1967-10-01,3,24.249,RAM,@,DAL,W 35-13,3,38,12.67,0,0,0,,0,0,0
30,1967,1967-10-08,4,24.256,RAM,,SFO,L 24-27,2,57,28.50,0,0,0,,0,0,0
31,1967,1967-10-15,5,24.263,RAM,@,BAL,T 24-24,3,151,50.33,2,0,0,,0,2,12
32,1967,1967-10-22,6,24.270,RAM,,WAS,T 28-28,3,80,26.67,1,0,0,,0,1,6
33,1967,1967-10-29,7,24.277,RAM,@,CHI,W 28-17,1,6,6.00,0,0,0,,0,0,0
34,1967,1967-11-05,8,24.284,RAM,@,SFO,W 17-7,1,54,54.00,0,0,0,,0,0,0
35,1967,1967-11-12,9,24.291,RAM,,PHI,W 33-17,4,63,15.75,0,0,0,,0,0,0
36,1967,1967-11-23,11,24.302,RAM,@,DET,W 31-7,1,39,39.00,1,0,0,,0,1,6
37,1967,1967-12-03,12,24.312,RAM,,ATL,W 20-3,3,42,14.00,1,0,0,,0,1,6
38,1967,1967-12-09,13,24.318,RAM,,GNB,W 27-24,4,48,12.00,2,0,0,,0,2,12
39,1967,1967-12-17,14,24.326,RAM,,BAL,W 34-10,1,80,80.00,1,0,0,,0,1,6
40,1968,1968-09-16,1,25.235,RAM,@,STL,W 24-13,4,32,8.00,1,0,0,,0,1,6
41,1968,1968-09-22,2,25.241,RAM,,PIT,W 45-10,2,25,12.50,0,0,0,,0,0,0
42,1968,1968-09-29,3,25.248,RAM,@,CLE,W 24-6,3,44,14.67,0,0,0,,0,0,0
43,1968,1968-10-06,4,25.255,RAM,,SFO,W 24-10,3,43,14.33,0,0,0,,0,0,0
44,1968,1968-10-13,5,25.262,RAM,@,GNB,W 16-14,1,34,34.00,0,0,0,,0,0,0
45,1968,1968-10-27,7,25.276,RAM,@,BAL,L 10-27,1,23,23.00,0,0,0,,0,0,0
46,1968,1968-11-10,9,25.290,RAM,@,ATL,W 17-10,1,10,10.00,1,0,0,,0,1,6
47,1968,1968-11-17,10,25.297,RAM,@,SFO,T 20-20,4,81,20.25,0,0,0,,0,0,0
48,1968,1968-11-24,11,25.304,RAM,,NYG,W 24-21,2,25,12.50,0,0,0,,0,0,0
49,1968,1968-12-01,12,25.311,RAM,@,MIN,W 31-3,1,45,45.00,0,0,0,,0,0,0
50,1968,1968-12-08,13,25.318,RAM,,CHI,L 16-17,1,32,32.00,0,0,0,,0,0,0
51,1968,1968-12-15,14,25.325,RAM,,BAL,L 24-28,6,106,17.67,1,0,0,,0,1,6
52,1969,1969-09-21,1,26.239,RAM,@,BAL,W 27-20,2,25,12.50,0,0,0,,0,0,0
53,1969,1969-09-28,2,26.246,RAM,,ATL,W 17-7,5,73,14.60,0,0,0,,0,0,0
54,1969,1969-10-05,3,26.253,RAM,,NOR,W 36-17,3,133,44.33,3,0,0,,0,3,18
55,1969,1969-10-12,4,26.260,RAM,@,SFO,W 27-21,4,39,9.75,0,0,0,,0,0,0
56,1969,1969-10-19,5,26.267,RAM,,GNB,W 34-21,5,53,10.60,0,0,0,,0,0,0
57,1969,1969-10-26,6,26.274,RAM,@,CHI,W 9-7,2,35,17.50,0,0,0,,0,0,0
58,1969,1969-11-02,7,26.281,RAM,@,ATL,W 38-6,1,21,21.00,1,0,0,,0,1,6
59,1969,1969-11-09,8,26.288,RAM,,SFO,W 41-30,2,65,32.50,1,0,0,,0,1,6
60,1969,1969-11-16,9,26.295,RAM,@,PHI,W 23-17,6,80,13.33,0,0,0,,0,0,0
61,1969,1969-11-23,10,26.302,RAM,,DAL,W 24-23,6,65,10.83,0,0,0,,0,0,0
62,1969,1969-11-30,11,26.309,RAM,@,WAS,W 24-13,1,12,12.00,0,0,0,,0,0,0
63,1969,1969-12-07,12,26.316,RAM,,MIN,L 13-20,7,72,10.29,0,0,0,,0,0,0
64,1969,1969-12-21,14,26.330,RAM,,BAL,L 7-13,5,61,12.20,1,0,0,,0,1,6
65,1970,1970-09-18,1,27.236,RAM,,STL,W 34-13,5,59,11.80,1,0,0,,0,1,6
66,1970,1970-09-27,2,27.245,RAM,@,BUF,W 19-0,7,138,19.71,0,0,0,,0,0,0
67,1970,1970-10-04,3,27.252,RAM,,SDG,W 37-10,5,69,13.80,2,0,0,,0,2,12
68,1970,1970-10-11,4,27.259,RAM,,SFO,L 6-20,2,29,14.50,0,0,0,,0,0,0
69,1970,1970-10-18,5,27.266,RAM,@,GNB,W 31-21,3,68,22.67,1,0,0,,0,1,6
70,1970,1970-10-26,6,27.274,RAM,@,MIN,L 3-13,1,21,21.00,0,0,0,,0,0,0
71,1970,1970-11-01,7,27.280,RAM,@,NOR,W 30-17,4,53,13.25,1,0,0,,0,1,6
72,1970,1970-11-08,8,27.287,RAM,,ATL,T 10-10,1,12,12.00,0,0,0,,0,0,0
73,1970,1970-11-15,9,27.294,RAM,,NYJ,L 20-31,4,78,19.50,1,0,0,,0,1,6
74,1970,1970-11-22,10,27.301,RAM,@,ATL,W 17-7,2,12,6.00,0,0,0,,0,0,0
75,1970,1970-11-29,11,27.308,RAM,@,SFO,W 30-13,1,19,19.00,0,0,0,,0,0,0
76,1970,1970-12-06,12,27.315,RAM,,NOR,W 34-16,7,103,14.71,1,0,0,,0,1,6
77,1970,1970-12-14,13,27.323,RAM,,DET,L 23-28,7,150,21.43,0,0,0,,0,0,0
78,1970,1970-12-20,14,27.329,RAM,@,NYG,W 31-3,2,48,24.00,0,0,0,,0,0,0
79,1971,1971-09-19,1,28.237,RAM,@,NOR,L 20-24,2,32,16.00,0,0,0,,0,0,0
80,1971,1971-09-26,2,28.244,RAM,,ATL,T 20-20,4,28,7.00,0,0,0,,0,0,0
81,1971,1971-10-03,3,28.251,RAM,,CHI,W 17-3,3,46,15.33,0,0,0,,0,0,0
82,1971,1971-10-10,4,28.258,RAM,@,SFO,W 20-13,,,,,,,,,,
83,1971,1971-10-17,5,28.265,RAM,@,ATL,W 24-16,2,74,37.00,0,0,0,,0,0,0
84,1971,1971-10-24,6,28.272,RAM,,GNB,W 30-13,3,49,16.33,1,0,0,,0,1,6
85,1971,1971-10-31,7,28.279,RAM,,MIA,L 14-20,5,107,21.40,1,0,0,,0,1,6
86,1971,1971-11-08,8,28.287,RAM,@,BAL,L 17-24,,,,,,,,,,
87,1971,1971-11-14,9,28.293,RAM,@,DET,W 21-13,1,22,22.00,0,1,-10,-10.00,0,0,0
88,1971,1971-11-21,10,28.300,RAM,,SFO,W 17-6,3,50,16.67,1,0,0,,0,1,6
