ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
24,1999,1999-10-31,7,25.135,NOR,,CLE,L 16-21,*,3,3,23,7.67,1,100.0%,7.67,0,0,,0,1,6
25,1999,1999-11-07,8,25.142,NOR,,TAM,L 16-31,*,8,3,23,7.67,1,37.5%,2.88,0,0,,0,1,6
26,1999,1999-11-14,9,25.149,NOR,,SFO,W 24-6,*,3,2,74,37.00,0,66.7%,24.67,0,0,,0,0,0
27,1999,1999-11-21,10,25.156,NOR,@,JAX,L 23-41,*,4,3,44,14.67,0,75.0%,11.00,0,0,,0,0,0
28,1999,1999-11-28,11,25.163,NOR,@,STL,L 12-43,*,5,1,18,18.00,0,20.0%,3.60,0,0,,0,0,0
29,1999,1999-12-05,12,25.170,NOR,@,ATL,L 12-35,*,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0
30,1999,1999-12-12,13,25.177,NOR,,STL,L 14-30,*,8,3,83,27.67,0,37.5%,10.38,0,0,,0,0,0
31,1999,1999-12-19,14,25.184,NOR,@,BAL,L 8-31,*,8,4,51,12.75,1,50.0%,6.38,0,0,,0,1,6
32,1999,1999-12-24,15,25.189,NOR,,DAL,W 31-24,*,6,4,90,22.50,1,66.7%,15.00,0,0,,0,1,6
33,1999,2000-01-02,16,25.198,NOR,@,CAR,L 13-45,*,13,6,104,17.33,0,46.2%,8.00,1,14,14.00,0,0,0
34,2000,2000-09-03,1,26.077,NOR,,DET,L 10-14,,6,3,14,4.67,0,50.0%,2.33,0,0,,0,0,0
35,2000,2000-09-17,3,26.091,NOR,@,SEA,L 10-20,,1,1,49,49.00,1,100.0%,49.00,0,0,,0,1,6
36,2000,2000-09-24,4,26.098,NOR,,PHI,L 7-21,,3,,,,,0.0%,,,,,,,
37,2000,2000-10-08,5,26.112,NOR,@,CHI,W 31-10,,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0
38,2000,2000-10-15,6,26.119,NOR,,CAR,W 24-6,,1,1,34,34.00,0,100.0%,34.00,0,0,,0,0,0
39,2000,2000-10-22,7,26.126,NOR,@,ATL,W 21-19,*,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0
40,2000,2000-10-29,8,26.133,NOR,@,ARI,W 21-10,*,1,,,,,0.0%,,,,,,,
41,2000,2000-11-05,9,26.140,NOR,,SFO,W 31-15,,,,,,,0.0%,,,,,,,
42,2000,2000-11-12,10,26.147,NOR,@,CAR,W 20-10,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0
43,2000,2000-11-19,11,26.154,NOR,,OAK,L 22-31,,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0
44,2000,2000-11-26,12,26.161,NOR,@,STL,W 31-24,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0
45,2000,2000-12-03,13,26.168,NOR,,DEN,L 23-38,,1,,,,,0.0%,,,,,,,
46,2000,2000-12-10,14,26.175,NOR,@,SFO,W 31-27,,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0
47,2000,2000-12-17,15,26.182,NOR,,ATL,W 23-7,*,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0
48,2000,2000-12-24,16,26.189,NOR,,STL,L 21-26,,2,,,,,0.0%,,,,,,,
49,2001,2001-10-14,5,27.118,DEN,@,SEA,L 21-34,,,,,,,0.0%,,,,,,,
50,2001,2001-10-21,6,27.125,DEN,@,SDG,L 10-27,,,,,,,0.0%,,,,,,,
51,2001,2001-10-28,7,27.132,DEN,,NWE,W 31-20,,1,,,,,0.0%,,,,,,,
52,2001,2001-11-11,9,27.146,DEN,,SDG,W 26-16,*,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0
53,2001,2001-11-18,10,27.153,DEN,,WAS,L 10-17,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0
54,2001,2001-11-22,11,27.157,DEN,@,DAL,W 26-24,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
