ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2002,2002-09-08,1,27.099,NOR,@,TAM,W 26-20,,0,0,,0,0,0,,,,,,0,0,,0,8,307,38.38,0
2,2003,2003-09-08,1,28.099,PHI,,TAM,L 0-17,,0,0,,0,0,0,,,,,,0,0,,0,7,267,38.14,0
3,2003,2003-09-14,2,28.105,PHI,,NWE,L 10-31,,0,0,,0,0,0,,,,,,0,0,,0,8,344,43.00,0
4,2003,2003-09-28,3,28.119,PHI,@,BUF,W 23-13,,0,0,,0,0,0,,,,,,0,0,,0,4,174,43.50,0
5,2003,2003-10-05,4,28.126,PHI,,WAS,W 27-25,,0,0,,0,0,0,,,,,,0,0,,0,5,198,39.60,0
6,2003,2003-10-12,5,28.133,PHI,@,DAL,L 21-23,,0,0,,0,0,0,,,,,,0,0,,0,8,361,45.13,0
7,2003,2003-10-19,6,28.140,PHI,@,NYG,W 14-10,,0,0,,0,0,0,,,,,,0,0,,0,7,293,41.86,0
8,2003,2003-10-26,7,28.147,PHI,,NYJ,W 24-17,,0,0,,0,0,0,,,,,,0,0,,0,2,60,30.00,0
9,2003,2003-11-02,8,28.154,PHI,@,ATL,W 23-16,,0,0,,0,0,0,,,,,,0,0,,0,5,231,46.20,0
10,2003,2003-11-10,9,28.162,PHI,@,GNB,W 17-14,,0,0,,0,0,0,,,,,,0,0,,0,7,276,39.43,0
11,2003,2003-11-16,10,28.168,PHI,,NYG,W 28-10,,0,0,,0,0,0,,,,,,0,0,,0,5,148,29.60,0
12,2003,2003-11-23,11,28.175,PHI,,NOR,W 33-20,,0,0,,0,0,0,,,,,,0,0,,0,3,104,34.67,0
13,2003,2003-11-30,12,28.182,PHI,@,CAR,W 25-16,,0,0,,0,0,0,,,,,,0,0,,0,3,148,49.33,0
14,2003,2003-12-07,13,28.189,PHI,,DAL,W 36-10,,0,0,,0,0,0,,,,,,0,0,,0,5,194,38.80,0
15,2003,2003-12-15,14,28.197,PHI,@,MIA,W 34-27,,0,0,,0,0,0,,,,,,0,0,,0,3,129,43.00,0
16,2003,2003-12-21,15,28.203,PHI,,SFO,L 28-31,,0,0,,0,0,0,,,,,,0,0,,0,4,166,41.50,0
17,2003,2003-12-27,16,28.209,PHI,@,WAS,W 31-7,,0,0,,0,0,0,,,,,,0,0,,0,3,114,38.00,0
18,2004,2004-09-12,1,29.103,PHI,,NYG,W 31-17,,0,0,,0,0,0,,,,,,0,0,,0,4,137,34.25,0
19,2004,2004-09-20,2,29.111,PHI,,MIN,W 27-16,,0,0,,0,0,0,,,,,,0,0,,0,1,49,49.00,0
20,2004,2004-09-26,3,29.117,PHI,@,DET,W 30-13,,0,0,,0,0,0,,,,,,0,0,,0,4,206,51.50,0
21,2004,2004-10-03,4,29.124,PHI,@,CHI,W 19-9,,0,0,,0,0,0,,,,,,0,0,,0,3,107,35.67,0
22,2004,2004-10-17,5,29.138,PHI,,CAR,W 30-8,,0,0,,0,0,0,,,,,,0,0,,0,3,128,42.67,0
23,2004,2004-10-24,6,29.145,PHI,@,CLE,W 34-31,,0,0,,0,0,0,,,,,,0,0,,0,5,226,45.20,0
24,2004,2004-10-31,7,29.152,PHI,,BAL,W 15-10,,0,0,,0,0,0,,,,,,0,0,,0,6,282,47.00,0
25,2004,2004-11-07,8,29.159,PHI,@,PIT,L 3-27,,0,0,,0,0,0,,,,,,0,0,,0,6,251,41.83,0
26,2004,2004-11-15,9,29.167,PHI,@,DAL,W 49-21,,0,0,,0,0,0,,,,,,0,0,,0,6,247,41.17,0
27,2004,2004-11-21,10,29.173,PHI,,WAS,W 28-6,,0,0,,0,0,0,,,,,,0,0,,0,3,132,44.00,0
28,2004,2004-11-28,11,29.180,PHI,@,NYG,W 27-6,,0,0,,0,0,0,,,,,,0,0,,0,5,197,39.40,0
29,2004,2004-12-05,12,29.187,PHI,,GNB,W 47-17,,0,0,,0,0,0,,,,,,0,0,,0,3,125,41.67,0
30,2004,2004-12-12,13,29.194,PHI,@,WAS,W 17-14,,0,0,,0,0,0,,,,,,0,0,,0,7,302,43.14,0
31,2004,2004-12-19,14,29.201,PHI,,DAL,W 12-7,,0,0,,0,0,0,,,,,,0,0,,0,5,196,39.20,0
32,2004,2004-12-27,15,29.209,PHI,@,STL,L 7-20,,0,0,,0,0,0,,,,,,0,0,,0,6,252,42.00,0
33,2004,2005-01-02,16,29.215,PHI,,CIN,L 10-38,,0,0,,0,0,0,,,,,,0,0,,0,5,195,39.00,0
34,2005,2005-09-12,1,30.103,PHI,@,ATL,L 10-14,,0,0,,0,0,0,,,,,,0,0,,0,5,213,42.60,0
35,2005,2005-09-18,2,30.109,PHI,,SFO,W 42-3,,0,0,,0,0,0,,,,,,0,0,,0,2,65,32.50,0
