ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1970,1970-09-21,1,24.284,NYJ,@,CLE,L 21-31,,,,,
2,1970,1970-09-27,2,24.290,NYJ,@,BOS,W 31-21,1,6,1,36,1
3,1970,1970-10-04,3,24.297,NYJ,@,BUF,L 31-34,,,,,
4,1970,1970-10-10,4,24.303,NYJ,,MIA,L 6-20,,,,,
5,1970,1970-10-18,5,24.311,NYJ,,BAL,L 22-29,,,,,
6,1970,1970-10-25,6,24.318,NYJ,,BUF,L 6-10,,,,,
7,1970,1970-11-01,7,24.325,NYJ,,NYG,L 10-22,,,,,
8,1970,1970-11-08,8,24.332,NYJ,@,PIT,L 17-21,,,,,
9,1970,1970-11-15,9,24.339,NYJ,@,RAM,W 31-20,,,,,
10,1970,1970-11-22,10,24.346,NYJ,,BOS,W 17-3,,,,,
11,1970,1970-11-29,11,24.353,NYJ,,MIN,W 20-10,0,0,1,10,0
12,1970,1970-12-06,12,24.360,NYJ,,OAK,L 13-14,,,,,
13,1970,1970-12-13,13,25.002,NYJ,@,MIA,L 10-16,,,,,
14,1970,1970-12-19,14,25.008,NYJ,@,BAL,L 20-35,,,,,
15,1971,1971-09-19,1,25.282,NYJ,@,BAL,L 0-22,,,,,
16,1971,1971-09-27,2,25.290,NYJ,@,STL,L 10-17,,,,,
17,1971,1971-10-03,3,25.296,NYJ,@,MIA,W 14-10,,,,,
18,1971,1971-10-10,4,25.303,NYJ,@,NWE,L 0-20,,,,,
19,1971,1971-10-17,5,25.310,NYJ,,BUF,W 28-17,,,,,
20,1971,1971-10-24,6,25.317,NYJ,,MIA,L 14-30,,,,,
21,1971,1971-10-31,7,25.324,NYJ,@,SDG,L 21-49,,,,,
22,1971,1971-11-14,9,25.338,NYJ,,BAL,L 13-14,,,,,
23,1971,1971-11-21,10,25.345,NYJ,@,BUF,W 20-7,,,,,
24,1971,1971-11-28,11,25.352,NYJ,,SFO,L 21-24,,,,,
25,1971,1971-12-04,12,25.358,NYJ,@,DAL,L 10-52,,,,,
26,1971,1971-12-12,13,26.001,NYJ,,NWE,W 13-6,,,,,
27,1971,1971-12-19,14,26.008,NYJ,,CIN,W 35-21,,,,,
28,1972,1972-09-17,1,26.281,NYJ,@,BUF,W 41-24,,,,,
29,1972,1972-09-24,2,26.288,NYJ,@,BAL,W 44-34,,,,,
30,1972,1972-10-01,3,26.295,NYJ,@,HOU,L 20-26,,,,,
31,1972,1972-10-08,4,26.302,NYJ,,MIA,L 17-27,,,,,
32,1972,1972-10-15,5,26.309,NYJ,@,NWE,W 41-13,,,,,
33,1972,1972-10-22,6,26.316,NYJ,,BAL,W 24-20,,,,,
34,1972,1972-10-29,7,26.323,NYJ,,NWE,W 34-10,,,,,
35,1972,1972-11-05,8,26.330,NYJ,,WAS,L 17-35,,,,,
36,1972,1972-11-12,9,26.337,NYJ,,BUF,W 41-3,,,,,
37,1972,1972-11-19,10,26.344,NYJ,@,MIA,L 24-28,,,,,
38,1972,1972-11-23,11,26.348,NYJ,@,DET,L 20-37,,,,,
39,1972,1972-12-03,12,26.358,NYJ,,NOR,W 18-17,0,0,1,14,0
40,1972,1972-12-11,13,27.000,NYJ,@,OAK,L 16-24,,,,,
41,1972,1972-12-17,14,27.006,NYJ,,CLE,L 10-26,,,,,
