ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1994,1994-12-11,14,24.086,CHI,@,GNB,L 3-40,,,,,,,,
2,1994,1994-12-18,15,24.093,CHI,,RAM,W 27-13,,,,,,,,
3,1994,1994-12-24,16,24.099,CHI,,NWE,L 3-13,,,,,,,,
4,1995,1995-09-03,1,24.352,CHI,,MIN,W 31-14,,,,,,,,
5,1995,1995-09-11,2,24.360,CHI,,GNB,L 24-27,,,,,,,,
6,1995,1995-09-17,3,25.001,CHI,@,TAM,W 25-6,,,,,,,,
7,1995,1995-09-24,4,25.008,CHI,@,STL,L 28-34,,,,,,,,
8,1995,1995-10-08,5,25.022,CHI,,CAR,W 31-27,,,,,,,,
9,1995,1995-10-15,6,25.029,CHI,@,JAX,W 30-27,,,,,,,,
10,1995,1995-10-22,7,25.036,CHI,,HOU,W 35-32,,,,,,,,
11,1995,1995-10-30,8,25.044,CHI,@,MIN,W 14-6,,,,,,,,
12,1995,1995-11-05,9,25.050,CHI,,PIT,L 34-37,0,0,,0,0.0,1,0,0
13,1995,1995-11-12,10,25.057,CHI,@,GNB,L 28-35,,,,,,,,
14,1995,1995-11-19,11,25.064,CHI,,DET,L 17-24,,,,,,,,
15,1995,1995-11-26,12,25.071,CHI,@,NYG,W 27-24,,,,,,,,
16,1995,1995-12-04,13,25.079,CHI,@,DET,L 7-27,,,,,,,,
17,1995,1995-12-10,14,25.085,CHI,@,CIN,L 10-16,,,,,,,,
18,1995,1995-12-17,15,25.092,CHI,,TAM,W 31-10,,,,,,,,
19,1995,1995-12-24,16,25.099,CHI,,PHI,W 20-14,,,,,,,,
20,1996,1996-09-02,1,25.352,CHI,,DAL,W 22-6,0,0,,0,,,,
21,1996,1996-09-08,2,25.358,CHI,@,WAS,L 3-10,0,0,,0,,,,
22,1996,1996-10-06,6,26.020,CHI,,GNB,L 6-37,0,0,,0,,,,
23,1996,1996-10-13,7,26.027,CHI,@,NOR,L 24-27,0,0,,0,0.0,1,0,0
24,1996,1996-10-28,8,26.042,CHI,@,MIN,W 15-13,0,0,,0,,,,
25,1996,1996-11-03,9,26.048,CHI,,TAM,W 13-10,0,0,,0,,,,
26,1996,1996-11-10,10,26.055,CHI,@,DEN,L 12-17,0,0,,0,,,,
27,1996,1996-11-17,11,26.062,CHI,@,KAN,L 10-14,0,0,,0,,,,
28,1996,1996-11-24,12,26.069,CHI,,DET,W 31-14,0,75,,0,,,,
29,1996,1996-12-01,13,26.076,CHI,@,GNB,L 17-28,0,0,,0,,,,
30,1996,1996-12-08,14,26.083,CHI,,STL,W 35-9,0,0,,0,0.0,1,20,0
31,1996,1996-12-14,15,26.089,CHI,,SDG,W 27-14,0,0,,0,,,,
32,1996,1996-12-22,16,26.097,CHI,@,TAM,L 19-34,0,0,,0,,,,
33,1997,1997-09-01,1,26.350,CHI,@,GNB,L 24-38,0,0,,0,,,,
34,1997,1997-09-07,2,26.356,CHI,,MIN,L 24-27,0,0,,0,1.0,0,0,0
35,1997,1997-09-14,3,26.363,CHI,,DET,L 7-32,0,0,,0,,,,
36,1997,1997-09-21,4,27.005,CHI,@,NWE,L 3-31,0,0,,0,0.0,1,0,0
37,1997,1997-09-28,5,27.012,CHI,@,DAL,L 3-27,0,3,,0,,,,
38,1997,1997-10-05,6,27.019,CHI,,NOR,L 17-20,0,0,,0,,,,
39,1997,1997-10-12,7,27.026,CHI,,GNB,L 23-24,0,0,,0,,,,
40,1997,1997-10-27,8,27.041,CHI,@,MIA,W 36-33,0,0,,0,0.0,1,0,0
41,1997,1997-11-02,9,27.047,CHI,,WAS,L 8-31,0,0,,0,,,,
42,1997,1997-11-09,10,27.054,CHI,@,MIN,L 22-29,0,0,,0,,,,
43,1997,1997-11-16,11,27.061,CHI,,NYJ,L 15-23,0,0,,0,,,,
44,1997,1997-11-23,12,27.068,CHI,,TAM,W 13-7,0,0,,0,,,,
45,1997,1997-11-27,13,27.072,CHI,@,DET,L 20-55,0,0,,0,,,,
46,1997,1997-12-07,14,27.082,CHI,,BUF,W 20-3,0,0,,0,2.0,0,0,0
47,1998,1998-09-06,1,27.355,PHI,,SEA,L 0-38,,,,,,,,
48,1998,1998-09-13,2,27.362,PHI,@,ATL,L 12-17,,,,,,,,
49,1998,1998-09-20,3,28.004,PHI,@,ARI,L 3-17,,,,,,,,
50,1998,1998-09-27,4,28.011,PHI,,KAN,L 21-24,,,,,,,,
51,1998,1998-10-04,5,28.018,PHI,@,DEN,L 16-41,,,,,,,,
52,1998,1998-10-11,6,28.025,PHI,,WAS,W 17-12,,,,,,,,
53,1998,1998-10-18,7,28.032,PHI,@,SDG,L 10-13,,,,,,,,
54,1998,1998-11-02,8,28.047,PHI,,DAL,L 0-34,,,,,,,,
55,1998,1998-11-08,9,28.053,PHI,,DET,W 10-9,,,,,,,,
56,1998,1998-11-15,10,28.060,PHI,@,WAS,L 3-28,,,,,,,,
57,1998,1998-11-22,11,28.067,PHI,@,NYG,L 0-20,,,,,,,,
58,1998,1998-11-29,12,28.074,PHI,@,GNB,L 16-24,,,,,,,,
59,1998,1998-12-03,13,28.078,PHI,,STL,W 17-14,,,,,,,,
60,1998,1998-12-13,14,28.088,PHI,,ARI,L 17-20,,,,,,,,
61,1998,1998-12-20,15,28.095,PHI,@,DAL,L 9-13,,,,,,,,
62,1998,1998-12-27,16,28.102,PHI,,NYG,L 10-20,,,,,,,,
