ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1998,1998-09-06,1,22.038,PHI,,SEA,L 0-38,,,,,,,,,,,
2,1998,1998-09-13,2,22.045,PHI,@,ATL,L 12-17,,,,,,,,,,,
3,1998,1998-09-20,3,22.052,PHI,@,ARI,L 3-17,,0,0,,0,0,0,1.0,0,0,0
4,1998,1998-09-27,4,22.059,PHI,,KAN,L 21-24,,,,,,,,,,,
5,1998,1998-10-04,5,22.066,PHI,@,DEN,L 16-41,,,,,,,,,,,
6,1998,1998-10-11,6,22.073,PHI,,WAS,W 17-12,,,,,,,,,,,
7,1998,1998-10-18,7,22.080,PHI,@,SDG,L 10-13,,,,,,,,,,,
8,1998,1998-11-02,8,22.095,PHI,,DAL,L 0-34,,,,,,,,,,,
9,1998,1998-11-08,9,22.101,PHI,,DET,W 10-9,,,,,,,,,,,
10,1998,1998-11-15,10,22.108,PHI,@,WAS,L 3-28,,,,,,,,,,,
11,1998,1998-11-22,11,22.115,PHI,@,NYG,L 0-20,,0,0,,0,0,0,0.5,0,0,0
12,1998,1998-11-29,12,22.122,PHI,@,GNB,L 16-24,,,,,,,,,,,
13,1998,1998-12-03,13,22.126,PHI,,STL,W 17-14,,,,,,,,,,,
14,1998,1998-12-13,14,22.136,PHI,,ARI,L 17-20,,,,,,,,,,,
15,1998,1998-12-20,15,22.143,PHI,@,DAL,L 9-13,,,,,,,,,,,
16,1998,1998-12-27,16,22.150,PHI,,NYG,L 10-20,,,,,,,,,,,
17,1999,1999-09-12,1,23.044,PHI,,ARI,L 24-25,,1,14,14.00,0,0,0,0.0,0,0,0
18,1999,1999-09-19,2,23.051,PHI,,TAM,L 5-19,,,,,,,,,,,
19,1999,1999-09-26,3,23.058,PHI,@,BUF,L 0-26,,,,,,,,,,,
20,1999,1999-10-03,4,23.065,PHI,@,NYG,L 15-16,,,,,,,,,,,
21,1999,1999-10-10,5,23.072,PHI,,DAL,W 13-10,,,,,,,,,,,
22,1999,1999-10-17,6,23.079,PHI,@,CHI,W 20-16,,1,14,14.00,0,0,0,0.0,0,0,0
23,1999,1999-10-24,7,23.086,PHI,@,MIA,L 13-16,,,,,,,,,,,
24,1999,1999-10-31,8,23.093,PHI,,NYG,L 17-23,,,,,,,,,,,
25,1999,1999-11-07,9,23.100,PHI,@,CAR,L 7-33,,0,0,,0,0,0,0.5,0,0,0
26,1999,1999-11-14,10,23.107,PHI,,WAS,W 35-28,*,0,0,,0,0,0,0.5,0,0,0
27,1999,1999-11-21,11,23.114,PHI,,IND,L 17-44,,0,0,,0,1,6,0.0,1,22,1
28,1999,1999-11-28,12,23.121,PHI,@,WAS,L 17-20,,1,21,21.00,0,0,0,0.0,0,0,0
29,1999,1999-12-05,13,23.128,PHI,@,ARI,L 17-21,*,,,,,,,,,,
30,2000,2000-09-03,1,24.035,PHI,@,DAL,W 41-14,,,,,,,,,,,
31,2000,2000-09-10,2,24.042,PHI,,NYG,L 18-33,,,,,,,,,,,
32,2000,2000-09-17,3,24.049,PHI,@,GNB,L 3-6,,,,,,,,,,,
33,2000,2000-09-24,4,24.056,PHI,@,NOR,W 21-7,,,,,,,,,,,
34,2000,2000-10-01,5,24.063,PHI,,ATL,W 38-10,,,,,,,,,,,
35,2000,2000-10-08,6,24.070,PHI,,WAS,L 14-17,*,,,,,,,,,,
36,2000,2000-10-15,7,24.077,PHI,@,ARI,W 33-14,*,,,,,,,,,,
37,2000,2000-10-22,8,24.084,PHI,,CHI,W 13-9,*,,,,,,,,,,
38,2000,2000-10-29,9,24.091,PHI,@,NYG,L 7-24,*,1,18,18.00,0,0,0,0.0,0,0,0
39,2000,2000-11-05,10,24.098,PHI,,DAL,W 16-13,*,0,0,,0,0,0,1.5,0,0,0
40,2000,2000-11-12,11,24.105,PHI,@,PIT,W 26-23,,0,0,,0,0,0,0.5,0,0,0
41,2000,2000-11-19,12,24.112,PHI,,ARI,W 34-9,,0,0,,0,0,0,0.5,0,0,0
42,2000,2000-11-26,13,24.119,PHI,@,WAS,W 23-20,,,,,,,,,,,
43,2000,2000-12-03,14,24.126,PHI,,TEN,L 13-15,,,,,,,,,,,
44,2000,2000-12-10,15,24.133,PHI,@,CLE,W 35-24,*,,,,,,,,,,
45,2000,2000-12-24,16,24.147,PHI,,CIN,W 16-7,,0,0,,0,0,0,1.0,0,0,0
46,2001,2001-09-09,1,25.041,PHI,,STL,L 17-20,*,,,,,,,,,,
47,2001,2001-09-23,2,25.055,PHI,@,SEA,W 27-3,*,0,0,,0,0,0,2.0,0,0,0
48,2001,2001-09-30,3,25.062,PHI,,DAL,W 40-18,,0,0,,0,0,0,0.5,0,0,0
49,2001,2001-10-07,4,25.069,PHI,,ARI,L 20-21,*,,,,,,,,,,
50,2001,2001-10-22,5,25.084,PHI,@,NYG,W 10-9,*,,,,,,,,,,
51,2001,2001-10-28,6,25.090,PHI,,OAK,L 10-20,*,,,,,,,,,,
52,2001,2001-11-04,7,25.097,PHI,@,ARI,W 21-7,*,,,,,,,,,,
53,2001,2001-11-11,8,25.104,PHI,,MIN,W 48-17,*,,,,,,,,,,
54,2001,2001-12-09,12,25.132,PHI,,SDG,W 24-14,*,,,,,,,,,,
55,2001,2001-12-16,13,25.139,PHI,@,WAS,W 20-6,*,,,,,,,,,,
56,2001,2001-12-22,14,25.145,PHI,@,SFO,L 3-13,*,,,,,,,,,,
57,2001,2001-12-30,15,25.153,PHI,,NYG,W 24-21,*,,,,,,,,,,
58,2001,2002-01-06,16,25.160,PHI,@,TAM,W 17-13,*,,,,,,,,,,
59,2002,2002-09-08,1,26.040,PHI,@,TEN,L 24-27,*,,,,,,,,,,
60,2002,2002-09-16,2,26.048,PHI,@,WAS,W 37-7,*,,,,,,,,,,
61,2002,2002-09-22,3,26.054,PHI,,DAL,W 44-13,*,,,,,,,,,,
62,2002,2002-09-29,4,26.061,PHI,,HOU,W 35-17,*,0,0,,0,0,0,1.0,0,0,0
63,2002,2002-10-06,5,26.068,PHI,@,JAX,L 25-28,*,,,,,,,,,,
64,2002,2002-10-20,6,26.082,PHI,,TAM,W 20-10,*,0,0,,0,0,0,1.0,0,0,0
65,2002,2002-10-28,7,26.090,PHI,,NYG,W 17-3,*,,,,,,,,,,
66,2002,2002-11-03,8,26.096,PHI,@,CHI,W 19-13,*,,,,,,,,,,
67,2002,2002-11-10,9,26.103,PHI,,IND,L 13-35,*,,,,,,,,,,
68,2002,2002-11-17,10,26.110,PHI,,ARI,W 38-14,*,,,,,,,,,,
69,2002,2002-11-25,11,26.118,PHI,@,SFO,W 38-17,*,,,,,,,,,,
70,2002,2002-12-01,12,26.124,PHI,,STL,W 10-3,,0,0,,0,0,0,1.0,0,0,0
71,2002,2002-12-08,13,26.131,PHI,@,SEA,W 27-20,*,0,0,,0,0,0,2.0,0,0,0
72,2002,2002-12-15,14,26.138,PHI,,WAS,W 34-21,*,,,,,,,,,,
73,2002,2002-12-21,15,26.144,PHI,@,DAL,W 27-3,*,0,0,,0,0,0,1.0,0,0,0
74,2002,2002-12-28,16,26.151,PHI,@,NYG,L 7-10,*,,,,,,,,,,
75,2003,2003-09-08,1,27.040,PHI,,TAM,L 0-17,*,,,,,,,,,,
76,2003,2003-10-05,4,27.067,PHI,,WAS,W 27-25,*,,,,,,,,,,
