ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-12,1,23.161,WAS,@,PHI,W 37-34,0,0,,0,,,,,,
2,1982,1982-09-19,2,23.168,WAS,@,TAM,W 21-13,1,8,8.00,0,0,0,,0,0,0
3,1982,1982-11-21,3,23.231,WAS,@,NYG,W 27-17,0,0,,0,,,,,,
4,1982,1982-11-28,4,23.238,WAS,,PHI,W 13-9,0,0,,0,,,,,,
5,1982,1982-12-05,5,23.245,WAS,,DAL,L 10-24,0,0,,0,,,,,,
6,1982,1982-12-12,6,23.252,WAS,@,STL,W 12-7,0,0,,0,,,,,,
7,1982,1982-12-19,7,23.259,WAS,,NYG,W 15-14,0,0,,0,,,,,,
8,1982,1983-01-02,9,23.273,WAS,,STL,W 28-0,1,2,2.00,1,0,0,,0,1,6
9,1983,1983-09-05,1,24.154,WAS,,DAL,L 30-31,0,0,,0,,,,,,
10,1983,1983-09-11,2,24.160,WAS,@,PHI,W 23-13,0,0,,0,,,,,,
11,1983,1983-09-18,3,24.167,WAS,,KAN,W 27-12,1,39,39.00,1,0,0,,0,1,6
12,1983,1983-09-25,4,24.174,WAS,@,SEA,W 27-17,0,0,,0,,,,,,
13,1983,1983-10-02,5,24.181,WAS,,RAI,W 37-35,0,0,,0,,,,,,
14,1983,1983-10-09,6,24.188,WAS,@,STL,W 38-14,0,0,,0,,,,,,
15,1983,1983-10-17,7,24.196,WAS,@,GNB,L 47-48,0,0,,0,,,,,,
16,1983,1983-10-23,8,24.202,WAS,,DET,W 38-17,0,0,,0,,,,,,
17,1983,1983-10-31,9,24.210,WAS,@,SDG,W 27-24,0,0,,0,,,,,,
18,1983,1983-11-06,10,24.216,WAS,,STL,W 45-7,1,5,5.00,0,0,0,,0,0,0
19,1983,1983-11-13,11,24.223,WAS,@,NYG,W 33-17,0,0,,0,,,,,,
20,1983,1983-11-20,12,24.230,WAS,@,RAM,W 42-20,1,29,29.00,0,0,0,,0,0,0
21,1983,1983-11-27,13,24.237,WAS,,PHI,W 28-24,0,0,,0,,,,,,
22,1983,1983-12-04,14,24.244,WAS,,ATL,W 37-21,2,35,17.50,1,0,0,,0,1,6
23,1983,1983-12-11,15,24.251,WAS,@,DAL,W 31-10,1,40,40.00,1,0,0,,0,1,6
24,1983,1983-12-17,16,24.257,WAS,,NYG,W 31-22,3,5,1.67,1,0,0,,0,1,6
25,1984,1984-10-07,6,25.186,WAS,@,IND,W 35-7,1,37,37.00,0,0,0,,0,0,0
26,1984,1984-10-14,7,25.193,WAS,,DAL,W 34-14,2,11,5.50,2,0,0,,0,2,12
27,1984,1984-10-21,8,25.200,WAS,@,STL,L 24-26,2,39,19.50,1,0,0,,0,1,6
28,1984,1984-10-28,9,25.207,WAS,@,NYG,L 13-37,2,8,4.00,0,0,0,,0,0,0
29,1984,1984-11-05,10,25.215,WAS,,ATL,W 27-14,4,34,8.50,0,0,0,,0,0,0
30,1984,1984-11-11,11,25.221,WAS,,DET,W 28-14,3,49,16.33,0,0,0,,0,0,0
31,1984,1984-11-18,12,25.228,WAS,@,PHI,L 10-16,5,30,6.00,1,0,0,,0,1,6
32,1984,1984-11-25,13,25.235,WAS,,BUF,W 41-14,4,26,6.50,0,0,0,,0,0,0
33,1984,1984-11-29,14,25.239,WAS,@,MIN,W 31-17,3,33,11.00,1,0,0,,0,1,6
34,1984,1984-12-09,15,25.249,WAS,@,DAL,W 30-28,3,39,13.00,0,0,0,,0,0,0
35,1984,1984-12-16,16,25.256,WAS,,STL,W 29-27,1,44,44.00,0,0,0,,0,0,0
36,1985,1985-09-09,1,26.158,WAS,@,DAL,L 14-44,5,71,14.20,1,0,0,,0,1,6
37,1985,1985-09-15,2,26.164,WAS,,HOU,W 16-13,1,6,6.00,0,0,0,,0,0,0
38,1985,1985-09-22,3,26.171,WAS,,PHI,L 6-19,0,0,,0,,,,,,
39,1985,1985-09-29,4,26.178,WAS,@,CHI,L 10-45,8,92,11.50,0,0,0,,0,0,0
40,1985,1985-10-07,5,26.186,WAS,,STL,W 27-10,2,18,9.00,1,0,0,,0,1,6
41,1985,1985-10-13,6,26.192,WAS,,DET,W 24-3,1,9,9.00,0,0,0,,0,0,0
42,1985,1985-10-20,7,26.199,WAS,@,NYG,L 3-17,2,18,9.00,0,0,0,,0,0,0
43,1985,1985-10-27,8,26.206,WAS,@,CLE,W 14-7,2,21,10.50,0,0,0,,0,0,0
44,1985,1985-11-03,9,26.213,WAS,@,ATL,W 44-10,2,17,8.50,0,0,0,,0,0,0
45,1985,1985-11-10,10,26.220,WAS,,DAL,L 7-13,0,0,,0,,,,,,
46,1985,1985-11-18,11,26.228,WAS,,NYG,W 23-21,3,27,9.00,1,0,0,,0,1,6
47,1985,1985-11-24,12,26.234,WAS,@,PIT,W 30-23,1,18,18.00,1,0,0,,0,1,6
48,1985,1985-12-01,13,26.241,WAS,,SFO,L 8-35,5,38,7.60,0,0,0,,0,0,0
49,1985,1985-12-08,14,26.248,WAS,@,PHI,W 17-12,4,38,9.50,0,0,0,,0,0,0
