ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1953,1953-09-27,1,26.264,BAL,,CHI,W 13-9,5,60,12.00,0
2,1953,1953-10-03,2,26.270,BAL,,DET,L 17-27,3,25,8.33,0
3,1953,1953-10-11,3,26.278,BAL,@,CHI,W 16-14,2,27,13.50,0
4,1953,1953-10-18,4,26.285,BAL,@,GNB,L 14-37,2,21,10.50,0
5,1953,1953-10-25,5,26.292,BAL,,WAS,W 27-17,1,24,24.00,0
6,1953,1953-11-07,7,26.305,BAL,@,DET,L 7-17,1,6,6.00,0
7,1953,1953-11-15,8,26.313,BAL,@,PHI,L 14-45,3,36,12.00,0
8,1953,1953-11-29,10,26.327,BAL,,SFO,L 21-38,2,28,14.00,1
9,1953,1953-12-05,11,26.333,BAL,@,RAM,L 2-45,1,7,7.00,0
10,1953,1953-12-13,12,26.341,BAL,@,SFO,L 14-45,3,38,12.67,0
11,1954,1954-10-03,2,27.270,CRD,,PHI,L 16-35,2,20,10.00,0
