ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2001,2001-09-09,1,22.006,DAL,,TAM,L 6-10,,,,,,,,
2,2001,2001-09-23,2,22.020,DAL,,SDG,L 21-32,,0,0,,0,1.0,,
3,2001,2001-09-30,3,22.027,DAL,@,PHI,L 18-40,,,,,,,,
4,2001,2001-10-07,4,22.034,DAL,@,OAK,L 21-28,,,,,,,,
5,2001,2001-10-15,5,22.042,DAL,,WAS,W 9-7,,,,,,,,
6,2001,2001-10-28,6,22.055,DAL,,ARI,W 17-3,,,,,,,,
7,2001,2001-11-04,7,22.062,DAL,@,NYG,L 24-27,,,,,,,,
8,2001,2001-11-11,8,22.069,DAL,@,ATL,L 13-20,,,,,,,,
9,2001,2001-11-18,9,22.076,DAL,,PHI,L 3-36,,,,,,,,
10,2001,2001-11-22,10,22.080,DAL,,DEN,L 24-26,,,,,,,,
11,2001,2001-12-02,11,22.090,DAL,@,WAS,W 20-14,,,,,,,,
12,2001,2001-12-09,12,22.097,DAL,,NYG,W 20-13,,,,,,,,
13,2001,2001-12-16,13,22.104,DAL,@,SEA,L 3-29,,,,,,,,
14,2001,2001-12-23,14,22.111,DAL,@,ARI,L 10-17,,,,,,,,
15,2001,2001-12-30,15,22.118,DAL,,SFO,W 27-21,,1,7,7.00,0,0.0,,
16,2001,2002-01-06,16,22.125,DAL,@,DET,L 10-15,,,,,,,,
17,2002,2002-09-08,1,23.005,DAL,@,HOU,L 10-19,,,,,,,,
18,2002,2002-09-15,2,23.012,DAL,,TEN,W 21-13,,,,,,,,
19,2002,2002-09-22,3,23.019,DAL,@,PHI,L 13-44,,,,,,,,
20,2002,2002-11-03,9,23.061,DAL,@,DET,L 7-9,,,,,,,,
21,2004,2004-09-27,3,25.024,WAS,,DAL,L 18-21,,,,,,,,
22,2004,2004-10-03,4,25.030,WAS,@,CLE,L 13-17,,0,0,,0,1.0,,
23,2004,2004-10-10,5,25.037,WAS,,BAL,L 10-17,*,,,,,,,
24,2004,2004-10-17,6,25.044,WAS,@,CHI,W 13-10,*,,,,,,,
25,2004,2004-10-31,7,25.058,WAS,,GNB,L 14-28,,,,,,,,
26,2004,2004-11-07,8,25.065,WAS,@,DET,W 17-10,,,,,,,,
27,2004,2004-11-14,9,25.072,WAS,,CIN,L 10-17,*,,,,,,,
28,2004,2004-11-21,10,25.079,WAS,@,PHI,L 6-28,*,,,,,,,
29,2004,2004-11-28,11,25.086,WAS,@,PIT,L 7-16,*,,,,,,,
30,2004,2004-12-18,14,25.106,WAS,@,SFO,W 26-16,*,,,,,,,
31,2004,2004-12-26,15,25.114,WAS,@,DAL,L 10-13,*,,,,,,,
32,2004,2005-01-02,16,25.121,WAS,,MIN,W 21-18,*,0,0,,0,1.5,,
33,2005,2005-09-11,1,26.008,WAS,,CHI,W 9-7,,0,0,,0,1.0,,
34,2005,2005-09-19,2,26.016,WAS,@,DAL,W 14-13,,,,,,,,
35,2005,2005-10-02,3,26.029,WAS,,SEA,W 20-17,,,,,,,,
36,2005,2005-10-09,4,26.036,WAS,@,DEN,L 19-21,,,,,,,,
37,2005,2005-10-16,5,26.043,WAS,@,KAN,L 21-28,,,,,,,,
38,2005,2005-10-23,6,26.050,WAS,,SFO,W 52-17,,,,,,,,
39,2005,2005-10-30,7,26.057,WAS,@,NYG,L 0-36,,1,0,0.00,0,1.0,,
40,2005,2005-11-06,8,26.064,WAS,,PHI,W 17-10,*,,,,,,,
