ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-19,2,21.124,STL,@,NYG,L 16-28,,0,0,1.0,2,0
2,2011,2011-09-25,3,21.130,STL,,BAL,L 7-37,,,,,,
3,2011,2011-10-02,4,21.137,STL,,WAS,L 10-17,,0,0,0.0,1,0
4,2011,2011-10-16,5,21.151,STL,@,GNB,L 3-24,,0,0,0.0,1,0
5,2011,2011-10-23,6,21.158,STL,@,DAL,L 7-34,,,,,,
6,2011,2011-10-30,7,21.165,STL,,NOR,W 31-21,,0,0,1.0,2,0
7,2011,2011-11-06,8,21.172,STL,@,ARI,L 13-19,,0,0,1.0,3,0
8,2011,2011-11-13,9,21.179,STL,@,CLE,W 13-12,,,,,,
9,2011,2011-11-20,10,21.186,STL,,SEA,L 7-24,,0,0,1.0,5,0
10,2011,2011-11-27,11,21.193,STL,,ARI,L 20-23,,0,0,1.0,1,0
11,2011,2011-12-04,12,21.200,STL,@,SFO,L 0-26,,,,,,
12,2011,2011-12-12,13,21.208,STL,@,SEA,L 13-30,,0,0,0.0,1,1
13,2011,2011-12-18,14,21.214,STL,,CIN,L 13-20,*,0,0,0.0,1,0
14,2011,2011-12-24,15,21.220,STL,@,PIT,L 0-27,,0,0,0.0,2,2
15,2011,2012-01-01,16,21.228,STL,,SFO,L 27-34,,0,0,0.0,1,0
16,2012,2012-09-09,1,22.114,STL,@,DET,L 23-27,*,0,0,1.0,3,0
17,2012,2012-09-16,2,22.121,STL,,WAS,W 31-28,*,0,0,1.0,3,0
18,2012,2012-09-23,3,22.128,STL,@,CHI,L 6-23,*,0,0,0.0,0,0
19,2012,2012-09-30,4,22.135,STL,,SEA,W 19-13,*,0,0,1.0,3,0
20,2012,2012-10-04,5,22.139,STL,,ARI,W 17-3,*,0,0,3.0,4,2
21,2012,2012-10-14,6,22.149,STL,@,MIA,L 14-17,*,,,,,
22,2012,2012-10-21,7,22.156,STL,,GNB,L 20-30,*,0,0,1.0,1,0
23,2012,2012-10-28,8,22.163,STL,,NWE,L 7-45,*,0,0,0.0,1,1
24,2012,2012-11-11,9,22.177,STL,@,SFO,T 24-24,*,0,0,1.5,3,1
25,2012,2012-11-18,10,22.184,STL,,NYJ,L 13-27,*,0,0,0.0,1,0
26,2012,2012-11-25,11,22.191,STL,@,ARI,W 31-17,*,,,,,
27,2012,2012-12-02,12,22.198,STL,,SFO,W 16-13,,,,,,
28,2012,2012-12-09,13,22.205,STL,@,BUF,W 15-12,*,0,0,1.0,2,0
29,2012,2012-12-16,14,22.212,STL,,MIN,L 22-36,,0,0,0.0,1,0
30,2012,2012-12-23,15,22.219,STL,@,TAM,W 28-13,*,0,0,0.0,1,1
31,2012,2012-12-30,16,22.226,STL,@,SEA,L 13-20,*,0,0,1.0,1,0
32,2013,2013-09-08,1,23.113,STL,,ARI,W 27-24,*,0,0,3.0,3,0
33,2013,2013-09-15,2,23.120,STL,@,ATL,L 24-31,*,0,0,1.0,4,0
34,2013,2013-09-22,3,23.127,STL,@,DAL,L 7-31,*,0,0,0.0,3,1
35,2013,2013-09-26,4,23.131,STL,,SFO,L 11-35,*,0,0,1.0,2,0
36,2013,2013-10-06,5,23.141,STL,,JAX,W 34-20,*,0,0,0.0,2,0
37,2013,2013-10-13,6,23.148,STL,@,HOU,W 38-13,*,0,0,1.0,1,0
38,2013,2013-10-20,7,23.155,STL,@,CAR,L 15-30,*,0,0,1.0,3,0
39,2013,2013-10-28,8,23.163,STL,,SEA,L 9-14,*,0,0,3.0,5,0
40,2013,2013-11-03,9,23.169,STL,,TEN,L 21-28,*,0,0,0.0,2,1
41,2013,2013-11-10,10,23.176,STL,@,IND,W 38-8,*,0,0,2.0,3,1
42,2013,2013-11-24,11,23.190,STL,,CHI,W 42-21,*,0,6,1.0,4,0
43,2013,2013-12-01,12,23.197,STL,@,SFO,L 13-23,*,0,0,0.0,3,0
44,2013,2013-12-08,13,23.204,STL,@,ARI,L 10-30,*,0,0,0.0,2,1
45,2013,2013-12-15,14,23.211,STL,,NOR,W 27-16,*,0,0,2.0,5,0
46,2013,2013-12-22,15,23.218,STL,,TAM,W 23-13,*,0,0,3.0,6,0
47,2013,2013-12-29,16,23.225,STL,@,SEA,L 9-27,*,0,0,1.0,2,3
48,2014,2014-09-07,1,24.112,STL,,MIN,L 6-34,*,0,0,0.0,2,0
49,2014,2014-09-14,2,24.119,STL,@,TAM,W 19-17,*,0,0,0.0,2,1
50,2014,2014-09-21,3,24.126,STL,,DAL,L 31-34,*,0,0,0.0,2,0
51,2014,2014-10-05,4,24.140,STL,@,PHI,L 28-34,*,0,0,0.0,2,0
52,2014,2014-10-13,5,24.148,STL,,SFO,L 17-31,*,0,0,0.0,3,0
53,2014,2014-10-19,6,24.154,STL,,SEA,W 28-26,*,0,0,1.0,3,1
54,2014,2014-10-26,7,24.161,STL,@,KAN,L 7-34,*,0,0,2.0,5,0
55,2014,2014-11-02,8,24.168,STL,@,SFO,W 13-10,*,0,0,2.0,4,0
56,2014,2014-11-09,9,24.175,STL,@,ARI,L 14-31,*,0,0,1.0,2,2
57,2014,2014-11-16,10,24.182,STL,,DEN,W 22-7,*,0,0,0.0,0,0
58,2014,2014-11-23,11,24.189,STL,@,SDG,L 24-27,*,0,0,0.0,0,0
59,2014,2014-11-30,12,24.196,STL,,OAK,W 52-0,*,0,0,3.0,5,0
60,2014,2014-12-07,13,24.203,STL,@,WAS,W 24-0,*,0,0,1.5,3,2
61,2014,2014-12-11,14,24.207,STL,,ARI,L 6-12,*,0,0,0.0,1,0
62,2014,2014-12-21,15,24.217,STL,,NYG,L 27-37,*,0,0,0.0,5,0
63,2014,2014-12-28,16,24.224,STL,@,SEA,L 6-20,*,0,0,0.0,0,1
64,2015,2015-09-13,1,25.118,STL,,SEA,W 34-31,*,0,0,2.0,3,2
65,2015,2015-09-20,2,25.125,STL,@,WAS,L 10-24,*,0,0,0.0,2,2
66,2015,2015-09-27,3,25.132,STL,,PIT,L 6-12,*,0,0,1.0,1,0
67,2015,2015-10-04,4,25.139,STL,@,ARI,W 24-22,*,0,0,0.0,0,2
68,2015,2015-10-11,5,25.146,STL,@,GNB,L 10-24,*,0,0,1.0,4,2
69,2015,2015-10-25,6,25.160,STL,,CLE,W 24-6,*,0,0,0.0,0,0
70,2015,2015-11-01,7,25.167,STL,,SFO,W 27-6,*,0,0,1.0,3,0
71,2015,2015-11-15,9,25.181,STL,,CHI,L 13-37,,0,0,0.0,0,0
72,2016,2016-09-12,1,26.117,LAR,@,SFO,L 0-28,*,0,0,0.0,2,0
73,2016,2016-09-18,2,26.123,LAR,,SEA,W 9-3,*,0,0,1.0,1,1
74,2016,2016-09-25,3,26.130,LAR,@,TAM,W 37-32,*,0,0,1.0,3,0
75,2016,2016-10-02,4,26.137,LAR,@,ARI,W 17-13,*,0,0,0.0,0,0
76,2016,2016-10-23,7,26.158,LAR,,NYG,L 10-17,,0,0,0.0,0,0
