ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2002,2002-09-08,1,23.176,CLE,,KAN,L 39-40,*,1,,,,,0.0%,,,
2,2002,2002-09-15,2,23.183,CLE,,CIN,W 20-7,,1,1,0,0.00,0,100.0%,0.00,0,0
3,2002,2002-10-13,6,23.211,CLE,@,TAM,L 3-17,,,,,,,0.0%,,,
4,2002,2002-11-17,10,23.246,CLE,@,CIN,W 27-20,,1,1,14,14.00,1,100.0%,14.00,1,6
5,2002,2002-11-24,11,23.253,CLE,@,NOR,W 24-15,*,1,1,9,9.00,0,100.0%,9.00,0,0
6,2002,2002-12-01,12,23.260,CLE,,CAR,L 6-13,,1,,,,,0.0%,,,
7,2002,2002-12-08,13,23.267,CLE,@,JAX,W 21-20,,,,,,,0.0%,,,
8,2002,2002-12-15,14,23.274,CLE,,IND,L 23-28,,,,,,,0.0%,,,
9,2002,2002-12-22,15,23.281,CLE,@,BAL,W 14-13,*,,,,,,0.0%,,,
10,2002,2002-12-29,16,23.288,CLE,,ATL,W 24-16,,,,,,,0.0%,,,
11,2003,2003-09-07,1,24.175,CLE,,IND,L 6-9,,,,,,,0.0%,,,
12,2003,2003-09-14,2,24.182,CLE,@,BAL,L 13-33,,,,,,,0.0%,,,
13,2003,2003-09-21,3,24.189,CLE,@,SFO,W 13-12,,,,,,,0.0%,,,
14,2003,2003-09-28,4,24.196,CLE,,CIN,L 14-21,,,,,,,0.0%,,,
15,2003,2003-10-05,5,24.203,CLE,@,PIT,W 33-13,*,2,1,6,6.00,0,50.0%,3.00,0,0
16,2003,2003-10-12,6,24.210,CLE,,OAK,W 13-7,*,0,,,,,0.0%,,,
17,2003,2003-10-19,7,24.217,CLE,,SDG,L 20-26,*,2,2,3,1.50,1,100.0%,1.50,1,6
18,2003,2003-10-26,8,24.224,CLE,@,NWE,L 3-9,*,,,,,,0.0%,,,
19,2003,2003-11-09,9,24.238,CLE,@,KAN,L 20-41,*,3,3,23,7.67,0,100.0%,7.67,0,0
20,2003,2003-11-16,10,24.245,CLE,,ARI,W 44-6,*,,,,,,0.0%,,,
21,2003,2003-11-23,11,24.252,CLE,,PIT,L 6-13,*,2,2,16,8.00,0,100.0%,8.00,0,0
22,2003,2003-11-30,12,24.259,CLE,@,SEA,L 7-34,*,5,3,18,6.00,0,60.0%,3.60,0,0
23,2003,2003-12-08,13,24.267,CLE,,STL,L 20-26,*,2,2,15,7.50,0,100.0%,7.50,0,0
24,2003,2003-12-14,14,24.273,CLE,@,DEN,L 20-23,*,1,1,8,8.00,0,100.0%,8.00,0,0
25,2003,2003-12-21,15,24.280,CLE,,BAL,L 0-35,*,1,,,,,0.0%,,,
26,2003,2003-12-28,16,24.287,CLE,@,CIN,W 22-14,*,3,1,6,6.00,0,33.3%,2.00,0,0
27,2004,2004-10-24,7,25.222,ATL,@,KAN,L 10-56,,,,,,,0.0%,,,
28,2004,2004-10-31,8,25.229,ATL,@,DEN,W 41-28,,,,,,,0.0%,,,
