ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1972,1972-10-15,5,22.070,NYJ,@,NWE,W 41-13,,,,,,,,
2,1972,1972-10-22,6,22.077,NYJ,,BAL,W 24-20,2,43,21.50,0,0,0,,0
3,1972,1972-10-29,7,22.084,NYJ,,NWE,W 34-10,,,,,,,,
4,1972,1972-11-05,8,22.091,NYJ,,WAS,L 17-35,1,14,14.00,0,0,0,,0
5,1972,1972-11-23,11,22.109,NYJ,@,DET,L 20-37,0,0,,0,3,30,10.00,0
6,1972,1972-12-03,12,22.119,NYJ,,NOR,W 18-17,0,0,,0,1,1,1.00,0
7,1972,1972-12-11,13,22.127,NYJ,@,OAK,L 16-24,0,0,,0,1,7,7.00,0
8,1972,1972-12-17,14,22.133,NYJ,,CLE,L 10-26,,,,,,,,
9,1973,1973-09-17,1,23.042,NYJ,@,GNB,L 7-23,0,0,,0,1,10,10.00,0
10,1973,1973-09-23,2,23.048,NYJ,@,BAL,W 34-10,,,,,,,,
11,1973,1973-09-30,3,23.055,NYJ,@,BUF,L 7-9,,,,,,,,
12,1973,1973-10-07,4,23.062,NYJ,@,MIA,L 3-31,,,,,,,,
13,1973,1973-10-14,5,23.069,NYJ,@,NWE,W 9-7,0,0,,0,2,2,1.00,0
14,1973,1973-10-21,6,23.076,NYJ,@,PIT,L 14-26,,,,,,,,
15,1973,1973-10-28,7,23.083,NYJ,,DEN,L 28-40,,,,,,,,
16,1973,1973-11-04,8,23.090,NYJ,,MIA,L 14-24,0,0,,0,2,9,4.50,0
17,1973,1973-11-11,9,23.097,NYJ,,NWE,W 33-13,0,0,,0,1,8,8.00,0
18,1973,1973-11-18,10,23.104,NYJ,@,CIN,L 14-20,0,0,,0,1,3,3.00,0
19,1973,1973-11-25,11,23.111,NYJ,,ATL,L 20-28,0,0,,0,1,3,3.00,0
20,1973,1973-12-02,12,23.118,NYJ,,BAL,W 20-17,0,0,,0,2,17,8.50,0
21,1973,1973-12-09,13,23.125,NYJ,@,PHI,L 23-24,,,,,,,,
22,1973,1973-12-16,14,23.132,NYJ,,BUF,L 14-34,0,0,,0,1,2,2.00,0
