ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,22.314,CHI,@,GNB,L 15-21,,4,2,82,41.00,0,50.0%,20.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2009,2009-09-20,2,22.321,CHI,,PIT,W 17-14,,9,6,70,11.67,1,66.7%,7.78,0,0,,0,2,41,20.50,0,0,0,,0,1,6,0.0,0,0
3,2009,2009-09-27,3,22.328,CHI,@,SEA,W 25-19,,3,1,7,7.00,1,33.3%,2.33,0,0,,0,4,134,33.50,0,0,0,,0,1,6,0.0,1,0
4,2009,2009-10-04,4,22.335,CHI,,DET,W 48-24,,8,5,31,6.20,0,62.5%,3.88,0,0,,0,3,147,49.00,1,0,0,,0,1,6,0.0,0,0
5,2009,2009-10-18,5,22.349,CHI,@,ATL,L 14-21,,7,3,34,11.33,1,42.9%,4.86,0,0,,0,2,49,24.50,0,0,0,,0,1,6,0.0,0,0
6,2009,2009-10-25,6,22.356,CHI,@,CIN,L 10-45,,6,4,42,10.50,0,66.7%,7.00,0,0,,0,7,151,21.57,0,0,0,,0,0,0,0.0,1,0
7,2009,2009-11-01,7,22.363,CHI,,CLE,W 30-6,,5,3,44,14.67,0,60.0%,8.80,0,0,,0,1,13,13.00,0,0,0,,0,0,0,0.0,0,0
8,2009,2009-11-08,8,23.005,CHI,,ARI,L 21-41,,6,4,30,7.50,0,66.7%,5.00,0,0,,0,2,55,27.50,0,0,0,,0,0,0,0.0,0,0
9,2009,2009-11-12,9,23.009,CHI,@,SFO,L 6-10,,6,2,20,10.00,0,33.3%,3.33,0,0,,0,1,12,12.00,0,0,0,,0,0,0,0.0,0,0
10,2009,2009-11-22,10,23.019,CHI,,PHI,L 20-24,,5,2,16,8.00,0,40.0%,3.20,0,0,,0,3,97,32.33,0,0,0,,0,0,0,0.0,0,0
11,2009,2009-11-29,11,23.026,CHI,@,MIN,L 10-36,,2,1,24,24.00,1,50.0%,12.00,0,0,,0,3,125,41.67,0,0,0,,0,1,6,0.0,0,0
12,2009,2009-12-06,12,23.033,CHI,,STL,W 17-9,,4,3,15,5.00,0,75.0%,3.75,0,0,,0,1,29,29.00,0,1,0,0.00,0,0,0,0.0,0,0
13,2009,2009-12-13,13,23.040,CHI,,GNB,L 14-21,,7,5,83,16.60,1,71.4%,11.86,0,0,,0,1,12,12.00,0,0,0,,0,1,6,0.0,1,0
14,2009,2009-12-20,14,23.047,CHI,@,BAL,L 7-31,,5,4,29,7.25,0,80.0%,5.80,0,0,,0,1,31,31.00,0,0,0,,0,0,0,0.0,1,0
15,2009,2009-12-28,15,23.055,CHI,,MIN,W 36-30,,3,0,0,,0,0.0%,0.00,0,0,,0,1,31,31.00,0,0,0,,0,0,0,0.0,0,0
16,2010,2010-09-12,1,23.313,CHI,,DET,W 19-14,*,7,3,52,17.33,0,42.9%,7.43,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
17,2010,2010-09-19,2,23.320,CHI,@,DAL,W 27-20,*,5,4,86,21.50,0,80.0%,17.20,0,0,,0,1,42,42.00,0,0,0,,0,0,0,0.0,0,0
18,2010,2010-09-27,3,23.328,CHI,,GNB,W 20-17,*,6,4,94,23.50,0,66.7%,15.67,1,2,2.00,0,2,47,23.50,0,0,0,,0,0,0,0.0,0,0
19,2010,2010-10-03,4,23.334,CHI,@,NYG,L 3-17,*,2,1,26,26.00,0,50.0%,13.00,0,0,,0,1,13,13.00,0,0,0,,0,0,0,0.0,0,0
20,2010,2010-10-10,5,23.341,CHI,@,CAR,W 23-6,*,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
21,2010,2010-10-17,6,23.348,CHI,,SEA,L 20-23,*,11,5,120,24.00,0,45.5%,10.91,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2010,2010-10-24,7,23.355,CHI,,WAS,L 14-17,*,12,6,86,14.33,1,50.0%,7.17,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,0
23,2010,2010-11-07,8,24.004,CHI,@,BUF,W 22-19,*,5,3,49,16.33,0,60.0%,9.80,0,0,,0,3,69,23.00,0,0,0,,0,0,0,0.0,0,0
24,2010,2010-11-14,9,24.011,CHI,,MIN,W 27-13,*,7,5,90,18.00,0,71.4%,12.86,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
25,2010,2010-11-18,10,24.015,CHI,@,MIA,W 16-0,*,8,5,55,11.00,0,62.5%,6.88,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
26,2010,2010-11-28,11,24.025,CHI,,PHI,W 31-26,*,5,3,68,22.67,1,60.0%,13.60,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
27,2010,2010-12-05,12,24.032,CHI,@,DET,W 24-20,*,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2010,2010-12-12,13,24.039,CHI,,NWE,L 7-36,*,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2010,2010-12-20,14,24.047,CHI,@,MIN,W 40-14,*,7,2,78,39.00,1,28.6%,11.14,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,0
30,2010,2010-12-26,15,24.053,CHI,,NYJ,W 38-34,*,6,4,92,23.00,2,66.7%,15.33,0,0,,0,1,11,11.00,0,0,0,,0,2,12,0.0,0,0
31,2010,2011-01-02,16,24.060,CHI,@,GNB,L 3-10,*,8,,,,,0.0%,,,,,,,,,,,,,,,,,,
32,2011,2011-09-11,1,24.312,CHI,,ATL,W 30-12,,4,3,60,20.00,0,75.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2011,2011-09-18,2,24.319,CHI,@,NOR,L 13-30,*,6,2,45,22.50,0,33.3%,7.50,0,0,,0,1,30,30.00,0,0,0,,0,0,0,0.0,0,0
34,2011,2011-09-25,3,24.326,CHI,,GNB,L 17-27,*,9,4,84,21.00,0,44.4%,9.33,0,0,,0,2,40,20.00,0,1,9,9.00,0,0,0,0.0,0,0
35,2011,2011-10-02,4,24.333,CHI,,CAR,W 34-29,*,4,3,48,16.00,0,75.0%,12.00,0,0,,0,1,32,32.00,0,0,0,,0,0,0,0.0,1,0
36,2011,2011-10-10,5,24.341,CHI,@,DET,L 13-24,*,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2011,2011-10-16,6,24.347,CHI,,MIN,W 39-10,,4,2,41,20.50,0,50.0%,10.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2011,2011-10-23,7,24.354,CHI,@,TAM,W 24-18,*,6,3,53,17.67,0,50.0%,8.83,0,0,,0,1,29,29.00,0,0,0,,0,0,0,0.0,0,0
39,2011,2011-11-07,8,25.004,CHI,@,PHI,W 30-24,*,1,1,14,14.00,0,100.0%,14.00,0,0,,0,2,21,10.50,0,0,0,,0,0,0,0.0,0,0
40,2011,2011-11-13,9,25.010,CHI,,DET,W 37-13,*,2,1,18,18.00,0,50.0%,9.00,0,0,,0,1,15,15.00,0,0,0,,0,0,0,0.0,0,0
41,2011,2011-11-20,10,25.017,CHI,,SDG,W 31-20,*,5,3,97,32.33,1,60.0%,19.40,0,0,,0,2,74,37.00,0,0,0,,0,1,6,0.0,0,0
42,2011,2011-11-27,11,25.024,CHI,@,OAK,L 20-25,,10,4,145,36.25,1,40.0%,14.50,0,0,,0,4,133,33.25,0,0,0,,0,1,6,0.0,0,0
43,2011,2011-12-04,12,25.031,CHI,,KAN,L 3-10,*,8,5,53,10.60,0,62.5%,6.63,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
44,2011,2011-12-11,13,25.038,CHI,@,DEN,L 10-13,*,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
45,2011,2011-12-18,14,25.045,CHI,,SEA,L 14-38,*,3,1,15,15.00,0,33.3%,5.00,0,0,,0,1,23,23.00,0,0,0,,0,0,0,0.0,0,0
