ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1971,1971-09-19,1,21.240,SDG,,KAN,W 21-14,,,,,,,
2,1971,1971-09-26,2,21.247,SDG,,OAK,L 0-34,,,,,,,
3,1971,1971-10-03,3,21.254,SDG,@,PIT,L 17-21,,,,,,,
4,1971,1971-10-10,4,21.261,SDG,@,KAN,L 10-31,1,9,9.00,0,0,0,0
5,1971,1971-10-17,5,21.268,SDG,@,DEN,L 16-20,2,54,27.00,0,0,0,0
6,1971,1971-10-23,6,21.274,SDG,,BUF,W 20-3,1,29,29.00,0,1,0,0
7,1971,1971-10-31,7,21.282,SDG,,NYJ,W 49-21,1,22,22.00,0,0,0,0
8,1971,1971-11-07,8,21.289,SDG,@,NYG,L 17-35,2,48,24.00,0,0,0,0
9,1971,1971-11-15,9,21.297,SDG,,STL,W 20-17,0,0,,0,2,44,0
10,1971,1971-11-21,10,21.303,SDG,@,OAK,L 33-34,1,10,10.00,0,0,0,0
11,1971,1971-11-28,11,21.310,SDG,@,CIN,L 0-31,,,,,,,
12,1971,1971-12-05,12,21.317,SDG,,MIN,W 30-14,0,0,,0,2,4,0
13,1971,1971-12-12,13,21.324,SDG,,DEN,W 45-17,,,,,,,
14,1971,1971-12-19,14,21.331,SDG,@,HOU,L 33-49,0,0,,0,1,0,0
15,1972,1972-09-17,1,22.239,SDG,@,SFO,L 3-34,,,,,,,
16,1972,1972-09-24,2,22.246,SDG,,DEN,W 37-14,0,0,,0,1,2,0
17,1972,1972-10-01,3,22.253,SDG,@,OAK,T 17-17,0,0,,0,1,22,0
18,1972,1972-10-08,4,22.260,SDG,@,BAL,W 23-20,,,,,,,
19,1972,1972-10-15,5,22.267,SDG,@,MIA,L 10-24,,,,,,,
20,1972,1972-10-22,6,22.274,SDG,@,DET,L 20-34,0,0,,0,1,25,0
21,1972,1972-10-29,7,22.281,SDG,,KAN,L 14-26,,,,,,,
22,1972,1972-11-05,8,22.288,SDG,,DAL,L 28-34,,,,,,,
23,1972,1972-11-13,9,22.296,SDG,,CLE,L 17-21,,,,,,,
24,1972,1972-11-19,10,22.302,SDG,@,KAN,W 27-17,0,0,,0,1,31,0
25,1972,1972-11-26,11,22.309,SDG,,HOU,W 34-20,0,0,,0,1,1,0
26,1972,1972-12-03,12,22.316,SDG,,OAK,L 19-21,0,0,,0,1,14,0
27,1972,1972-12-10,13,22.323,SDG,@,DEN,L 13-38,0,0,,0,1,16,0
28,1972,1972-12-17,14,22.330,SDG,,PIT,L 2-24,,,,,,,
29,1973,1973-09-16,1,23.237,SDG,@,WAS,L 0-38,,,,,,,
30,1973,1973-09-23,2,23.244,SDG,,BUF,W 34-7,,,,,,,
31,1973,1973-09-30,3,23.251,SDG,,CIN,L 13-20,,,,,,,
32,1973,1973-10-07,4,23.258,SDG,@,PIT,L 21-38,,,,,,,
33,1973,1973-10-21,6,23.272,SDG,,ATL,L 0-41,,,,,,,
34,1973,1973-10-28,7,23.279,SDG,@,CLE,T 16-16,0,0,,0,1,20,0
35,1973,1973-11-04,8,23.286,SDG,,KAN,L 0-19,,,,,,,
36,1973,1973-11-11,9,23.293,SDG,@,DEN,L 19-30,,,,,,,
37,1973,1973-11-18,10,23.300,SDG,,NOR,W 17-14,,,,,,,
38,1973,1973-11-25,11,23.307,SDG,@,OAK,L 3-31,,,,,,,
39,1973,1973-12-02,12,23.314,SDG,@,NWE,L 14-30,,,,,,,
40,1973,1973-12-09,13,23.321,SDG,,DEN,L 28-42,,,,,,,
41,1973,1973-12-16,14,23.328,SDG,@,KAN,L 6-33,,,,,,,
42,1974,1974-11-17,10,24.299,WAS,,DAL,W 28-21,,,,,,,
43,1974,1974-11-24,11,24.306,WAS,,PHI,W 26-7,,,,,,,
44,1974,1974-12-15,14,24.327,WAS,,CHI,W 42-0,0,0,,0,1,0,0
45,1975,1975-09-21,1,25.242,WAS,,NOR,W 41-3,,,,,,,
46,1975,1975-09-28,2,25.249,WAS,,NYG,W 49-13,,,,,,,
47,1975,1975-10-05,3,25.256,WAS,@,PHI,L 10-26,,,,,,,
48,1975,1975-10-13,4,25.264,WAS,,STL,W 27-17,,,,,,,
49,1975,1975-10-19,5,25.270,WAS,@,HOU,L 10-13,,,,,,,
50,1975,1975-10-26,6,25.277,WAS,@,CLE,W 23-7,,,,,,,
51,1975,1975-11-02,7,25.284,WAS,,DAL,W 30-24,,,,,,,
52,1975,1975-11-09,8,25.291,WAS,@,NYG,W 21-13,,,,,,,
53,1975,1975-11-16,9,25.298,WAS,@,STL,L 17-20,,,,,,,
54,1975,1975-11-23,10,25.305,WAS,,OAK,L 23-26,0,0,,0,1,17,0
55,1975,1975-11-30,11,25.312,WAS,,MIN,W 31-30,,,,,,,
56,1975,1975-12-07,12,25.319,WAS,@,ATL,W 30-27,,,,,,,
57,1975,1975-12-13,13,25.325,WAS,@,DAL,L 10-31,,,,,,,
58,1975,1975-12-21,14,25.333,WAS,,PHI,L 3-26,,,,,,,
59,1976,1976-09-13,1,26.235,MIA,@,BUF,W 30-21,,,,,,,
60,1976,1976-09-19,2,26.241,MIA,@,NWE,L 14-30,,,,,,,
61,1976,1976-09-26,3,26.248,MIA,,NYJ,W 16-0,,,,,,,
62,1976,1976-10-03,4,26.255,MIA,,RAM,L 28-31,,,,,,,
63,1976,1976-10-10,5,26.262,MIA,@,BAL,L 14-28,,,,,,,
64,1976,1976-10-17,6,26.269,MIA,,KAN,L 17-20,,,,,,,
65,1976,1976-10-24,7,26.276,MIA,@,TAM,W 23-20,,,,,,,
66,1976,1976-10-31,8,26.283,MIA,,NWE,W 10-3,,,,,,,
67,1976,1976-11-07,9,26.290,MIA,@,NYJ,W 27-7,0,0,,0,1,0,0
68,1976,1976-11-14,10,26.297,MIA,@,PIT,L 3-14,,,,,,,
69,1976,1976-11-22,11,26.305,MIA,,BAL,L 16-17,,,,,,,
70,1976,1976-11-28,12,26.311,MIA,@,CLE,L 13-17,,,,,,,
71,1976,1976-12-12,14,26.325,BAL,,BUF,W 58-20,,,,,,,
