ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1971,1971-09-19,1,22.091,RAM,@,NOR,L 20-24,,,,,,,,,,,,,
2,1971,1971-09-26,2,22.098,RAM,,ATL,T 20-20,,,,,,,,,,,,,
3,1971,1971-10-03,3,22.105,RAM,,CHI,W 17-3,0,0,,0,0,0,,0,0,0,1,0,0
4,1971,1971-10-10,4,22.112,RAM,@,SFO,W 20-13,,,,,,,,,,,,,
5,1971,1971-10-17,5,22.119,RAM,@,ATL,W 24-16,,,,,,,,,,,,,
6,1971,1971-10-24,6,22.126,RAM,,GNB,W 30-13,0,0,,0,0,0,,0,0,0,1,32,0
7,1971,1971-10-31,7,22.133,RAM,,MIA,L 14-20,,,,,,,,,,,,,
8,1971,1971-11-08,8,22.141,RAM,@,BAL,L 17-24,,,,,,,,,,,,,
9,1971,1971-11-14,9,22.147,RAM,@,DET,W 21-13,,,,,,,,,,,,,
10,1971,1971-11-21,10,22.154,RAM,,SFO,W 17-6,,,,,,,,,,,,,
11,1971,1971-11-25,11,22.158,RAM,@,DAL,L 21-28,,,,,,,,,,,,,
12,1971,1971-12-05,12,22.168,RAM,,NOR,W 45-28,,,,,,,,,,,,,
13,1971,1971-12-13,13,22.176,RAM,,WAS,L 24-38,,,,,,,,,,,,,
14,1971,1971-12-19,14,22.182,RAM,@,PIT,W 23-14,,,,,,,,,,,,,
15,1972,1972-09-17,1,23.089,RAM,,NOR,W 34-14,,,,,,,,,,,,,
16,1972,1972-09-24,2,23.096,RAM,@,CHI,T 13-13,0,0,,0,0,0,,0,0,0,1,15,0
17,1972,1972-10-01,3,23.103,RAM,@,ATL,L 3-31,,,,,,,,,,,,,
18,1972,1972-10-08,4,23.110,RAM,,SFO,W 31-7,0,0,,0,0,0,,0,0,0,2,14,0
