ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-09-09,1,23.177,DET,,TAM,L 21-38,,,,,,,,,
2,1990,1990-09-16,2,23.184,DET,,ATL,W 21-14,,,,,,,,,
3,1990,1990-09-23,3,23.191,DET,@,TAM,L 20-23,,,,,,,,,
4,1990,1990-09-30,4,23.198,DET,,GNB,L 21-24,,,,,,,,,
5,1990,1990-10-07,5,23.205,DET,@,MIN,W 34-27,,,,,,,,,
6,1990,1990-10-14,6,23.212,DET,@,KAN,L 24-43,,,,,,,,,
7,1990,1990-10-28,7,23.226,DET,@,NOR,W 27-10,,0,0,,0,1.0,0,0,0
8,1990,1990-11-04,8,23.233,DET,,WAS,L 38-41,,0,0,,0,1.0,0,0,0
9,1990,1990-11-11,9,23.240,DET,,MIN,L 7-17,,,,,,,,,
10,1990,1990-11-18,10,23.247,DET,@,NYG,L 0-20,,,,,,,,,
11,1990,1990-11-22,11,23.251,DET,,DEN,W 40-27,,,,,,,,,
12,1990,1990-12-02,12,23.261,DET,@,CHI,L 17-23,,0,0,,0,1.0,0,0,0
13,1990,1990-12-10,13,23.269,DET,,RAI,L 31-38,,,,,,,,,
14,1990,1990-12-16,14,23.275,DET,,CHI,W 38-21,,,,,,,,,
15,1990,1990-12-22,15,23.281,DET,@,GNB,W 24-17,,,,,,,,,
16,1990,1990-12-30,16,23.289,DET,@,SEA,L 10-30,,,,,,,,,
17,1991,1991-09-01,1,24.169,DET,@,WAS,L 0-45,,,,,,,,,
18,1991,1991-09-08,2,24.176,DET,,GNB,W 23-14,,0,0,,0,1.0,0,0,0
19,1991,1991-09-15,3,24.183,DET,,MIA,W 17-13,,,,,,,,,
20,1991,1991-09-22,4,24.190,DET,@,IND,W 33-24,,,,,,,,,
21,1991,1991-09-29,5,24.197,DET,,TAM,W 31-3,,,,,,,,,
22,1991,1991-10-06,6,24.204,DET,,MIN,W 24-20,,,,,,,,,
23,1991,1991-10-20,7,24.218,DET,@,SFO,L 3-35,,,,,,,,,
24,1991,1991-10-27,8,24.225,DET,,DAL,W 34-10,,,,,,,,,
25,1991,1991-11-03,9,24.232,DET,@,CHI,L 10-20,,0,0,,0,1.0,0,0,0
26,1991,1991-11-10,10,24.239,DET,@,TAM,L 21-30,,,,,,,,,
27,1991,1991-11-17,11,24.246,DET,,RAM,W 21-10,,,,,,,,,
28,1991,1991-11-24,12,24.253,DET,@,MIN,W 34-14,,0,0,,0,1.0,0,0,0
29,1991,1991-11-28,13,24.257,DET,,CHI,W 16-6,,,,,,,,,
30,1991,1991-12-08,14,24.267,DET,,NYJ,W 34-20,,0,0,,0,1.0,0,0,0
31,1991,1991-12-15,15,24.274,DET,@,GNB,W 21-17,,,,,,,,,
32,1991,1991-12-22,16,24.281,DET,@,BUF,W 17-14,,0,0,,0,1.5,0,0,0
33,1992,1992-09-06,1,25.174,DET,@,CHI,L 24-27,,,,,,,,,
34,1992,1992-09-13,2,25.181,DET,,MIN,W 31-17,,,,,,,,,
35,1992,1992-09-20,3,25.188,DET,@,WAS,L 10-13,,,,,,,,,
36,1992,1992-09-27,4,25.195,DET,,TAM,L 23-27,,,,,,,,,
37,1992,1992-10-04,5,25.202,DET,,NOR,L 7-13,,,,,,,,,
38,1992,1992-10-15,6,25.213,DET,@,MIN,L 14-31,,,,,,,,,
39,1992,1992-10-25,7,25.223,DET,@,TAM,W 38-7,,,,,,,,,
40,1992,1992-11-01,8,25.230,DET,,GNB,L 13-27,,,,,,,,,
41,1992,1992-11-08,9,25.237,DET,,DAL,L 3-37,,,,,,,,,
42,1992,1992-11-15,10,25.244,DET,@,PIT,L 14-17,,,,,,,,,
43,1992,1992-11-22,11,25.251,DET,@,CIN,W 19-13,,,,,,,,,
44,1992,1992-11-26,12,25.255,DET,,HOU,L 21-24,,,,,,,,,
45,1992,1992-12-06,13,25.265,DET,@,GNB,L 10-38,,,,,,,,,
46,1992,1992-12-13,14,25.272,DET,,CLE,W 24-14,,0,0,,0,1.0,0,0,0
47,1992,1992-12-20,15,25.279,DET,,CHI,W 16-3,,0,0,,0,1.0,0,0,0
48,1992,1992-12-28,16,25.287,DET,@,SFO,L 6-24,,,,,,,,,
49,1993,1993-09-05,1,26.173,DET,,ATL,W 30-13,,0,0,,0,2.0,0,0,0
50,1993,1993-09-12,2,26.180,DET,@,NWE,W 19-16,,,,,,,,,
51,1993,1993-09-19,3,26.187,DET,@,NOR,L 3-14,,,,,,,,,
52,1993,1993-09-26,4,26.194,DET,,PHO,W 26-20,,,,,,,,,
53,1993,1993-10-03,5,26.201,DET,@,TAM,L 10-27,,,,,,,,,
54,1993,1993-10-17,6,26.215,DET,,SEA,W 30-10,,,,,,,,,
55,1993,1993-10-24,7,26.222,DET,@,RAM,W 16-13,,,,,,,,,
56,1993,1993-10-31,8,26.229,DET,@,MIN,W 30-27,,,,,,,,,
57,1993,1993-11-07,9,26.236,DET,,TAM,W 23-0,,,,,,,,,
58,1993,1993-11-21,10,26.250,DET,@,GNB,L 17-26,,,,,,,,,
59,1993,1993-11-25,11,26.254,DET,,CHI,L 6-10,,0,0,,0,1.0,1,1,0
60,1993,1993-12-12,13,26.271,DET,@,PHO,W 21-14,,,,,,,,,
61,1993,1993-12-19,14,26.278,DET,,SFO,L 17-55,,,,,,,,,
62,1993,1993-12-26,15,26.285,DET,@,CHI,W 20-14,,,,,,,,,
63,1993,1994-01-02,16,26.292,DET,,GNB,W 30-20,,,,,,,,,
64,1994,1994-09-04,1,27.172,DET,,ATL,W 31-28,,,,,,,,,
65,1994,1994-09-11,2,27.179,DET,@,MIN,L 3-10,,,,,,,,,
66,1994,1994-09-19,3,27.187,DET,@,DAL,W 20-17,,,,,,,,,
67,1994,1994-09-25,4,27.193,DET,,NWE,L 17-23,,,,,,,,,
68,1994,1994-10-02,5,27.200,DET,@,TAM,L 14-24,,,,,,,,,
69,1994,1994-10-09,6,27.207,DET,,SFO,L 21-27,,,,,,,,,
70,1994,1994-10-23,7,27.221,DET,,CHI,W 21-16,,0,0,,0,1.0,0,0,0
71,1994,1994-10-30,8,27.228,DET,@,NYG,W 28-25,,,,,,,,,
72,1994,1994-11-06,9,27.235,DET,@,GNB,L 30-38,,,,,,,,,
73,1994,1994-11-13,10,27.242,DET,,TAM,W 14-9,,0,0,,0,1.0,0,0,0
