ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2012,2012-09-09,1,23.339,JAX,@,MIN,L 23-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,214,53.50,0
2,2012,2012-09-16,2,23.346,JAX,,HOU,L 7-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,470,52.22,0
3,2012,2012-09-23,3,23.353,JAX,@,IND,W 22-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,321,53.50,0
4,2012,2012-09-30,4,23.360,JAX,,CIN,L 10-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,295,49.17,0
5,2012,2012-10-07,5,24.001,JAX,,CHI,L 3-41,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,291,48.50,0
6,2012,2012-10-21,6,24.015,JAX,@,OAK,L 23-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,379,42.11,0
7,2012,2012-10-28,7,24.022,JAX,@,GNB,L 15-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,203,40.60,1
8,2012,2012-11-04,8,24.029,JAX,,DET,L 14-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,202,50.50,0
9,2012,2012-11-08,9,24.033,JAX,,IND,L 10-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,236,47.20,0
10,2012,2012-11-18,10,24.043,JAX,@,HOU,L 37-43,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,242,48.40,0
