ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1985,1985-09-08,1,23.248,NYJ,@,RAI,L 0-31,3,47,15.67,0,0,0,0.0,0,0,0
2,1985,1985-09-15,2,23.255,NYJ,,BUF,W 42-3,0,0,,0,1,6,0.0,1,15,1
3,1985,1985-09-22,3,23.262,NYJ,@,GNB,W 24-3,0,0,,0,,,,,,
4,1985,1985-09-29,4,23.269,NYJ,,IND,W 25-20,0,0,,0,,,,,,
5,1985,1985-10-06,5,23.276,NYJ,@,CIN,W 29-20,0,0,,0,,,,,,
6,1985,1985-10-14,6,23.284,NYJ,,MIA,W 23-7,0,0,,0,,,,,,
7,1985,1985-10-20,7,23.290,NYJ,@,NWE,L 13-20,0,0,,0,,,,,,
8,1985,1985-10-27,8,23.297,NYJ,,SEA,W 17-14,0,0,,0,,,,,,
9,1985,1985-11-03,9,23.304,NYJ,@,IND,W 35-17,0,0,,0,0,0,0.0,1,0,0
10,1985,1985-11-10,10,23.311,NYJ,@,MIA,L 17-21,0,0,,0,,,,,,
11,1985,1985-11-17,11,23.318,NYJ,,TAM,W 62-28,2,24,12.00,0,0,0,0.0,0,0,0
12,1985,1985-11-24,12,23.325,NYJ,,NWE,W 16-13,0,0,,0,,,,,,
13,1985,1985-11-28,13,23.329,NYJ,@,DET,L 20-31,0,0,,0,,,,,,
14,1985,1985-12-08,14,23.339,NYJ,@,BUF,W 27-7,0,0,,0,0,0,0.0,1,0,0
15,1985,1985-12-14,15,23.345,NYJ,,CHI,L 6-19,0,0,,0,0,0,0.0,1,0,0
16,1985,1985-12-22,16,23.353,NYJ,,CLE,W 37-10,0,0,,0,,,,,,
17,1986,1986-09-07,1,24.247,NYJ,@,BUF,W 28-24,,,,,,,,,,
18,1987,1987-09-13,1,25.253,NYJ,@,BUF,W 31-28,,,,,,,,,,
19,1987,1987-09-21,2,25.261,NYJ,,NWE,W 43-24,,,,,,,,,,
20,1987,1987-10-25,6,25.295,NYJ,@,WAS,L 16-17,,,,,,,,,,
21,1987,1987-11-01,7,25.302,NYJ,,IND,L 14-19,,,,,,,,,,
22,1987,1987-11-09,8,25.310,NYJ,,SEA,W 30-14,,,,,,,,,,
23,1987,1987-11-15,9,25.316,NYJ,@,KAN,W 16-9,,,,,,,,,,
24,1987,1987-11-22,10,25.323,NYJ,,BUF,L 14-17,,,,,,,,,,
25,1987,1987-11-29,11,25.330,NYJ,,CIN,W 27-20,0,0,,0,0,0,0.5,0,0,0
26,1989,1989-09-24,3,27.264,NYJ,@,MIA,W 40-33,,,,,,,,,,
27,1989,1989-10-01,4,27.271,NYJ,,IND,L 10-17,,,,,,,,,,
28,1989,1989-10-09,5,27.279,NYJ,,RAI,L 7-14,,,,,,,,,,
29,1989,1989-10-15,6,27.285,NYJ,@,NOR,L 14-29,,,,,,,,,,
30,1989,1989-10-22,7,27.292,NYJ,@,BUF,L 3-34,,,,,,,,,,
31,1989,1989-10-29,8,27.299,NYJ,,SFO,L 10-23,,,,,,,,,,
32,1989,1989-11-05,9,27.306,NYJ,@,NWE,W 27-26,,,,,,,,,,
33,1989,1989-11-12,10,27.313,NYJ,,MIA,L 23-31,0,0,,0,0,0,0.0,1,0,0
34,1989,1989-11-19,11,27.320,NYJ,@,IND,L 10-27,,,,,,,,,,
35,1989,1989-11-26,12,27.327,NYJ,,ATL,W 27-7,,,,,,,,,,
36,1989,1989-12-03,13,27.334,NYJ,@,SDG,W 20-17,0,0,,0,0,0,0.5,0,0,0
37,1989,1989-12-10,14,27.341,NYJ,,PIT,L 0-13,,,,,,,,,,
38,1989,1989-12-17,15,27.348,NYJ,@,RAM,L 14-38,,,,,,,,,,
39,1989,1989-12-23,16,27.354,NYJ,,BUF,L 0-37,,,,,,,,,,
40,1990,1990-09-09,1,28.249,MIA,@,NWE,W 27-24,,,,,,,,,,
41,1990,1990-09-16,2,28.256,MIA,,BUF,W 30-7,,,,,,,,,,
42,1990,1990-09-23,3,28.263,MIA,@,NYG,L 3-20,0,0,,0,0,0,1.0,0,0,0
43,1990,1990-09-30,4,28.270,MIA,@,PIT,W 28-6,,,,,,,,,,
44,1990,1990-10-07,5,28.277,MIA,,NYJ,W 20-16,,,,,,,,,,
45,1990,1990-10-18,6,28.288,MIA,,NWE,W 17-10,,,,,,,,,,
46,1990,1990-10-28,7,28.298,MIA,@,IND,W 27-7,,,,,,,,,,
47,1990,1990-11-04,8,28.305,MIA,,PHO,W 23-3,,,,,,,,,,
48,1990,1990-11-11,9,28.312,MIA,@,NYJ,W 17-3,,,,,,,,,,
49,1990,1990-11-19,10,28.320,MIA,,RAI,L 10-13,,,,,,,,,,
50,1990,1990-11-25,11,28.326,MIA,@,CLE,W 30-13,0,0,,0,1,6,0.0,1,31,1
51,1990,1990-12-02,12,28.333,MIA,@,WAS,L 20-42,,,,,,,,,,
52,1990,1990-12-09,13,28.340,MIA,,PHI,W 23-20,,,,,,,,,,
53,1990,1990-12-16,14,28.347,MIA,,SEA,W 24-17,0,0,,0,0,0,0.0,1,0,0
54,1990,1990-12-23,15,28.354,MIA,@,BUF,L 14-24,,,,,,,,,,
55,1990,1990-12-30,16,28.361,MIA,,IND,W 23-17,,,,,,,,,,
56,1991,1991-09-01,1,29.241,MIA,@,BUF,L 31-35,,,,,,,,,,
57,1991,1991-09-08,2,29.248,MIA,,IND,W 17-6,,,,,,,,,,
58,1991,1991-09-15,3,29.255,MIA,@,DET,L 13-17,,,,,,,,,,
