ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2001,2001-09-09,1,24.278,TAM,@,DAL,W 10-6,
2,2001,2001-09-30,2,24.299,TAM,@,MIN,L 16-20,
3,2001,2001-10-07,3,24.306,TAM,,GNB,W 14-10,
4,2001,2001-10-14,4,24.313,TAM,@,TEN,L 28-31,
5,2001,2001-10-21,5,24.320,TAM,,PIT,L 10-17,
6,2001,2001-10-28,6,24.327,TAM,,MIN,W 41-14,
7,2001,2001-11-04,7,24.334,TAM,@,GNB,L 20-21,
8,2001,2001-11-11,8,24.341,TAM,@,DET,W 20-17,
9,2001,2001-11-18,9,24.348,TAM,,CHI,L 24-27,
10,2001,2001-11-26,10,24.356,TAM,@,STL,W 24-17,
11,2001,2001-12-02,11,24.362,TAM,@,CIN,W 16-13,
12,2001,2001-12-09,12,25.004,TAM,,DET,W 15-12,
13,2001,2001-12-16,13,25.011,TAM,@,CHI,L 3-27,
14,2001,2001-12-23,14,25.018,TAM,,NOR,W 48-21,
15,2001,2001-12-29,15,25.024,TAM,,BAL,W 22-10,
16,2001,2002-01-06,16,25.032,TAM,,PHI,L 13-17,
17,2002,2002-09-08,1,25.277,HOU,,DAL,W 19-10,
18,2002,2002-09-15,2,25.284,HOU,@,SDG,L 3-24,
19,2002,2002-09-22,3,25.291,HOU,,IND,L 3-23,
20,2002,2002-09-29,4,25.298,HOU,@,PHI,L 17-35,
21,2002,2002-10-13,5,25.312,HOU,,BUF,L 24-31,
22,2002,2002-10-20,6,25.319,HOU,@,CLE,L 17-34,
23,2002,2002-10-27,7,25.326,HOU,@,JAX,W 21-19,
24,2002,2002-11-03,8,25.333,HOU,,CIN,L 3-38,
25,2002,2002-11-10,9,25.340,HOU,@,TEN,L 10-17,
26,2002,2002-11-17,10,25.347,HOU,,JAX,L 21-24,
27,2002,2002-11-24,11,25.354,HOU,,NYG,W 16-14,
28,2002,2002-12-01,12,25.361,HOU,@,IND,L 3-19,
29,2002,2002-12-08,13,26.003,HOU,@,PIT,W 24-6,
30,2002,2002-12-15,14,26.010,HOU,,BAL,L 19-23,
31,2002,2002-12-22,15,26.017,HOU,@,WAS,L 10-26,
32,2002,2002-12-29,16,26.024,HOU,,TEN,L 3-13,
33,2003,2003-09-07,1,26.276,MIA,,HOU,L 20-21,
34,2003,2003-09-14,2,26.283,MIA,@,NYJ,W 21-10,
35,2003,2003-09-21,3,26.290,MIA,,BUF,W 17-7,
36,2003,2003-10-05,4,26.304,MIA,@,NYG,W 23-10,
37,2003,2003-10-12,5,26.311,MIA,@,JAX,W 24-10,
38,2003,2003-12-14,14,27.009,NWE,,JAX,W 27-13,
