ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1987,1987-10-26,6,21.310,MIN,,DEN,W 34-27,,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,
2,1987,1987-11-15,9,21.330,MIN,,TAM,W 23-17,,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,
3,1987,1987-11-22,10,21.337,MIN,,ATL,W 24-13,,2,6,33.33,18,0,1,2.8,0,0,3.00,-4.50,0,0,,0,,0,0,,0,,,0,0
4,1987,1987-12-20,14,22.000,MIN,@,DET,W 17-14,,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,
5,1988,1988-10-02,5,22.287,MIN,@,MIA,L 7-24,,7,15,46.67,90,0,0,66.0,2,15,6.00,6.00,2,15,7.50,0,,0,0,,0,,,0,0
6,1988,1988-10-23,8,22.308,MIN,@,TAM,W 49-20,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,,0,0,,0,,,0,0
7,1988,1988-11-06,10,22.322,MIN,,DET,W 44-17,,0,0,,0,0,0,,0,,,,1,15,15.00,0,,0,0,,0,,,0,0
8,1990,1990-09-16,2,24.270,MIN,,NOR,W 32-3,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,,0,,,0,0
9,1990,1990-09-30,4,24.284,MIN,,TAM,L 20-23,*,19,36,52.78,253,2,2,70.7,2,9,7.03,5.64,9,65,7.22,0,,0,0,,0,,,0,0
10,1990,1990-10-07,5,24.291,MIN,,DET,L 27-34,*,23,35,65.71,227,2,1,91.0,5,28,6.49,6.34,4,34,8.50,0,,0,0,,0,,,0,0
11,1990,1990-10-15,6,24.299,MIN,@,PHI,L 24-32,*,18,35,51.43,270,2,2,72.3,5,31,7.71,6.29,5,18,3.60,0,,0,0,,0,,,0,0
12,1990,1990-10-28,7,24.312,MIN,@,GNB,L 10-24,*,19,41,46.34,230,1,5,32.6,1,11,5.61,0.61,3,25,8.33,0,,0,0,,0,,,0,0
