ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1980,1980-11-09,10,23.245,KAN,@,SEA,W 31-30,,,
2,1980,1980-11-16,11,23.252,KAN,@,SDG,L 7-20,,,
3,1980,1980-11-23,12,23.259,KAN,@,STL,W 21-13,,,
4,1980,1980-11-30,13,23.266,KAN,,CIN,L 6-20,,,
5,1980,1980-12-07,14,23.273,KAN,,DEN,W 31-14,,,
6,1980,1980-12-14,15,23.280,KAN,@,PIT,L 16-21,,,
7,1980,1980-12-21,16,23.287,KAN,@,BAL,W 38-28,,,
8,1986,1986-09-07,1,29.182,MIA,@,SDG,L 28-50,,,
9,1986,1986-10-12,6,29.217,MIA,,BUF,W 27-14,1,27,0
10,1986,1986-10-19,7,29.224,MIA,,RAI,L 28-30,,,
11,1986,1986-10-26,8,29.231,MIA,@,IND,W 17-13,,,
12,1986,1986-11-02,9,29.238,MIA,,HOU,W 28-7,1,36,0
13,1986,1986-11-10,10,29.246,MIA,@,CLE,L 16-26,,,
14,1986,1986-11-16,11,29.252,MIA,@,BUF,W 34-24,,,
15,1986,1986-11-24,12,29.260,MIA,,NYJ,W 45-3,,,
16,1986,1986-11-30,13,29.266,MIA,,ATL,L 14-20,,,
17,1986,1986-12-07,14,29.273,MIA,@,NOR,W 31-27,,,
18,1986,1986-12-14,15,29.280,MIA,@,RAM,W 37-31,,,
19,1986,1986-12-22,16,29.288,MIA,,NWE,L 27-34,,,
20,1987,1987-09-13,1,30.188,MIA,@,NWE,L 21-28,,,
21,1987,1987-09-20,2,30.195,MIA,@,IND,W 23-10,,,
22,1987,1987-10-25,6,30.230,MIA,,BUF,L 31-34,,,
23,1987,1987-11-01,7,30.237,MIA,,PIT,W 35-24,,,
24,1987,1987-11-08,8,30.244,MIA,@,CIN,W 20-14,,,
25,1987,1987-11-15,9,30.251,MIA,,IND,L 21-40,,,
26,1987,1987-11-22,10,30.258,MIA,@,DAL,W 20-14,,,
27,1987,1987-11-29,11,30.265,MIA,@,BUF,L 0-27,,,
28,1987,1987-12-07,12,30.273,MIA,,NYJ,W 37-28,,,
29,1987,1987-12-13,13,30.279,MIA,@,PHI,W 28-10,,,
30,1987,1987-12-20,14,30.286,MIA,,WAS,W 23-21,,,
31,1987,1987-12-28,15,30.294,MIA,,NWE,L 10-24,,,
