ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1975,1975-09-21,1,22.039,HOU,@,NWE,W 7-0,18,96,5.33,0,0,0,,0,0,0,,0,0,0
2,1975,1975-09-28,2,22.046,HOU,,SDG,W 33-17,27,107,3.96,1,0,0,,0,0,0,,0,1,6
3,1975,1975-10-05,3,22.053,HOU,,CIN,L 19-21,16,33,2.06,0,2,1,0.50,0,0,0,,0,0,0
4,1975,1975-10-12,4,22.060,HOU,@,CLE,W 40-10,9,57,6.33,0,0,0,,0,0,0,,0,0,0
5,1975,1975-10-19,5,22.067,HOU,,WAS,W 13-10,23,66,2.87,2,1,1,1.00,0,0,0,,0,2,12
6,1975,1975-10-26,6,22.074,HOU,,DET,W 24-8,6,15,2.50,0,0,0,,0,0,0,,0,0,0
7,1975,1975-11-02,7,22.081,HOU,@,KAN,W 17-13,12,62,5.17,0,0,0,,0,0,0,,0,0,0
8,1975,1975-11-09,8,22.088,HOU,@,PIT,L 17-24,2,6,3.00,0,1,3,3.00,0,0,0,,0,0,0
9,1975,1975-11-16,9,22.095,HOU,,MIA,W 20-19,7,60,8.57,0,0,0,,0,0,0,,0,0,0
10,1975,1975-11-24,10,22.103,HOU,,PIT,L 9-32,6,34,5.67,0,0,0,,0,0,0,,0,0,0
11,1975,1975-12-07,12,22.116,HOU,@,SFO,W 27-13,21,42,2.00,1,0,0,,0,0,0,,0,1,6
12,1975,1975-12-14,13,22.123,HOU,@,OAK,W 27-26,10,25,2.50,0,1,5,5.00,0,0,0,,0,0,0
13,1975,1975-12-21,14,22.130,HOU,,CLE,W 21-10,9,45,5.00,1,0,0,,0,0,0,,0,1,6
14,1976,1976-09-12,1,23.030,HOU,,TAM,W 20-0,3,3,1.00,0,1,-1,-1.00,0,1,40,40.00,0,0,0
