ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-24,2,22.329,PHI,@,CRD,W 45-7,15,68,4.53,0,0,0,,0
2,1950,1950-10-07,3,22.342,PHI,,RAM,W 56-20,15,98,6.53,0,0,0,,0
3,1950,1950-10-15,4,22.350,PHI,@,BAL,W 24-14,23,107,4.65,1,1,29,29.00,0
4,1950,1950-10-22,5,22.357,PHI,@,PIT,W 17-10,3,14,4.67,0,0,0,,0
5,1950,1950-10-29,6,22.364,PHI,,WAS,W 35-3,2,7,3.50,0,1,18,18.00,1
6,1950,1950-11-12,8,23.013,PHI,@,WAS,W 33-0,4,15,3.75,0,1,19,19.00,1
7,1950,1950-11-19,9,23.020,PHI,,CRD,L 10-14,1,2,2.00,0,0,0,,0
8,1950,1950-11-26,10,23.027,PHI,@,NYG,L 3-7,1,1,1.00,0,0,0,,0
9,1950,1950-12-03,11,23.034,PHI,@,CLE,L 7-13,3,8,2.67,0,0,0,,0
10,1953,1953-09-27,1,25.332,PHI,@,SFO,L 21-31,5,23,4.60,0,0,0,,0
11,1953,1953-10-17,4,25.352,PHI,,PIT,W 23-7,8,11,1.38,0,0,0,,0
12,1953,1953-10-25,5,25.360,PHI,@,CRD,W 56-17,3,4,1.33,0,2,67,33.50,1
13,1953,1953-11-01,6,26.002,PHI,@,PIT,W 35-7,5,19,3.80,0,0,0,,0
14,1953,1953-11-08,7,26.009,PHI,,NYG,W 30-7,3,0,0.00,0,0,0,,0
15,1953,1953-11-15,8,26.016,PHI,,BAL,W 45-14,1,0,0.00,0,0,0,,0
16,1953,1953-11-21,9,26.022,PHI,,CRD,W 38-0,5,42,8.40,0,0,0,,0
17,1953,1953-12-06,11,26.037,PHI,@,WAS,L 0-10,6,7,1.17,0,0,0,,0
18,1953,1953-12-13,12,26.044,PHI,,CLE,W 42-27,5,14,2.80,1,1,14,14.00,1
19,1954,1954-09-26,1,26.331,PHI,,CLE,W 28-10,5,20,4.00,0,0,0,,0
20,1954,1954-10-03,2,26.338,PHI,@,CRD,W 35-16,2,-2,-1.00,0,1,9,9.00,0
21,1954,1954-10-17,4,26.352,PHI,@,WAS,W 49-21,8,48,6.00,0,1,9,9.00,1
22,1954,1954-10-23,5,26.358,PHI,@,PIT,L 7-17,5,13,2.60,0,2,24,12.00,0
23,1954,1954-10-30,6,27.000,PHI,,GNB,L 14-37,10,51,5.10,0,3,55,18.33,1
24,1954,1954-11-07,7,27.008,PHI,,CRD,W 30-14,21,69,3.29,1,2,50,25.00,1
25,1954,1954-11-14,8,27.015,PHI,@,NYG,L 14-27,10,13,1.30,0,4,49,12.25,0
26,1954,1954-11-21,9,27.022,PHI,@,CLE,L 0-6,16,22,1.38,0,2,-4,-2.00,0
27,1954,1954-11-28,10,27.029,PHI,,WAS,W 41-33,4,7,1.75,0,0,0,,0
28,1955,1955-10-09,3,27.344,PHI,@,CLE,L 17-21,1,3,3.00,0,0,0,,0
29,1955,1955-10-15,4,27.350,PHI,@,PIT,L 7-13,3,4,1.33,0,2,22,11.00,0
30,1955,1955-10-23,5,27.358,PHI,@,CRD,T 24-24,9,29,3.22,0,1,3,3.00,0
31,1955,1955-12-04,11,28.035,PHI,,CRD,W 27-3,4,5,1.25,0,0,0,,0
32,1955,1955-12-11,12,28.042,PHI,@,CHI,L 10-17,4,7,1.75,0,4,63,15.75,1
