ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1963,1963-12-15,14,22.364,MIN,@,PHI,W 34-13,0,0,,0,1,6,1,35,1
2,1964,1964-11-29,12,23.349,PHI,@,CLE,L 24-38,1,2,2.00,0,0,0,0,0,0
3,1965,1965-11-07,8,24.326,PHI,@,CLE,L 34-38,0,0,,0,0,0,1,6,0
4,1967,1967-10-08,4,26.296,PHI,@,ATL,W 38-7,0,0,,0,1,6,1,16,1
5,1970,1970-09-27,2,29.285,PHI,@,CHI,L 16-20,,,,,,,,,
6,1970,1970-10-11,4,29.299,PHI,@,NYG,L 23-30,,,,,,,,,
7,1970,1970-10-18,5,29.306,PHI,,STL,L 20-35,,,,,,,,,
8,1970,1970-10-25,6,29.313,PHI,@,GNB,L 17-30,,,,,,,,,
9,1970,1970-11-01,7,29.320,PHI,@,DAL,L 17-21,,,,,,,,,
10,1970,1970-11-08,8,29.327,PHI,,MIA,W 24-17,,,,,,,,,
11,1970,1970-11-15,9,29.334,PHI,,ATL,T 13-13,,,,,,,,,
12,1970,1970-11-23,10,29.342,PHI,,NYG,W 23-20,,,,,,,,,
13,1970,1970-11-29,11,29.348,PHI,@,STL,L 14-23,,,,,,,,,
14,1970,1970-12-06,12,29.355,PHI,@,BAL,L 10-29,,,,,,,,,
15,1970,1970-12-13,13,29.362,PHI,@,WAS,L 6-24,,,,,,,,,
16,1970,1970-12-20,14,30.004,PHI,,PIT,W 30-20,,,,,,,,,
17,1971,1971-09-19,1,30.277,PHI,@,CIN,L 14-37,,,,,,,,,
18,1971,1971-09-26,2,30.284,PHI,,DAL,L 7-42,,,,,,,,,
19,1971,1971-10-03,3,30.291,PHI,,SFO,L 3-31,,,,,,,,,
20,1971,1971-10-10,4,30.298,PHI,,MIN,L 0-13,,,,,,,,,
21,1971,1971-10-17,5,30.305,PHI,@,OAK,L 10-34,,,,,,,,,
22,1971,1971-10-24,6,30.312,PHI,,NYG,W 23-7,,,,,,,,,
23,1971,1971-10-31,7,30.319,PHI,,DEN,W 17-16,,,,,,,,,
24,1971,1971-11-07,8,30.326,PHI,@,WAS,T 7-7,0,0,,0,0,0,1,4,0
25,1971,1971-11-14,9,30.333,PHI,@,DAL,L 7-20,,,,,,,,,
26,1971,1971-11-21,10,30.340,PHI,@,STL,W 37-20,,,,,,,,,
27,1971,1971-11-28,11,30.347,PHI,,WAS,L 13-20,,,,,,,,,
28,1971,1971-12-05,12,30.354,PHI,@,DET,W 23-20,,,,,,,,,
29,1971,1971-12-12,13,30.361,PHI,,STL,W 19-7,,,,,,,,,
30,1971,1971-12-19,14,31.003,PHI,@,NYG,W 41-28,,,,,,,,,
31,1972,1972-09-17,1,31.276,PHI,@,DAL,L 6-28,,,,,,,,,
32,1972,1972-09-24,2,31.283,PHI,,CLE,L 17-27,,,,,,,,,
33,1972,1972-10-02,3,31.291,PHI,,NYG,L 12-27,,,,,,,,,
34,1972,1972-10-08,4,31.297,PHI,@,WAS,L 0-14,,,,,,,,,
35,1972,1972-10-15,5,31.304,PHI,,RAM,L 3-34,,,,,,,,,
36,1972,1972-10-22,6,31.311,PHI,@,KAN,W 21-20,,,,,,,,,
37,1972,1972-10-29,7,31.318,PHI,@,NOR,L 3-21,,,,,,,,,
38,1972,1972-11-05,8,31.325,PHI,,STL,T 6-6,,,,,,,,,
39,1972,1972-11-12,9,31.332,PHI,@,HOU,W 18-17,,,,,,,,,
40,1972,1972-11-19,10,31.339,PHI,,DAL,L 7-28,,,,,,,,,
41,1972,1972-11-26,11,31.346,PHI,@,NYG,L 10-62,,,,,,,,,
42,1972,1972-12-03,12,31.353,PHI,,WAS,L 7-23,,,,,,,,,
43,1972,1972-12-10,13,31.360,PHI,,CHI,L 12-21,,,,,,,,,
44,1972,1972-12-17,14,32.001,PHI,@,STL,L 23-24,,,,,,,,,
45,1973,1973-09-16,1,32.274,PHI,,STL,L 23-34,,,,,,,,,
46,1973,1973-12-09,13,32.358,PHI,,NYJ,W 24-23,,,,,,,,,
47,1973,1973-12-16,14,33.000,PHI,@,WAS,L 20-38,,,,,,,,,
48,1974,1974-09-15,1,33.273,CHI,,DET,W 17-9,,,,,,,,,
49,1974,1974-09-29,3,33.287,CHI,@,MIN,L 7-11,,,,,,,,,
50,1974,1974-10-06,4,33.294,CHI,,NOR,W 24-10,,,,,,,,,
51,1974,1974-11-03,8,33.322,CHI,,MIN,L 0-17,,,,,,,,,
52,1974,1974-11-10,9,33.329,CHI,@,GNB,L 3-20,,,,,,,,,
53,1974,1974-11-17,10,33.336,CHI,,SFO,L 0-34,,,,,,,,,
54,1974,1974-12-08,13,33.357,CHI,@,SDG,L 21-28,,,,,,,,,
55,1974,1974-12-15,14,33.364,CHI,@,WAS,L 0-42,,,,,,,,,
