ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2018,2018-09-09,1,21.361,BUF,@,BAL,L 3-47,,1,0,0.00,0,8,397,49.63,0
2,2018,2018-09-16,2,22.003,BUF,,LAC,L 20-31,,0,0,,0,5,223,44.60,0
3,2018,2018-09-23,3,22.010,BUF,@,MIN,W 27-6,,0,0,,0,6,259,43.17,0
