ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-09-09,1,23.027,MIN,,CAR,L 13-24,*,11,37,3.36,0,4,2,18,9.00,0,50.0%,4.50,0,0,0.0,,
2,2001,2001-09-23,2,23.041,MIN,@,CHI,L 10-17,*,16,56,3.50,0,5,5,27,5.40,0,100.0%,5.40,0,0,0.0,,
3,2001,2001-09-30,3,23.048,MIN,,TAM,W 20-16,*,13,51,3.92,0,6,6,26,4.33,0,100.0%,4.33,0,0,0.0,,
4,2001,2001-10-07,4,23.055,MIN,@,NOR,L 15-28,*,8,24,3.00,0,3,3,12,4.00,0,100.0%,4.00,0,0,0.0,,
5,2001,2001-10-14,5,23.062,MIN,,DET,W 31-26,*,13,46,3.54,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,,
6,2001,2001-11-19,9,23.098,MIN,,NYG,W 28-16,*,11,33,3.00,0,2,1,13,13.00,0,50.0%,6.50,0,0,0.0,,
7,2001,2001-11-25,10,23.104,MIN,,CHI,L 6-13,*,12,75,6.25,0,1,1,19,19.00,0,100.0%,19.00,0,0,0.0,,
8,2001,2001-12-02,11,23.111,MIN,@,PIT,L 16-21,*,13,34,2.62,0,2,2,80,40.00,1,100.0%,40.00,1,6,0.0,,
9,2001,2001-12-09,12,23.118,MIN,,TEN,W 42-24,*,16,113,7.06,2,1,1,-2,-2.00,0,100.0%,-2.00,2,12,0.0,,
10,2001,2001-12-16,13,23.125,MIN,@,DET,L 24-27,*,10,40,4.00,0,2,0,0,,0,0.0%,0.00,0,0,0.0,,
11,2001,2001-12-23,14,23.132,MIN,,JAX,L 3-33,*,11,17,1.55,0,5,3,9,3.00,0,60.0%,1.80,0,0,0.0,,
12,2001,2001-12-30,15,23.139,MIN,@,GNB,L 13-24,*,25,104,4.16,0,3,2,10,5.00,0,66.7%,3.33,0,0,0.0,,
13,2001,2002-01-07,16,23.147,MIN,@,BAL,L 3-19,*,13,52,4.00,0,3,2,10,5.00,0,66.7%,3.33,0,0,0.0,,
14,2002,2002-09-08,1,24.026,MIN,@,CHI,L 23-27,*,16,53,3.31,0,0,0,0,,0,0.0%,,0,0,0.0,,
15,2002,2002-09-15,2,24.033,MIN,,BUF,L 39-45,*,10,45,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
16,2002,2002-09-22,3,24.040,MIN,,CAR,L 14-21,*,9,23,2.56,1,3,3,33,11.00,0,100.0%,11.00,1,6,0.0,,
17,2002,2002-09-29,4,24.047,MIN,@,SEA,L 23-48,*,15,91,6.07,0,5,4,44,11.00,0,80.0%,8.80,0,0,0.0,,
18,2002,2002-10-13,5,24.061,MIN,,DET,W 31-24,*,16,68,4.25,0,4,4,70,17.50,1,100.0%,17.50,1,6,0.0,,
19,2002,2002-10-20,6,24.068,MIN,@,NYJ,L 7-20,*,12,56,4.67,0,0,0,0,,0,0.0%,,0,0,0.0,,
