ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1999,1999-09-13,1,22.072,DEN,,MIA,L 21-38,,,,,,,,,,,,,
2,1999,1999-09-19,2,22.078,DEN,@,KAN,L 10-26,,,,,,,,,,,,,
3,1999,1999-09-26,3,22.085,DEN,@,TAM,L 10-13,,,,,,,,,,,,,
4,1999,1999-10-03,4,22.092,DEN,,NYJ,L 13-21,,,,,,,,,,,,,
5,1999,1999-10-10,5,22.099,DEN,@,OAK,W 16-13,,,,,,,,,,,,,
6,1999,1999-10-17,6,22.106,DEN,,GNB,W 31-10,,,,,,,,,,,,,
7,1999,1999-10-24,7,22.113,DEN,@,NWE,L 23-24,,0,0,,0,0,0,1.0,,,0,0,0
8,1999,1999-10-31,8,22.120,DEN,,MIN,L 20-23,,,,,,,,,,,,,
9,1999,1999-11-07,9,22.127,DEN,@,SDG,W 33-17,,,,,,,,,,,,,
10,1999,1999-11-14,10,22.134,DEN,@,SEA,L 17-20,,,,,,,,,,,,,
11,1999,1999-11-22,11,22.142,DEN,,OAK,W 27-21,,,,,,,,,,,,,
12,1999,1999-12-05,12,22.155,DEN,,KAN,L 10-16,,,,,,,,,,,,,
13,1999,1999-12-13,13,22.163,DEN,@,JAX,L 24-27,,,,,,,,,,,,,
14,1999,1999-12-19,14,22.169,DEN,,SEA,W 36-30,,,,,,,,,,,,,
15,1999,1999-12-25,15,22.175,DEN,@,DET,W 17-7,,,,,,,,,,,,,
16,1999,2000-01-02,16,22.183,DEN,,SDG,L 6-12,,,,,,,,,,,,,
17,2000,2000-09-03,1,23.062,GNB,,NYJ,L 16-20,,,,,,,,,,,,,
18,2000,2000-09-10,2,23.069,GNB,@,BUF,L 18-27,,,,,,,,,,,,,
19,2000,2000-09-17,3,23.076,GNB,,PHI,W 6-3,,0,0,,0,0,0,1.0,,,0,0,0
20,2000,2000-09-24,4,23.083,GNB,@,ARI,W 29-3,,0,0,,0,0,0,0.5,,,0,0,0
21,2000,2000-10-01,5,23.090,GNB,,CHI,L 24-27,,1,12,12.00,0,0,0,0.0,,,0,0,0
22,2000,2000-10-08,6,23.097,GNB,@,DET,L 24-31,,0,0,,0,0,0,1.0,,,0,0,0
23,2000,2000-11-06,9,23.126,GNB,,MIN,W 26-20,,0,0,,0,0,0,1.0,,,0,0,0
24,2000,2000-11-12,10,23.132,GNB,@,TAM,L 15-20,,,,,,,,,,,,,
25,2000,2000-11-19,11,23.139,GNB,,IND,W 26-24,,,,,,,,,,,,,
26,2000,2000-11-27,12,23.147,GNB,@,CAR,L 14-31,,,,,,,,,,,,,
27,2000,2000-12-03,13,23.153,GNB,@,CHI,W 28-6,,,,,,,,,,,,,
28,2000,2000-12-10,14,23.160,GNB,,DET,W 26-13,,,,,,,,,,,,,
29,2000,2000-12-17,15,23.167,GNB,@,MIN,W 33-28,,,,,,,,,,,,,
30,2000,2000-12-24,16,23.174,GNB,,TAM,W 17-14,,,,,,,,,,,,,
31,2001,2001-11-18,9,24.138,MIA,,NYJ,L 0-24,,,,,,,,,,,,,
32,2001,2001-11-25,10,24.145,MIA,@,BUF,W 34-27,,,,,,,,,,,,,
33,2001,2001-12-02,11,24.152,MIA,,DEN,W 21-10,,,,,,,,,,,,,
34,2001,2001-12-10,12,24.160,MIA,,IND,W 41-6,,,,,,,,,,,,,
35,2001,2001-12-16,13,24.166,MIA,@,SFO,L 0-21,,,,,,,,,,,,,
36,2001,2001-12-22,14,24.172,MIA,@,NWE,L 13-20,,0,0,,0,0,0,1.0,,,0,0,0
37,2001,2001-12-30,15,24.180,MIA,,ATL,W 21-14,,,,,,,,,,,,,
38,2001,2002-01-06,16,24.187,MIA,,BUF,W 34-7,,,,,,,,,,,,,
39,2002,2002-09-22,3,25.081,MIA,,NYJ,W 30-3,,,,,,,,,,,,,
40,2002,2002-09-29,4,25.088,MIA,@,KAN,L 30-48,,,,,,,,,,,,,
41,2002,2002-10-06,5,25.095,MIA,,NWE,W 26-13,,0,0,,0,0,0,1.0,,,0,0,0
42,2002,2002-10-13,6,25.102,MIA,@,DEN,W 24-22,,,,,,,,,,,,,
43,2002,2002-10-20,7,25.109,MIA,,BUF,L 10-23,,,,,,,,,,,,,
44,2002,2002-11-04,8,25.124,MIA,@,GNB,L 10-24,,,,,,,,,,,,,
45,2002,2002-11-10,9,25.130,MIA,@,NYJ,L 10-13,,,,,,,,,,,,,
46,2002,2002-11-17,10,25.137,MIA,,BAL,W 26-7,,0,0,,0,0,0,0.5,,,0,0,0
47,2002,2002-11-24,11,25.144,MIA,,SDG,W 30-3,,,,,,,,,,,,,
48,2002,2002-12-01,12,25.151,MIA,@,BUF,L 21-38,,,,,,,,,,,,,
49,2002,2002-12-09,13,25.159,MIA,,CHI,W 27-9,,,,,,,,,,,,,
50,2002,2002-12-15,14,25.165,MIA,,OAK,W 23-17,,,,,,,,,,,,,
51,2002,2002-12-21,15,25.171,MIA,@,MIN,L 17-20,,,,,,,,,,,,,
52,2002,2002-12-29,16,25.179,MIA,@,NWE,L 24-27,,,,,,,,,,,,,
53,2003,2003-12-07,13,26.157,MIA,@,NWE,L 0-12,,,,,,,,,,,,,
54,2003,2003-12-15,14,26.165,MIA,,PHI,L 27-34,,,,,,,,,,,,,
55,2003,2003-12-21,15,26.171,MIA,@,BUF,W 20-3,,,,,,,,,,,,,
56,2003,2003-12-28,16,26.178,MIA,,NYJ,W 23-21,,0,0,,0,0,0,1.0,,,0,0,0
57,2004,2004-09-11,1,27.070,MIA,,TEN,L 7-17,*,,,,,,,,,,,,
58,2004,2004-09-19,2,27.078,MIA,@,CIN,L 13-16,*,,,,,,,,,,,,
59,2004,2004-09-26,3,27.085,MIA,,PIT,L 3-13,*,,,,,,,,,,,,
60,2004,2004-10-03,4,27.092,MIA,,NYJ,L 9-17,*,0,0,,0,0,0,1.0,,,0,0,0
61,2004,2004-10-10,5,27.099,MIA,@,NWE,L 10-24,*,,,,,,,,,,,,
