ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2013,2013-09-22,3,23.246,IND,@,SFO,W 27-7,
2,2013,2013-12-15,14,23.330,IND,,HOU,W 25-3,
3,2013,2013-12-22,15,23.337,IND,@,KAN,W 23-7,
4,2013,2013-12-29,16,23.344,IND,,JAX,W 30-10,
5,2014,2014-11-30,12,24.315,IND,,WAS,W 49-27,
6,2014,2014-12-07,13,24.322,IND,@,CLE,W 25-24,
7,2014,2014-12-14,14,24.329,IND,,HOU,W 17-10,
8,2014,2014-12-21,15,24.336,IND,@,DAL,L 7-42,*
9,2014,2014-12-28,16,24.343,IND,@,TEN,W 27-10,*
10,2015,2015-09-13,1,25.237,IND,@,BUF,L 14-27,*
11,2015,2015-09-21,2,25.245,IND,,NYJ,L 7-20,*
12,2015,2015-09-27,3,25.251,IND,@,TEN,W 35-33,*
13,2015,2015-10-04,4,25.258,IND,,JAX,W 16-13,*
14,2015,2015-10-08,5,25.262,IND,@,HOU,W 27-20,*
15,2015,2015-10-18,6,25.272,IND,,NWE,L 27-34,*
16,2015,2015-10-25,7,25.279,IND,,NOR,L 21-27,*
17,2015,2015-12-27,15,25.342,IND,@,MIA,W 18-12,
18,2015,2016-01-03,16,25.349,IND,,TEN,W 30-24,
