ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1991,1991-09-01,1,21.316,DET,@,WAS,L 0-45,,,0,0,,0,,,,
2,1991,1991-09-08,2,21.323,DET,,GNB,W 23-14,,,0,0,,0,,,,
3,1991,1991-09-15,3,21.330,DET,,MIA,W 17-13,,,1,14,14.00,0,,,0,0
4,1991,1991-09-22,4,21.337,DET,@,IND,W 33-24,,,0,0,,0,,,,
5,1991,1991-09-29,5,21.344,DET,,TAM,W 31-3,,,0,0,,0,,,,
6,1991,1991-10-06,6,21.351,DET,,MIN,W 24-20,,,0,0,,0,,,,
7,1991,1991-10-20,7,22.000,DET,@,SFO,L 3-35,,,1,8,8.00,0,,,0,0
8,1991,1991-10-27,8,22.007,DET,,DAL,W 34-10,,,2,18,9.00,0,,,0,0
9,1991,1991-11-03,9,22.014,DET,@,CHI,L 10-20,,,5,70,14.00,0,,,0,0
10,1991,1991-11-24,12,22.035,DET,@,MIN,W 34-14,,,0,0,,0,,,,
11,1991,1991-11-28,13,22.039,DET,,CHI,W 16-6,,,0,0,,0,,,,
12,1991,1991-12-15,15,22.056,DET,@,GNB,W 21-17,,,0,0,,0,,,,
13,1991,1991-12-22,16,22.063,DET,@,BUF,W 17-14,,,2,25,12.50,0,,,0,0
14,1992,1992-09-06,1,22.322,DET,@,CHI,L 24-27,,9,6,82,13.67,0,66.7%,9.11,0,0
15,1992,1992-10-15,6,22.361,DET,@,MIN,L 14-31,,6,3,76,25.33,1,50.0%,12.67,1,6
16,1992,1992-10-25,7,23.005,DET,@,TAM,W 38-7,,6,3,108,36.00,1,50.0%,18.00,1,6
17,1992,1992-11-01,8,23.012,DET,,GNB,L 13-27,,5,3,43,14.33,0,60.0%,8.60,0,0
18,1992,1992-11-08,9,23.019,DET,,DAL,L 3-37,,5,4,57,14.25,0,80.0%,11.40,0,0
19,1992,1992-11-15,10,23.026,DET,@,PIT,L 14-17,,10,5,71,14.20,0,50.0%,7.10,0,0
20,1992,1992-11-22,11,23.033,DET,@,CIN,W 19-13,,8,5,86,17.20,0,62.5%,10.75,0,0
21,1992,1992-11-26,12,23.037,DET,,HOU,L 21-24,,4,2,88,44.00,1,50.0%,22.00,1,6
22,1992,1992-12-06,13,23.047,DET,@,GNB,L 10-38,,13,8,114,14.25,1,61.5%,8.77,1,6
23,1992,1992-12-13,14,23.054,DET,,CLE,W 24-14,,5,2,52,26.00,0,40.0%,10.40,0,0
24,1992,1992-12-20,15,23.061,DET,,CHI,W 16-3,,6,3,108,36.00,0,50.0%,18.00,0,0
25,1992,1992-12-28,16,23.069,DET,@,SFO,L 6-24,,12,7,81,11.57,0,58.3%,6.75,0,0
26,1993,1993-09-05,1,23.320,DET,,ATL,W 30-13,,6,4,113,28.25,1,66.7%,18.83,1,6
27,1993,1993-09-12,2,23.327,DET,@,NWE,W 19-16,,6,5,49,9.80,0,83.3%,8.17,0,0
28,1993,1993-09-19,3,23.334,DET,@,NOR,L 3-14,,8,4,42,10.50,0,50.0%,5.25,0,0
29,1993,1993-09-26,4,23.341,DET,,PHO,W 26-20,,9,5,79,15.80,0,55.6%,8.78,0,0
30,1993,1993-10-03,5,23.348,DET,@,TAM,L 10-27,,11,3,27,9.00,0,27.3%,2.45,0,0
31,1993,1993-10-17,6,23.362,DET,,SEA,W 30-10,,13,8,98,12.25,2,61.5%,7.54,2,12
32,1993,1993-10-24,7,24.004,DET,@,RAM,W 16-13,,9,6,120,20.00,0,66.7%,13.33,0,0
33,1993,1993-10-31,8,24.011,DET,@,MIN,W 30-27,,4,3,113,37.67,1,75.0%,28.25,1,6
34,1993,1993-11-21,10,24.032,DET,@,GNB,L 17-26,,7,2,8,4.00,0,28.6%,1.14,0,0
35,1993,1993-11-25,11,24.036,DET,,CHI,L 6-10,,13,7,61,8.71,0,53.8%,4.69,0,0
36,1993,1993-12-05,12,24.046,DET,,MIN,L 0-13,,6,2,12,6.00,0,33.3%,2.00,0,0
37,1993,1993-12-12,13,24.053,DET,@,PHO,W 21-14,,5,3,66,22.00,1,60.0%,13.20,1,6
38,1993,1993-12-19,14,24.060,DET,,SFO,L 17-55,,6,4,74,18.50,1,66.7%,12.33,1,6
39,1993,1993-12-26,15,24.067,DET,@,CHI,W 20-14,,5,3,42,14.00,0,60.0%,8.40,0,0
40,1993,1994-01-02,16,24.074,DET,,GNB,W 30-20,,4,2,31,15.50,0,50.0%,7.75,0,0
41,1994,1994-09-04,1,24.319,DET,,ATL,W 31-28,,12,6,84,14.00,1,50.0%,7.00,1,6
42,1994,1994-09-11,2,24.326,DET,@,MIN,L 3-10,,13,5,97,19.40,0,38.5%,7.46,0,0
43,1994,1994-09-19,3,24.334,DET,@,DAL,W 20-17,,10,6,81,13.50,1,60.0%,8.10,1,6
44,1994,1994-09-25,4,24.340,DET,,NWE,L 17-23,,10,5,92,18.40,0,50.0%,9.20,0,0
45,1994,1994-10-02,5,24.347,DET,@,TAM,L 14-24,,6,3,44,14.67,0,50.0%,7.33,0,0
46,1994,1994-10-09,6,24.354,DET,,SFO,L 21-27,,5,3,65,21.67,1,60.0%,13.00,1,6
47,1994,1994-10-23,7,25.003,DET,,CHI,W 21-16,,3,1,14,14.00,0,33.3%,4.67,0,0
48,1994,1994-10-30,8,25.010,DET,@,NYG,W 28-25,,13,9,106,11.78,2,69.2%,8.15,2,12
49,1994,1994-11-06,9,25.017,DET,@,GNB,L 30-38,,12,8,151,18.88,2,66.7%,12.58,2,12
50,1994,1994-11-13,10,25.024,DET,,TAM,W 14-9,,2,1,9,9.00,1,50.0%,4.50,1,6
51,1994,1994-11-20,11,25.031,DET,@,CHI,L 10-20,,3,2,19,9.50,1,66.7%,6.33,1,6
52,1994,1994-11-24,12,25.035,DET,,BUF,W 35-21,,7,7,169,24.14,1,100.0%,24.14,1,6
53,1994,1994-12-04,13,25.045,DET,,GNB,W 34-31,,8,3,55,18.33,1,37.5%,6.88,1,6
54,1994,1994-12-10,14,25.051,DET,@,NYJ,W 18-7,,9,6,70,11.67,0,66.7%,7.78,0,0
55,1994,1994-12-17,15,25.058,DET,,MIN,W 41-19,,5,2,62,31.00,0,40.0%,12.40,0,0
56,1994,1994-12-25,16,25.066,DET,@,MIA,L 20-27,,14,5,55,11.00,0,35.7%,3.93,0,0
57,1995,1995-09-03,1,25.318,DET,@,PIT,L 20-23,,17,10,131,13.10,1,58.8%,7.71,1,6
58,1995,1995-09-10,2,25.325,DET,@,MIN,L 10-20,,10,4,73,18.25,1,40.0%,7.30,1,6
59,1995,1995-09-17,3,25.332,DET,,ARI,L 17-20,,8,6,67,11.17,0,75.0%,8.38,0,0
60,1995,1995-09-25,4,25.340,DET,,SFO,W 27-24,,10,6,73,12.17,1,60.0%,7.30,1,6
61,1995,1995-10-08,5,25.353,DET,,CLE,W 38-20,,12,9,125,13.89,0,75.0%,10.42,0,0
62,1995,1995-10-15,6,25.360,DET,@,GNB,L 21-30,,14,4,41,10.25,2,28.6%,2.93,2,12
63,1995,1995-10-22,7,26.002,DET,@,WAS,L 30-36,,19,10,102,10.20,1,52.6%,5.37,1,6
64,1995,1995-10-29,8,26.009,DET,,GNB,W 24-16,,8,6,147,24.50,3,75.0%,18.38,3,18
