ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1972,1972-09-17,1,22.226,MIA,@,KAN,W 20-10,,,,,,,,,,,
2,1972,1972-09-24,2,22.233,MIA,,HOU,W 34-13,,,,,,,,,,,
3,1972,1972-10-01,3,22.240,MIA,@,MIN,W 16-14,,,,,,,,,,,
4,1972,1972-10-08,4,22.247,MIA,@,NYJ,W 27-17,,,,,,,,,,,
5,1972,1972-10-15,5,22.254,MIA,,SDG,W 24-10,,,,,,,,,,,
6,1972,1972-10-22,6,22.261,MIA,,BUF,W 24-23,,,,,,,,,,,
7,1972,1972-10-29,7,22.268,MIA,@,BAL,W 23-0,,,,,,,,,,,
8,1972,1972-11-05,8,22.275,MIA,@,BUF,W 30-16,,,,,,,,,,,
9,1972,1972-11-12,9,22.282,MIA,,NWE,W 52-0,0,0,,0,0,0,,0,1,24,0
10,1972,1972-11-19,10,22.289,MIA,,NYJ,W 28-24,,,,,,,,,,,
11,1972,1972-11-27,11,22.297,MIA,,STL,W 31-10,,,,,,,,,,,
12,1972,1972-12-03,12,22.303,MIA,@,NWE,W 37-21,,,,,,,,,,,
13,1972,1972-12-10,13,22.310,MIA,@,NYG,W 23-13,,,,,,,,,,,
14,1972,1972-12-16,14,22.316,MIA,,BAL,W 16-0,,,,,,,,,,,
15,1973,1973-09-16,1,23.224,MIA,,SFO,W 21-13,,,,,,,,,,,
16,1973,1973-09-23,2,23.231,MIA,@,OAK,L 7-12,,,,,,,,,,,
17,1973,1973-09-30,3,23.238,MIA,,NWE,W 44-23,,,,,,,,,,,
18,1973,1973-10-07,4,23.245,MIA,,NYJ,W 31-3,,,,,,,,,,,
19,1973,1973-10-15,5,23.253,MIA,@,CLE,W 17-9,,,,,,,,,,,
20,1973,1973-10-21,6,23.259,MIA,,BUF,W 27-6,,,,,,,,,,,
21,1973,1973-10-28,7,23.266,MIA,@,NWE,W 30-14,,,,,,,,,,,
22,1973,1973-11-04,8,23.273,MIA,@,NYJ,W 24-14,,,,,,,,,,,
23,1973,1973-11-11,9,23.280,MIA,,BAL,W 44-0,,,,,,,,,,,
24,1973,1973-11-18,10,23.287,MIA,@,BUF,W 17-0,,,,,,,,,,,
25,1973,1973-11-22,11,23.291,MIA,@,DAL,W 14-7,,,,,,,,,,,
26,1973,1973-12-03,12,23.302,MIA,,PIT,W 30-26,,,,,,,,,,,
27,1973,1973-12-09,13,23.308,MIA,@,BAL,L 3-16,,,,,,,,,,,
28,1973,1973-12-15,14,23.314,MIA,,DET,W 34-7,,,,,,,,,,,
29,1974,1974-09-15,1,24.223,MIA,@,NWE,L 24-34,,,,,,,,,,,
30,1974,1974-09-22,2,24.230,MIA,@,BUF,W 24-16,,,,,,,,,,,
31,1974,1974-09-29,3,24.237,MIA,@,SDG,W 28-21,0,0,,0,1,9,9.00,0,0,0,0
32,1974,1974-10-07,4,24.245,MIA,,NYJ,W 21-17,,,,,,,,,,,
33,1974,1974-10-13,5,24.251,MIA,@,WAS,L 17-20,,,,,,,,,,,
34,1974,1974-10-20,6,24.258,MIA,,KAN,W 9-3,0,0,,0,1,20,20.00,0,0,0,0
35,1974,1974-10-27,7,24.265,MIA,,BAL,W 17-7,,,,,,,,,,,
36,1974,1974-11-03,8,24.272,MIA,,ATL,W 42-7,,,,,,,,,,,
37,1974,1974-11-10,9,24.279,MIA,@,NOR,W 21-0,,,,,,,,,,,
38,1974,1974-11-17,10,24.286,MIA,,BUF,W 35-28,,,,,,,,,,,
39,1974,1974-11-24,11,24.293,MIA,@,NYJ,L 14-17,,,,,,,,,,,
40,1974,1974-12-02,12,24.301,MIA,,CIN,W 24-3,,,,,,,,,,,
41,1974,1974-12-08,13,24.307,MIA,@,BAL,W 17-16,1,0,0.00,0,0,0,,0,0,0,0
42,1974,1974-12-15,14,24.314,MIA,,NWE,W 34-27,,,,,,,,,,,
43,1975,1975-09-22,1,25.230,MIA,,OAK,L 21-31,0,0,,0,0,0,,0,3,18,0
44,1975,1975-09-28,2,25.236,MIA,@,NWE,W 22-14,,,,,,,,,,,
45,1975,1975-10-05,3,25.243,MIA,@,GNB,W 31-7,0,0,,0,1,2,2.00,0,0,0,0
46,1975,1975-10-12,4,25.250,MIA,,PHI,W 24-16,,,,,,,,,,,
47,1975,1975-10-19,5,25.257,MIA,@,NYJ,W 43-0,0,0,,0,0,0,,0,1,0,0
48,1975,1975-10-26,6,25.264,MIA,@,BUF,W 35-30,,,,,,,,,,,
