ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1998,1998-09-06,1,23.127,TEN,@,CIN,W 23-14,,,,,
2,1998,1998-09-13,2,23.134,TEN,,SDG,L 7-13,,,,,
3,1998,1998-09-20,3,23.141,TEN,@,NWE,L 16-27,,,,,
4,1998,1998-09-27,4,23.148,TEN,,JAX,L 22-27,,,,,
5,1998,1998-10-18,6,23.169,TEN,,CIN,W 44-14,,,,,
6,1998,1998-10-25,7,23.176,TEN,,CHI,L 20-23,,,,,
7,1998,1998-11-01,8,23.183,TEN,@,PIT,W 41-31,,,,,
8,1998,1998-11-08,9,23.190,TEN,@,TAM,W 31-22,,,,,
9,1998,1998-11-15,10,23.197,TEN,,PIT,W 23-14,,,,,
10,1998,1998-11-22,11,23.204,TEN,,NYJ,L 3-24,,,,,
11,1998,1998-11-29,12,23.211,TEN,@,SEA,L 18-20,,,,,
12,1998,1998-12-13,14,23.225,TEN,@,JAX,W 16-13,,,,,
13,1998,1998-12-20,15,23.232,TEN,@,GNB,L 22-30,,,,,
14,1998,1998-12-26,16,23.238,TEN,,MIN,L 16-26,,,,,
15,1999,1999-09-12,1,24.133,TEN,,CIN,W 36-35,,,,,
16,1999,1999-09-19,2,24.140,TEN,,CLE,W 26-9,,,,,
17,1999,1999-09-26,3,24.147,TEN,@,JAX,W 20-19,,,,,
18,1999,1999-10-03,4,24.154,TEN,@,SFO,L 22-24,,,,,
19,1999,1999-10-10,5,24.161,TEN,,BAL,W 14-11,*,,,,
20,1999,1999-10-17,6,24.168,TEN,@,NOR,W 24-21,*,,,,
21,1999,1999-10-31,7,24.182,TEN,,STL,W 24-21,*,,,,
22,1999,1999-11-07,8,24.189,TEN,@,MIA,L 0-17,*,,,,
23,1999,1999-11-14,9,24.196,TEN,@,CIN,W 24-14,*,,,,
24,1999,1999-11-21,10,24.203,TEN,,PIT,W 16-10,*,,,,
25,1999,1999-11-28,11,24.210,TEN,@,CLE,W 33-21,*,,,,
26,1999,1999-12-05,12,24.217,TEN,@,BAL,L 14-41,*,,,,
27,1999,1999-12-09,13,24.221,TEN,,OAK,W 21-14,*,,,,
28,1999,1999-12-19,14,24.231,TEN,,ATL,W 30-17,*,,,,
29,1999,1999-12-26,15,24.238,TEN,,JAX,W 41-14,*,,,,
30,1999,2000-01-02,16,24.245,TEN,@,PIT,W 47-36,*,,,,
31,2000,2000-09-03,1,25.124,TEN,@,BUF,L 13-16,*,,,,
32,2000,2000-09-10,2,25.131,TEN,,KAN,W 17-14,*,,,,
33,2000,2000-09-24,3,25.145,TEN,@,PIT,W 23-20,*,,,,
34,2000,2000-10-01,4,25.152,TEN,,NYG,W 28-14,*,,,,
35,2000,2000-10-08,5,25.159,TEN,@,CIN,W 23-14,,,,,
36,2000,2000-10-16,6,25.167,TEN,,JAX,W 27-13,*,,,,
37,2000,2000-10-22,7,25.173,TEN,@,BAL,W 14-6,*,,,,
38,2000,2000-10-30,8,25.181,TEN,@,WAS,W 27-21,*,,,,
39,2000,2000-11-05,9,25.187,TEN,,PIT,W 9-7,,,,,
40,2000,2000-11-12,10,25.194,TEN,,BAL,L 23-24,*,,,,
41,2000,2000-11-19,11,25.201,TEN,,CLE,W 24-10,*,,,,
42,2000,2000-11-26,12,25.208,TEN,@,JAX,L 13-16,*,,,,
43,2000,2000-12-03,13,25.215,TEN,@,PHI,W 15-13,,,,,
44,2000,2000-12-10,14,25.222,TEN,,CIN,W 35-3,*,,,,
45,2000,2000-12-17,15,25.229,TEN,@,CLE,W 24-0,*,,,,
46,2000,2000-12-25,16,25.237,TEN,,DAL,W 31-0,*,,,,
47,2001,2001-09-09,1,26.130,TEN,,MIA,L 23-31,*,,,,
48,2001,2001-09-23,2,26.144,TEN,@,JAX,L 6-13,*,,,,
49,2001,2001-10-07,3,26.158,TEN,@,BAL,L 7-26,,,,,
50,2001,2001-10-14,4,26.165,TEN,,TAM,W 31-28,,,,,
51,2001,2001-10-21,5,26.172,TEN,@,DET,W 27-24,,,,,
52,2001,2001-10-29,6,26.180,TEN,@,PIT,L 7-34,,,,,
53,2001,2001-11-04,7,26.186,TEN,,JAX,W 28-24,,,,,
54,2001,2001-11-12,8,26.194,TEN,,BAL,L 10-16,,,,,
55,2001,2001-11-18,9,26.200,TEN,@,CIN,W 20-7,,,,,
56,2001,2001-11-25,10,26.207,TEN,,PIT,L 24-34,,1,10,10.00,0
57,2001,2001-12-02,11,26.214,TEN,@,CLE,W 31-15,,,,,
58,2001,2001-12-09,12,26.221,TEN,@,MIN,L 24-42,*,,,,
59,2001,2001-12-22,14,26.234,TEN,@,OAK,W 13-10,,,,,
60,2001,2001-12-30,15,26.242,TEN,,CLE,L 38-41,*,,,,
61,2001,2002-01-06,16,26.249,TEN,,CIN,L 21-23,*,,,,
