ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1973,1973-09-16,1,25.212,HOU,@,NYG,L 14-34,,,
2,1974,1974-09-15,1,26.211,HOU,,SDG,W 21-14,,,
3,1974,1974-09-22,2,26.218,HOU,@,CLE,L 7-20,,,
4,1974,1974-09-29,3,26.225,HOU,,KAN,L 7-17,,,
5,1974,1974-10-06,4,26.232,HOU,,PIT,L 7-13,,,
6,1974,1974-10-13,5,26.239,HOU,@,MIN,L 10-51,,,
7,1974,1974-10-20,6,26.246,HOU,,STL,L 27-31,,,
8,1974,1974-10-27,7,26.253,HOU,@,CIN,W 34-21,,,
9,1974,1974-11-03,8,26.260,HOU,@,NYJ,W 27-22,,,
10,1974,1974-11-10,9,26.267,HOU,@,BUF,W 21-9,,,
11,1974,1974-11-17,10,26.274,HOU,,CIN,W 20-3,,,
12,1974,1974-11-24,11,26.281,HOU,,DAL,L 0-10,,,
13,1974,1974-12-01,12,26.288,HOU,@,PIT,W 13-10,,,
14,1974,1974-12-08,13,26.295,HOU,@,DEN,L 14-37,,,
15,1974,1974-12-15,14,26.302,HOU,,CLE,W 28-24,,,
16,1975,1975-09-21,1,27.217,HOU,@,NWE,W 7-0,,,
17,1975,1975-09-28,2,27.224,HOU,,SDG,W 33-17,,,
18,1975,1975-10-05,3,27.231,HOU,,CIN,L 19-21,,,
19,1975,1975-10-12,4,27.238,HOU,@,CLE,W 40-10,1,0,0
20,1975,1975-10-19,5,27.245,HOU,,WAS,W 13-10,,,
21,1975,1975-10-26,6,27.252,HOU,,DET,W 24-8,1,7,0
22,1975,1975-11-02,7,27.259,HOU,@,KAN,W 17-13,,,
23,1975,1975-11-09,8,27.266,HOU,@,PIT,L 17-24,,,
24,1975,1975-11-16,9,27.273,HOU,,MIA,W 20-19,1,23,0
25,1975,1975-11-24,10,27.281,HOU,,PIT,L 9-32,,,
26,1975,1975-11-30,11,27.287,HOU,@,CIN,L 19-23,,,
27,1975,1975-12-07,12,27.294,HOU,@,SFO,W 27-13,,,
28,1975,1975-12-14,13,27.301,HOU,@,OAK,W 27-26,,,
29,1975,1975-12-21,14,27.308,HOU,,CLE,W 21-10,,,
30,1976,1976-09-12,1,28.209,HOU,,TAM,W 20-0,,,
31,1976,1976-09-19,2,28.216,HOU,@,BUF,W 13-3,,,
32,1976,1976-09-26,3,28.223,HOU,,OAK,L 13-14,,,
33,1976,1976-10-03,4,28.230,HOU,@,NOR,W 31-26,,,
34,1976,1976-10-10,5,28.237,HOU,,DEN,W 17-3,,,
35,1976,1976-10-17,6,28.244,HOU,@,SDG,L 27-30,,,
36,1976,1976-11-01,8,28.259,HOU,@,BAL,L 14-38,,,
37,1976,1976-11-07,9,28.265,HOU,,CLE,L 7-21,,,
38,1976,1976-11-14,10,28.272,HOU,@,CIN,L 27-31,,,
39,1976,1976-11-21,11,28.279,HOU,@,PIT,L 16-32,,,
40,1976,1976-11-28,12,28.286,HOU,,ATL,W 20-14,,,
41,1976,1976-12-05,13,28.293,HOU,@,CLE,L 10-13,,,
42,1976,1976-12-11,14,28.299,HOU,,PIT,L 0-21,,,
43,1977,1977-09-18,1,29.214,HOU,,NYJ,W 20-0,,,
44,1977,1977-09-25,2,29.221,HOU,@,GNB,W 16-10,1,19,0
45,1977,1977-10-02,3,29.228,HOU,@,MIA,L 7-27,,,
46,1977,1977-10-09,4,29.235,HOU,,PIT,W 27-10,1,7,0
47,1977,1977-10-16,5,29.242,HOU,,CLE,L 23-24,,,
48,1977,1977-10-23,6,29.249,HOU,@,PIT,L 10-27,,,
49,1977,1977-10-30,7,29.256,HOU,@,CIN,L 10-13,,,
50,1977,1977-11-06,8,29.263,HOU,,CHI,W 47-0,,,
51,1977,1977-11-13,9,29.270,HOU,@,OAK,L 29-34,,,
52,1977,1977-11-20,10,29.277,HOU,@,SEA,W 22-10,,,
53,1977,1977-11-27,11,29.284,HOU,,KAN,W 34-20,,,
54,1977,1977-12-04,12,29.291,HOU,,DEN,L 14-24,,,
55,1977,1977-12-11,13,29.298,HOU,@,CLE,W 19-15,1,0,0
56,1977,1977-12-18,14,29.305,HOU,,CIN,W 21-16,,,
57,1978,1978-09-03,1,30.199,HOU,@,ATL,L 14-20,,,
58,1978,1978-09-10,2,30.206,HOU,@,KAN,W 20-17,,,
59,1978,1978-09-17,3,30.213,HOU,,SFO,W 20-19,,,
60,1978,1978-09-24,4,30.220,HOU,,RAM,L 6-10,,,
61,1978,1978-10-01,5,30.227,HOU,@,CLE,W 16-13,,,
62,1978,1978-10-08,6,30.234,HOU,@,OAK,L 17-21,,,
63,1978,1978-10-15,7,30.241,HOU,,BUF,W 17-10,,,
64,1978,1978-10-23,8,30.249,HOU,@,PIT,W 24-17,,,
65,1978,1978-10-29,9,30.255,HOU,@,CIN,L 13-28,,,
