ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1986,1986-09-07,1,24.144,GNB,,HOU,L 3-31,8,36,4.50,0,,1,5,5.00,0,,,0,0,,0,0,0
2,1986,1986-09-14,2,24.151,GNB,@,NOR,L 10-24,5,22,4.40,0,,0,0,,0,,,0,0,,0,0,0
3,1986,1986-09-22,3,24.159,GNB,,CHI,L 12-25,9,8,0.89,0,,2,32,16.00,0,,,0,0,,0,0,0
4,1986,1986-09-28,4,24.165,GNB,@,MIN,L 7-42,8,21,2.63,0,,2,27,13.50,0,,,2,28,14.00,0,0,0
5,1986,1986-10-05,5,24.172,GNB,,CIN,L 28-34,2,3,1.50,0,,1,0,0.00,0,,,2,37,18.50,0,0,0
6,1986,1986-10-12,6,24.179,GNB,,DET,L 14-21,2,2,1.00,0,,0,0,,0,,,1,22,22.00,0,0,0
7,1986,1986-10-19,7,24.186,GNB,@,CLE,W 17-14,10,65,6.50,0,,1,7,7.00,0,,,0,0,,0,0,0
8,1986,1986-10-26,8,24.193,GNB,,SFO,L 17-31,6,33,5.50,0,,0,0,,0,,,0,0,,0,0,0
9,1986,1986-11-02,9,24.200,GNB,@,PIT,L 3-27,10,39,3.90,0,,0,0,,0,,,2,31,15.50,0,0,0
10,1986,1986-11-09,10,24.207,GNB,,WAS,L 7-16,16,93,5.81,0,,7,21,3.00,0,,,0,0,,0,0,0
11,1986,1986-11-16,11,24.214,GNB,,TAM,W 31-7,11,59,5.36,0,,1,5,5.00,0,,,0,0,,0,0,0
12,1986,1986-11-23,12,24.221,GNB,@,CHI,L 10-12,12,15,1.25,0,,0,0,,0,,,1,21,21.00,0,0,0
13,1986,1986-11-27,13,24.225,GNB,@,DET,W 44-40,0,0,,0,,0,0,,0,,,2,50,25.00,0,0,0
14,1986,1986-12-07,14,24.235,GNB,,MIN,L 6-32,0,0,,0,,0,0,,0,,,0,0,,0,0,
15,1986,1986-12-14,15,24.242,GNB,@,TAM,W 21-7,7,31,4.43,0,,0,0,,0,,,1,35,35.00,0,0,0
16,1986,1986-12-20,16,24.248,GNB,@,NYG,L 24-55,8,92,11.50,0,,6,45,7.50,1,,,1,7,7.00,0,1,6
17,1987,1987-09-13,1,25.150,GNB,,RAI,L 0-20,8,40,5.00,0,,1,1,1.00,0,,,0,0,,0,0,0
18,1987,1987-09-20,2,25.157,GNB,,DEN,T 17-17,15,35,2.33,0,,2,7,3.50,0,,,0,0,,0,0,0
19,1987,1987-10-25,6,25.192,GNB,@,DET,W 34-33,23,129,5.61,2,,1,35,35.00,0,,,0,0,,0,2,12
20,1987,1987-11-01,7,25.199,GNB,,TAM,L 17-23,7,23,3.29,0,,2,12,6.00,0,,,0,0,,0,0,0
21,1987,1987-11-08,8,25.206,GNB,,CHI,L 24-26,11,5,0.45,0,,3,11,3.67,0,,,0,0,,0,0,0
22,1987,1987-11-15,9,25.213,GNB,@,SEA,L 13-24,14,75,5.36,0,,1,7,7.00,0,,,0,0,,0,0,0
23,1987,1987-11-22,10,25.220,GNB,@,KAN,W 23-3,4,12,3.00,0,,0,0,,0,,,0,0,,0,0,0
24,1987,1987-12-13,13,25.241,GNB,,MIN,W 16-10,7,28,4.00,1,,2,16,8.00,0,,,0,0,,0,1,6
25,1987,1987-12-19,14,25.247,GNB,@,NYG,L 10-20,9,34,3.78,0,,1,9,9.00,0,,,0,0,,0,0,0
26,1987,1987-12-27,15,25.255,GNB,@,NOR,L 24-33,11,32,2.91,0,,1,12,12.00,0,,,0,0,,0,0,0
27,1988,1988-09-04,1,26.141,GNB,,RAM,L 7-34,3,3,1.00,0,,1,5,5.00,0,,,0,0,,0,0,0
28,1988,1988-09-11,2,26.148,GNB,,TAM,L 10-13,5,18,3.60,0,,3,13,4.33,0,,,0,0,,0,0,0
29,1988,1988-09-18,3,26.155,GNB,@,MIA,L 17-24,3,17,5.67,0,,3,26,8.67,0,,,0,0,,0,0,0
30,1988,1988-09-25,4,26.162,GNB,,CHI,L 6-24,5,18,3.60,0,,1,10,10.00,0,,,0,0,,0,0,0
31,1988,1988-10-02,5,26.169,GNB,@,TAM,L 24-27,4,1,0.25,0,,1,8,8.00,0,,,0,0,,0,0,0
32,1988,1988-10-09,6,26.176,GNB,,NWE,W 45-3,10,58,5.80,1,,2,19,9.50,0,,,0,0,,0,1,6
33,1988,1988-10-16,7,26.183,GNB,@,MIN,W 34-14,2,-3,-1.50,0,,0,0,,0,,,0,0,,0,0,0
34,1988,1988-12-11,15,26.239,GNB,,MIN,W 18-6,6,9,1.50,0,,0,0,,0,,,0,0,,0,0,0
35,1988,1988-12-18,16,26.246,GNB,@,PHO,W 26-17,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0
36,1989,1989-09-10,1,27.147,BUF,@,MIA,W 27-24,0,0,,0,,0,0,,0,,,0,0,,0,0,
37,1989,1989-09-18,2,27.155,BUF,,DEN,L 14-28,0,0,,0,,3,55,18.33,0,,,1,15,15.00,0,0,0
38,1989,1989-09-24,3,27.161,BUF,@,HOU,W 47-41,0,0,,0,,0,0,,0,,,0,0,,0,0,
39,1989,1989-10-01,4,27.168,BUF,,NWE,W 31-10,3,7,2.33,0,,0,0,,0,,,0,0,,0,0,0
40,1989,1989-10-08,5,27.175,BUF,@,IND,L 14-37,2,-2,-1.00,0,,1,17,17.00,1,,,0,0,,0,1,6
41,1989,1989-10-16,6,27.183,BUF,,RAM,W 23-20,0,0,,0,,0,0,,0,,,0,0,,0,0,
42,1989,1989-10-22,7,27.189,BUF,,NYJ,W 34-3,7,31,4.43,0,,1,7,7.00,1,,,0,0,,0,1,6
43,1989,1989-10-29,8,27.196,BUF,,MIA,W 31-17,2,9,4.50,0,,0,0,,0,,,1,20,20.00,0,0,0
