ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1983,1983-09-04,1,23.303,RAI,@,CIN,W 20-10,2.0
2,1983,1983-09-11,2,23.310,RAI,,HOU,W 20-6,
3,1983,1983-09-19,3,23.318,RAI,,MIA,W 27-14,1.0
4,1983,1983-09-25,4,23.324,RAI,@,DEN,W 22-7,
5,1983,1983-10-02,5,23.331,RAI,@,WAS,L 35-37,
6,1983,1983-10-09,6,23.338,RAI,,KAN,W 21-20,1.0
7,1983,1983-10-16,7,23.345,RAI,@,SEA,L 36-38,
8,1983,1983-10-23,8,23.352,RAI,@,DAL,W 40-38,
9,1983,1983-10-30,9,23.359,RAI,,SEA,L 21-34,
10,1983,1983-11-06,10,24.001,RAI,@,KAN,W 28-20,
11,1983,1983-11-13,11,24.008,RAI,,DEN,W 22-20,1.0
12,1983,1983-11-20,12,24.015,RAI,@,BUF,W 27-24,0.5
13,1983,1983-11-27,13,24.022,RAI,,NYG,W 27-12,0.5
14,1983,1983-12-01,14,24.026,RAI,@,SDG,W 42-10,
15,1983,1983-12-11,15,24.036,RAI,,STL,L 24-34,
16,1983,1983-12-18,16,24.043,RAI,,SDG,W 30-14,
17,1984,1984-09-02,1,24.302,RAI,@,HOU,W 24-14,3.0
18,1984,1984-09-09,2,24.309,RAI,,GNB,W 28-7,1.0
19,1984,1984-09-16,3,24.316,RAI,@,KAN,W 22-20,
20,1984,1984-09-24,4,24.324,RAI,,SDG,W 33-30,1.0
21,1984,1984-09-30,5,24.330,RAI,@,DEN,L 13-16,
22,1984,1984-10-07,6,24.337,RAI,,SEA,W 28-14,1.0
23,1984,1984-10-14,7,24.344,RAI,,MIN,W 23-20,
24,1984,1984-10-21,8,24.351,RAI,@,SDG,W 44-37,
25,1984,1984-10-28,9,24.358,RAI,,DEN,L 19-22,
26,1984,1984-11-04,10,24.365,RAI,@,CHI,L 6-17,
27,1984,1984-11-12,11,25.007,RAI,@,SEA,L 14-17,2.0
28,1984,1984-11-18,12,25.013,RAI,,KAN,W 17-7,
29,1984,1984-11-25,13,25.020,RAI,,IND,W 21-7,
30,1984,1984-12-02,14,25.027,RAI,@,MIA,W 45-34,1.0
31,1984,1984-12-10,15,25.035,RAI,@,DET,W 24-3,3.5
32,1984,1984-12-16,16,25.041,RAI,,PIT,L 7-13,
33,1985,1985-09-08,1,25.307,RAI,,NYJ,W 31-0,0.5
34,1985,1985-09-12,2,25.311,RAI,@,KAN,L 20-36,
35,1985,1985-09-22,3,25.321,RAI,,SFO,L 10-34,
36,1985,1985-09-29,4,25.328,RAI,@,NWE,W 35-20,
37,1985,1985-10-06,5,25.335,RAI,,KAN,W 19-10,1.0
38,1985,1985-10-13,6,25.342,RAI,,NOR,W 23-13,
39,1985,1985-10-20,7,25.349,RAI,@,CLE,W 21-20,
40,1985,1985-10-28,8,25.357,RAI,,SDG,W 34-21,1.0
41,1985,1985-11-03,9,25.363,RAI,@,SEA,L 3-33,1.0
42,1985,1985-11-10,10,26.005,RAI,@,SDG,L 34-40,1.0
43,1985,1985-11-17,11,26.012,RAI,,CIN,W 13-6,2.0
44,1985,1985-11-24,12,26.019,RAI,,DEN,W 31-28,1.0
45,1985,1985-12-01,13,26.026,RAI,@,ATL,W 34-24,3.0
46,1985,1985-12-08,14,26.033,RAI,@,DEN,W 17-14,
47,1985,1985-12-15,15,26.040,RAI,,SEA,W 13-3,2.0
48,1985,1985-12-23,16,26.048,RAI,@,RAM,W 16-6,
49,1986,1986-09-07,1,26.306,RAI,@,DEN,L 36-38,1.0
50,1986,1986-09-14,2,26.313,RAI,@,WAS,L 6-10,
51,1986,1986-09-21,3,26.320,RAI,,NYG,L 9-14,1.0
52,1986,1986-09-28,4,26.327,RAI,,SDG,W 17-13,1.0
53,1986,1986-10-05,5,26.334,RAI,@,KAN,W 24-17,0.5
54,1986,1986-10-12,6,26.341,RAI,,SEA,W 14-10,1.0
55,1986,1986-10-19,7,26.348,RAI,@,MIA,W 30-28,
56,1986,1986-10-26,8,26.355,RAI,@,HOU,W 28-17,1.0
57,1986,1986-11-02,9,26.362,RAI,,DEN,L 10-21,
58,1986,1986-11-09,10,27.004,RAI,@,DAL,W 17-13,1.0
59,1986,1986-11-16,11,27.011,RAI,,CLE,W 27-14,1.0
60,1986,1986-11-20,12,27.015,RAI,@,SDG,W 37-31,1.0
61,1986,1986-11-30,13,27.025,RAI,,PHI,L 27-33,3.0
62,1986,1986-12-08,14,27.033,RAI,@,SEA,L 0-37,
63,1986,1986-12-14,15,27.039,RAI,,KAN,L 17-20,
64,1987,1987-09-13,1,27.312,RAI,@,GNB,W 20-0,
65,1987,1987-09-20,2,27.319,RAI,,DET,W 27-7,
66,1987,1987-10-12,4,27.341,RAI,@,DEN,L 14-30,
67,1987,1987-10-18,5,27.347,RAI,,SDG,L 17-23,1.0
68,1987,1987-10-25,6,27.354,RAI,,SEA,L 13-35,
69,1987,1987-11-01,7,27.361,RAI,@,NWE,L 23-26,
70,1987,1987-11-08,8,28.003,RAI,@,MIN,L 20-31,
71,1987,1987-11-15,9,28.010,RAI,@,SDG,L 14-16,
72,1987,1987-11-22,10,28.017,RAI,,DEN,L 17-23,
73,1987,1987-11-30,11,28.025,RAI,@,SEA,W 37-14,
74,1987,1987-12-20,14,28.045,RAI,,CLE,L 17-24,
75,1987,1987-12-27,15,28.052,RAI,,CHI,L 3-6,
76,1988,1988-09-04,1,28.304,RAI,,SDG,W 24-13,
77,1988,1988-09-11,2,28.311,RAI,@,HOU,L 35-38,1.0
78,1988,1988-09-18,3,28.318,RAI,,RAM,L 17-22,
79,1988,1988-09-26,4,28.326,RAI,@,DEN,W 30-27,
80,1988,1988-10-02,5,28.332,RAI,,CIN,L 21-45,
81,1988,1988-10-09,6,28.339,RAI,,MIA,L 14-24,
82,1988,1988-10-16,7,28.346,RAI,@,KAN,W 27-17,1.0
83,1988,1988-10-23,8,28.353,RAI,@,NOR,L 6-20,
84,1988,1988-10-30,9,28.360,RAI,,KAN,W 17-10,1.0
85,1988,1988-11-06,10,29.001,RAI,@,SDG,W 13-3,1.0
86,1988,1988-11-13,11,29.008,RAI,@,SFO,W 9-3,
87,1988,1988-11-20,12,29.015,RAI,,ATL,L 6-12,
88,1988,1988-11-28,13,29.023,RAI,@,SEA,L 27-35,1.0
89,1988,1988-12-04,14,29.029,RAI,,DEN,W 21-20,
90,1988,1988-12-11,15,29.036,RAI,@,BUF,L 21-37,
91,1988,1988-12-18,16,29.043,RAI,,SEA,L 37-43,
92,1989,1989-09-10,1,29.309,RAI,,SDG,W 40-14,1.0
93,1989,1989-09-17,2,29.316,RAI,@,KAN,L 19-24,
94,1989,1989-09-24,3,29.323,RAI,@,DEN,L 21-31,
95,1989,1989-10-01,4,29.330,RAI,,SEA,L 20-24,0.5
96,1989,1989-10-09,5,29.338,RAI,@,NYJ,W 14-7,
97,1989,1989-10-15,6,29.344,RAI,,KAN,W 20-14,
98,1989,1989-10-22,7,29.351,RAI,@,PHI,L 7-10,
99,1989,1989-10-29,8,29.358,RAI,,WAS,W 37-24,1.5
100,1989,1989-11-05,9,30.000,RAI,,CIN,W 28-7,
101,1989,1989-11-12,10,30.007,RAI,@,SDG,L 12-14,
102,1989,1989-11-19,11,30.014,RAI,@,HOU,L 7-23,
103,1989,1989-11-26,12,30.021,RAI,,NWE,W 24-21,
104,1989,1989-12-03,13,30.028,RAI,,DEN,W 16-13,
105,1989,1989-12-10,14,30.035,RAI,,PHO,W 16-14,
106,1989,1989-12-17,15,30.042,RAI,@,SEA,L 17-23,
107,1989,1989-12-24,16,30.049,RAI,@,NYG,L 17-34,
108,1990,1990-09-09,1,30.308,RAI,,DEN,W 14-9,1.0
109,1990,1990-09-16,2,30.315,RAI,@,SEA,W 17-13,
110,1990,1990-09-23,3,30.322,RAI,,PIT,W 20-3,
111,1990,1990-09-30,4,30.329,RAI,,CHI,W 24-10,0.5
112,1990,1990-10-07,5,30.336,RAI,@,BUF,L 24-38,
113,1990,1990-10-14,6,30.343,RAI,,SEA,W 24-17,
114,1990,1990-10-21,7,30.350,RAI,@,SDG,W 24-9,
115,1990,1990-11-04,8,30.364,RAI,@,KAN,L 7-9,
116,1990,1990-11-25,11,31.020,RAI,,KAN,L 24-27,
117,1990,1990-12-02,12,31.027,RAI,@,DEN,W 23-20,
118,1990,1990-12-10,13,31.035,RAI,@,DET,W 38-31,
119,1990,1990-12-16,14,31.041,RAI,,CIN,W 24-7,
120,1990,1990-12-22,15,31.047,RAI,@,MIN,W 28-24,
121,1990,1990-12-30,16,31.055,RAI,,SDG,W 17-12,
122,1991,1991-09-01,1,31.300,NYJ,,TAM,W 16-13,
123,1991,1991-09-08,2,31.307,NYJ,@,SEA,L 13-20,
124,1991,1991-09-15,3,31.314,NYJ,,BUF,L 20-23,
125,1991,1991-09-23,4,31.322,NYJ,@,CHI,L 13-19,
126,1991,1991-09-29,5,31.328,NYJ,,MIA,W 41-23,
127,1991,1991-10-06,6,31.335,NYJ,@,CLE,W 17-14,
128,1991,1991-10-13,7,31.342,NYJ,,HOU,L 20-23,
129,1991,1991-10-20,8,31.349,NYJ,@,IND,W 17-6,
130,1991,1991-11-03,9,31.363,NYJ,,GNB,W 19-16,1.0
131,1991,1991-11-17,11,32.012,NYJ,@,NWE,W 28-21,
132,1991,1991-11-24,12,32.019,NYJ,,SDG,W 24-3,
133,1991,1991-12-01,13,32.026,NYJ,@,BUF,L 13-24,
134,1991,1991-12-08,14,32.033,NYJ,@,DET,L 20-34,
135,1991,1991-12-15,15,32.040,NYJ,,NWE,L 3-6,1.0
136,1991,1991-12-22,16,32.047,NYJ,@,MIA,W 23-20,
137,1992,1992-09-06,1,32.306,NYJ,@,ATL,L 17-20,
138,1992,1992-09-13,2,32.313,NYJ,@,PIT,L 10-27,
139,1992,1992-09-20,3,32.320,NYJ,,SFO,L 14-31,
140,1992,1992-09-27,4,32.327,NYJ,@,RAM,L 10-18,
141,1992,1992-10-04,5,32.334,NYJ,,NWE,W 30-21,
142,1992,1992-10-11,6,32.341,NYJ,@,IND,L 3-6,
143,1992,1992-10-26,7,32.356,NYJ,,BUF,L 20-24,
144,1992,1992-12-06,13,33.031,NYJ,@,BUF,W 24-17,1.0
145,1992,1992-12-13,14,33.038,NYJ,,IND,L 6-10,
146,1992,1992-12-20,15,33.045,NYJ,@,MIA,L 17-19,
147,1992,1992-12-26,16,33.051,NYJ,,NOR,L 0-20,
148,1993,1993-09-05,1,33.304,NYJ,,DEN,L 20-26,
149,1993,1993-09-12,2,33.311,NYJ,@,MIA,W 24-14,
