ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2014,2014-12-04,13,24.065,CHI,,DAL,L 28-41,
2,2014,2014-12-15,14,24.076,CHI,,NOR,L 15-31,*
3,2014,2014-12-21,15,24.082,CHI,,DET,L 14-20,*
4,2014,2014-12-28,16,24.089,CHI,@,MIN,L 9-13,*
5,2015,2015-12-06,12,25.067,BUF,,HOU,W 30-21,
6,2015,2015-12-13,13,25.074,BUF,@,PHI,L 20-23,
7,2015,2015-12-20,14,25.081,BUF,@,WAS,L 25-35,
8,2015,2015-12-27,15,25.088,BUF,,DAL,W 16-6,
9,2015,2016-01-03,16,25.095,BUF,,NYJ,W 22-17,
10,2016,2016-09-11,1,25.347,BUF,@,BAL,L 7-13,
11,2016,2016-09-15,2,25.351,BUF,,NYJ,L 31-37,
12,2016,2016-09-25,3,25.361,BUF,,ARI,W 33-18,
13,2016,2016-10-02,4,26.002,BUF,@,NWE,W 16-0,
14,2016,2016-10-09,5,26.009,BUF,@,LAR,W 30-19,
15,2016,2016-10-16,6,26.016,BUF,,SFO,W 45-16,
16,2016,2016-10-23,7,26.023,BUF,@,MIA,L 25-28,
17,2016,2016-10-30,8,26.030,BUF,,NWE,L 25-41,
18,2016,2016-11-07,9,26.038,BUF,@,SEA,L 25-31,
19,2016,2016-11-20,10,26.051,BUF,@,CIN,W 16-12,*
20,2016,2016-11-27,11,26.058,BUF,,JAX,W 28-21,*
21,2016,2016-12-04,12,26.065,BUF,@,OAK,L 24-38,*
22,2016,2016-12-11,13,26.072,BUF,,PIT,L 20-27,*
23,2016,2016-12-18,14,26.079,BUF,,CLE,W 33-13,*
24,2016,2016-12-24,15,26.085,BUF,,MIA,L 31-34,*
25,2016,2017-01-01,16,26.093,BUF,@,NYJ,L 10-30,*
26,2017,2017-09-10,1,26.345,BUF,,NYJ,W 21-12,
27,2017,2017-09-17,2,26.352,BUF,@,CAR,L 3-9,
28,2017,2017-09-24,3,26.359,BUF,,DEN,W 26-16,
29,2017,2017-10-01,4,27.001,BUF,@,ATL,W 23-17,
30,2017,2017-10-08,5,27.008,BUF,@,CIN,L 16-20,
31,2017,2017-10-22,6,27.022,BUF,,TAM,W 30-27,*
32,2017,2017-10-29,7,27.029,BUF,,OAK,W 34-14,
33,2017,2017-11-02,8,27.033,BUF,@,NYJ,L 21-34,
34,2017,2017-11-12,9,27.043,BUF,,NOR,L 10-47,
35,2017,2017-11-19,10,27.050,BUF,@,LAC,L 24-54,
36,2017,2017-11-26,11,27.057,BUF,@,KAN,W 16-10,
37,2017,2017-12-03,12,27.064,BUF,,NWE,L 3-23,
38,2017,2017-12-10,13,27.071,BUF,,IND,W 13-7,
39,2017,2017-12-17,14,27.078,BUF,,MIA,W 24-16,
40,2017,2017-12-24,15,27.085,BUF,@,NWE,L 16-37,
41,2017,2017-12-31,16,27.092,BUF,@,MIA,W 22-16,
42,2018,2018-09-09,1,27.344,BUF,@,BAL,L 3-47,*
43,2018,2018-09-16,2,27.351,BUF,,LAC,L 20-31,*
44,2018,2018-09-23,3,27.358,BUF,@,MIN,W 27-6,
