ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1979,1979-09-02,1,23.103,NYG,@,PHI,L 17-23,,,
2,1979,1979-09-09,2,23.110,NYG,,STL,L 14-27,1,0,0
3,1979,1979-09-17,3,23.118,NYG,@,WAS,L 0-27,,,
4,1979,1979-09-23,4,23.124,NYG,,PHI,L 13-17,,,
5,1979,1979-09-30,5,23.131,NYG,@,NOR,L 14-24,,,
6,1979,1979-10-07,6,23.138,NYG,,TAM,W 17-14,,,
7,1979,1979-10-14,7,23.145,NYG,,SFO,W 32-16,,,
8,1979,1979-10-21,8,23.152,NYG,@,KAN,W 21-17,,,
9,1979,1979-10-28,9,23.159,NYG,@,RAM,W 20-14,1,2,0
10,1979,1979-11-04,10,23.166,NYG,,DAL,L 14-16,,,
11,1979,1979-11-11,11,23.173,NYG,,ATL,W 24-3,,,
12,1979,1979-11-18,12,23.180,NYG,@,TAM,L 3-31,,,
13,1979,1979-11-25,13,23.187,NYG,,WAS,W 14-6,,,
14,1979,1979-12-02,14,23.194,NYG,@,DAL,L 7-28,,,
15,1979,1979-12-09,15,23.201,NYG,@,STL,L 20-29,,,
16,1979,1979-12-16,16,23.208,NYG,,BAL,L 7-31,,,
