ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1966,1966-09-11,1,23.268,WAS,,CLE,L 14-38,1,2,2.00,0,1,18,18.00,0
2,1966,1966-09-18,2,23.275,WAS,@,STL,L 7-23,0,0,,0,1,17,17.00,0
