ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,25.054,CHI,@,RAM,W 24-20,6,22,3.67,0,0,0,,0
2,1950,1950-09-24,2,25.061,CHI,@,SFO,W 32-20,3,15,5.00,0,1,20,20.00,0
3,1950,1950-10-01,3,25.068,CHI,@,GNB,L 21-31,8,42,5.25,0,0,0,,0
4,1950,1950-10-15,5,25.082,CHI,,GNB,W 28-14,1,0,0.00,0,0,0,,0
5,1950,1950-11-05,7,25.103,CHI,@,DET,W 35-21,8,69,8.63,1,0,0,,0
6,1950,1950-11-12,8,25.110,CHI,,NYY,W 28-20,14,119,8.50,1,0,0,,0
7,1950,1950-11-19,9,25.117,CHI,,SFO,W 17-0,13,57,4.38,0,0,0,,0
8,1950,1950-11-26,10,25.124,CHI,,RAM,W 24-14,2,5,2.50,0,0,0,,0
9,1950,1950-12-10,12,25.138,CHI,,DET,W 6-3,4,0,0.00,0,0,0,,0
10,1951,1951-09-30,1,26.067,CHI,@,GNB,W 31-20,8,20,2.50,1,1,11,11.00,0
11,1951,1951-10-07,2,26.074,CHI,@,CRD,L 14-28,1,2,2.00,0,1,14,14.00,0
12,1951,1951-10-14,3,26.081,CHI,,NYY,W 24-21,0,38,,0,0,0,,0
13,1951,1951-10-21,4,26.088,CHI,,SFO,W 13-7,3,9,3.00,0,1,3,3.00,0
14,1951,1951-10-28,5,26.095,CHI,@,DET,W 28-23,1,3,3.00,0,0,0,,0
15,1951,1951-11-04,6,26.102,CHI,@,WAS,W 27-0,6,20,3.33,1,0,0,,0
16,1951,1951-11-11,7,26.109,CHI,,DET,L 28-41,7,16,2.29,0,0,0,,0
17,1951,1951-11-18,8,26.116,CHI,,GNB,W 24-13,5,25,5.00,0,0,0,,0
18,1951,1951-11-25,9,26.123,CHI,@,CLE,L 21-42,4,41,10.25,0,1,19,19.00,1
19,1951,1951-12-02,10,26.130,CHI,,RAM,L 17-42,13,95,7.31,0,1,6,6.00,0
20,1951,1951-12-09,11,26.137,CHI,@,NYY,W 45-21,11,60,5.45,1,0,0,,0
21,1951,1951-12-16,12,26.144,CHI,,CRD,L 14-24,0,40,,0,0,0,,0
22,1952,1952-10-12,3,27.079,CHI,,DTX,W 38-20,0,0,,0,1,30,30.00,1
23,1952,1952-10-19,4,27.086,CHI,,SFO,L 16-40,3,13,4.33,0,0,0,,0
24,1952,1952-10-26,5,27.093,CHI,@,RAM,L 7-31,8,-24,-3.00,0,2,11,5.50,0
25,1952,1952-11-02,6,27.100,CHI,@,SFO,W 20-17,9,-8,-0.89,0,0,0,,0
26,1952,1952-11-09,7,27.107,CHI,,GNB,L 28-41,3,6,2.00,0,1,7,7.00,0
27,1952,1952-11-16,8,27.114,CHI,,RAM,L 24-40,9,78,8.67,0,2,28,14.00,0
28,1952,1952-11-23,9,27.121,CHI,,DET,W 24-23,9,30,3.33,0,1,11,11.00,0
29,1952,1952-12-07,11,27.135,CHI,@,DET,L 21-45,0,0,,0,3,38,12.67,0
30,1952,1952-12-14,12,27.142,CHI,,CRD,W 10-7,0,0,,0,1,7,7.00,1
