ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2006,2006-09-10,1,21.340,DAL,@,JAX,L 17-24,,,,,,,0.0%,
2,2006,2006-10-01,3,21.361,DAL,@,TEN,W 45-14,,0,,,,,0.0%,
3,2006,2006-10-23,6,22.018,DAL,,NYG,L 22-36,,,,,,,0.0%,
4,2006,2006-10-29,7,22.024,DAL,@,CAR,W 35-14,*,0,,,,,0.0%,
5,2006,2006-11-05,8,22.031,DAL,@,WAS,L 19-22,*,1,1,4,4.00,0,100.0%,4.00
6,2006,2006-11-12,9,22.038,DAL,@,ARI,W 27-10,*,,,,,,0.0%,
7,2006,2006-11-19,10,22.045,DAL,,IND,W 21-14,,,,,,,0.0%,
8,2006,2006-11-23,11,22.049,DAL,,TAM,W 38-10,,,,,,,0.0%,
9,2006,2006-12-03,12,22.059,DAL,@,NYG,W 23-20,*,1,1,6,6.00,0,100.0%,6.00
10,2006,2006-12-10,13,22.066,DAL,,NOR,L 17-42,,,,,,,0.0%,
11,2006,2006-12-25,15,22.081,DAL,,PHI,L 7-23,,,,,,,0.0%,
12,2006,2006-12-31,16,22.087,DAL,,DET,L 31-39,*,,,,,,0.0%,
13,2007,2007-09-09,1,22.339,DAL,,NYG,W 45-35,*,1,,,,,0.0%,
14,2007,2007-09-16,2,22.346,DAL,@,MIA,W 37-20,*,1,,,,,0.0%,
15,2007,2007-11-11,9,23.037,DAL,@,NYG,W 31-20,*,0,,,,,0.0%,
16,2007,2007-11-18,10,23.044,DAL,,WAS,W 28-23,*,2,1,2,2.00,0,50.0%,1.00
17,2007,2007-11-22,11,23.048,DAL,,NYJ,W 34-3,*,,,,,,0.0%,
18,2007,2007-11-29,12,23.055,DAL,,GNB,W 37-27,*,,,,,,0.0%,
19,2007,2007-12-09,13,23.065,DAL,@,DET,W 28-27,*,,,,,,0.0%,
20,2007,2007-12-16,14,23.072,DAL,,PHI,L 6-10,*,,,,,,0.0%,
21,2007,2007-12-22,15,23.078,DAL,@,CAR,W 20-13,,0,,,,,0.0%,
22,2007,2007-12-30,16,23.086,DAL,@,WAS,L 6-27,,,,,,,0.0%,
