ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1971,1971-09-20,1,22.099,MIN,@,DET,W 16-13,,,,,,,,,,,
2,1971,1971-09-26,2,22.105,MIN,,CHI,L 17-20,,,,,,,,,,,
3,1971,1971-10-03,3,22.112,MIN,,BUF,W 19-0,,,,,,,,,,,
4,1971,1971-10-10,4,22.119,MIN,@,PHI,W 13-0,,,,,,,,,,,
5,1971,1971-10-17,5,22.126,MIN,@,GNB,W 24-13,,,,,,,,,,,
6,1971,1971-10-25,6,22.134,MIN,,BAL,W 10-3,,,,,,,,,,,
7,1971,1971-10-31,7,22.140,MIN,@,NYG,W 17-10,,,,,,,,,,,
8,1971,1971-11-07,8,22.147,MIN,,SFO,L 9-13,,,,,,,,,,,
9,1971,1971-11-14,9,22.154,MIN,,GNB,W 3-0,,,,,,,,,,,
10,1971,1971-11-21,10,22.161,MIN,@,NOR,W 23-10,,,,,,,,,,,
11,1971,1971-11-28,11,22.168,MIN,,ATL,W 24-7,,,,,,,,,,,
12,1971,1971-12-05,12,22.175,MIN,@,SDG,L 14-30,,,,,,,,,,,
13,1971,1971-12-11,13,22.181,MIN,,DET,W 29-10,,,,,,,,,,,
14,1971,1971-12-19,14,22.189,MIN,@,CHI,W 27-10,,,,,,,,,,,
15,1972,1972-09-18,1,23.097,MIN,,WAS,L 21-24,,,,,,,,,,,
16,1972,1972-09-24,2,23.103,MIN,@,DET,W 34-10,,,,,,,,,,,
17,1972,1972-10-01,3,23.110,MIN,,MIA,L 14-16,,,,,,,,,,,
18,1972,1972-10-08,4,23.117,MIN,,STL,L 17-19,,,,,,,,,,,
19,1972,1972-10-15,5,23.124,MIN,@,DEN,W 23-20,,,,,,,,,,,
20,1972,1972-10-23,6,23.132,MIN,@,CHI,L 10-13,,,,,,,,,,,
21,1972,1972-10-29,7,23.138,MIN,@,GNB,W 27-13,0,0,,0,0,0,,0,1,0,0
22,1972,1972-11-05,8,23.145,MIN,,NOR,W 37-6,0,0,,0,0,0,,0,2,31,0
23,1972,1972-11-12,9,23.152,MIN,,DET,W 16-14,,,,,,,,,,,
24,1972,1972-11-19,10,23.159,MIN,@,RAM,W 45-41,,,,,,,,,,,
25,1972,1972-11-26,11,23.166,MIN,@,PIT,L 10-23,,,,,,,,,,,
26,1972,1972-12-03,12,23.173,MIN,,CHI,W 23-10,,,,,,,,,,,
27,1972,1972-12-10,13,23.180,MIN,,GNB,L 7-23,,,,,,,,,,,
28,1973,1973-09-16,1,24.095,MIN,,OAK,W 24-16,0,0,,0,0,0,,0,1,0,0
29,1973,1973-09-23,2,24.102,MIN,@,CHI,W 22-13,0,0,,0,1,0,0.00,0,0,0,0
30,1973,1973-09-30,3,24.109,MIN,,GNB,W 11-3,,,,,,,,,,,
31,1973,1973-10-07,4,24.116,MIN,@,DET,W 23-9,,,,,,,,,,,
32,1973,1973-10-14,5,24.123,MIN,@,SFO,W 17-13,,,,,,,,,,,
33,1973,1973-10-21,6,24.130,MIN,,PHI,W 28-21,0,0,,0,1,0,0.00,0,0,0,0
34,1973,1973-10-28,7,24.137,MIN,,RAM,W 10-9,0,0,,0,0,0,,0,1,6,0
35,1973,1973-11-04,8,24.144,MIN,,CLE,W 26-3,,,,,,,,,,,
36,1973,1973-11-11,9,24.151,MIN,,DET,W 28-7,,,,,,,,,,,
37,1973,1973-11-19,10,24.159,MIN,@,ATL,L 14-20,,,,,,,,,,,
38,1973,1973-11-25,11,24.165,MIN,,CHI,W 31-13,,,,,,,,,,,
39,1973,1973-12-02,12,24.172,MIN,@,CIN,L 0-27,,,,,,,,,,,
40,1973,1973-12-08,13,24.178,MIN,@,GNB,W 31-7,1,0,0.00,0,0,0,,0,1,25,0
41,1973,1973-12-16,14,24.186,MIN,@,NYG,W 31-7,,,,,,,,,,,
42,1974,1974-09-15,1,25.094,MIN,@,GNB,W 32-17,0,0,,0,0,0,,0,1,24,0
43,1974,1974-09-22,2,25.101,MIN,@,DET,W 7-6,,,,,,,,,,,
44,1974,1974-09-29,3,25.108,MIN,,CHI,W 11-7,,,,,,,,,,,
45,1974,1974-10-27,7,25.136,MIN,,NWE,L 14-17,0,0,,0,0,0,,0,1,7,0
46,1974,1974-11-03,8,25.143,MIN,@,CHI,W 17-0,0,0,,0,0,0,,0,1,2,0
47,1974,1974-11-11,9,25.151,MIN,@,STL,W 28-24,,,,,,,,,,,
48,1974,1974-11-17,10,25.157,MIN,,GNB,L 7-19,,,,,,,,,,,
49,1974,1974-11-24,11,25.164,MIN,@,RAM,L 17-20,,,,,,,,,,,
50,1974,1974-12-01,12,25.171,MIN,,NOR,W 29-9,,,,,,,,,,,
51,1974,1974-12-07,13,25.177,MIN,,ATL,W 23-10,0,0,,0,0,0,,0,1,27,0
52,1974,1974-12-14,14,25.184,MIN,@,KAN,W 35-15,,,,,,,,,,,
53,1975,1975-10-19,5,26.128,MIN,,DET,W 25-19,,,,,,,,,,,
54,1975,1975-10-27,6,26.136,MIN,@,CHI,W 13-9,,,,,,,,,,,
55,1975,1975-11-16,9,26.156,MIN,@,NOR,W 20-7,0,0,,0,1,22,22.00,0,0,0,0
56,1976,1976-09-12,1,27.091,MIN,@,NOR,W 40-9,,,,,,,,,,,
57,1976,1976-09-19,2,27.098,MIN,,RAM,T 10-10,,,,,,,,,0,5,0
58,1976,1976-09-26,3,27.105,MIN,@,DET,W 10-9,,,,,,,,,,,
59,1976,1976-10-04,4,27.113,MIN,,PIT,W 17-6,,,,,,,,,,,
60,1976,1976-10-10,5,27.119,MIN,,CHI,W 20-19,,,,,,,,,,,
61,1976,1976-10-17,6,27.126,MIN,,NYG,W 24-7,0,0,,0,0,0,,0,1,0,0
62,1976,1976-10-24,7,27.133,MIN,@,PHI,W 31-12,,,,,,,,,,,
63,1976,1976-10-31,8,27.140,MIN,@,CHI,L 13-14,,,,,,,,,,,
64,1976,1976-11-07,9,27.147,MIN,,DET,W 31-23,,,,,,,,,,,
65,1976,1976-11-14,10,27.154,MIN,,SEA,W 27-21,,,,,,,,,,,
66,1976,1976-11-21,11,27.161,MIN,@,GNB,W 17-10,,,,,,,,,,,
67,1976,1976-11-29,12,27.169,MIN,@,SFO,L 16-20,,,,,,,,,,,
68,1976,1976-12-05,13,27.175,MIN,,GNB,W 20-9,,,,,,,,,,,
69,1976,1976-12-11,14,27.181,MIN,@,MIA,W 29-7,,,,,,,,,,,
70,1977,1977-09-18,1,28.097,MIN,,DAL,L 10-16,,,,,,,,,,,
71,1977,1977-09-24,2,28.103,MIN,@,TAM,W 9-3,0,0,,0,0,0,,0,1,5,0
72,1977,1977-10-02,3,28.111,MIN,,GNB,W 19-7,,,,,,,,,,,
73,1977,1977-10-09,4,28.118,MIN,,DET,W 14-7,,,,,,,,,,,
74,1977,1977-10-16,5,28.125,MIN,,CHI,W 22-16,,,,,,,,,,,
75,1977,1977-10-24,6,28.133,MIN,@,RAM,L 3-35,,,,,,,,,,,
76,1977,1977-10-30,7,28.139,MIN,@,ATL,W 14-7,,,,,,,,,,,
77,1977,1977-11-06,8,28.146,MIN,,STL,L 7-27,,,,,,,,,,,
78,1977,1977-11-13,9,28.153,MIN,,CIN,W 42-10,,,,,,,,,,,
79,1977,1977-11-20,10,28.160,MIN,@,CHI,L 7-10,,,,,,,,,,,
80,1977,1977-11-27,11,28.167,MIN,@,GNB,W 13-6,,,,,,,,,,,
81,1977,1977-12-04,12,28.174,MIN,,SFO,W 28-27,,,,,,,,,,,
82,1977,1977-12-11,13,28.181,MIN,@,OAK,L 13-35,,,,,,,,,,,
83,1977,1977-12-17,14,28.187,MIN,@,DET,W 30-21,,,,,,,,,,,
