ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
11,2002,2002-11-24,11,23.241,SDG,@,MIA,L 3-30,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,0,0.00,0,0,0
12,2002,2002-12-01,12,23.248,SDG,,DEN,W 30-27,*,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
13,2002,2002-12-08,13,23.255,SDG,,OAK,L 7-27,,2,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,
14,2002,2002-12-15,14,23.262,SDG,@,BUF,L 13-20,,2,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,
15,2002,2002-12-22,15,23.269,SDG,@,KAN,L 22-24,*,6,4,53,13.25,0,66.7%,8.83,0,0,,0,0,0,,0,0,0,,0,,,,1,28,28.00,0,0,0,,0,0,0
16,2002,2002-12-29,16,23.276,SDG,,SEA,L 28-31,,7,4,35,8.75,0,57.1%,5.00,1,3,3.00,0,1,1,100.00,20,0,0,118.7,0,0,20.00,20.00,0,0,,0,0,0,,0,0,0
17,2003,2003-09-07,1,24.163,SDG,@,KAN,L 14-27,*,10,2,29,14.50,0,20.0%,2.90,1,14,14.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
18,2003,2003-09-14,2,24.170,SDG,,DEN,L 13-37,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2003,2003-11-02,8,24.219,SDG,@,CHI,L 7-20,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2003,2003-11-09,9,24.226,SDG,,MIN,W 42-28,*,1,1,12,12.00,0,100.0%,12.00,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
21,2003,2003-11-16,10,24.233,SDG,@,DEN,L 8-37,*,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
22,2003,2003-11-23,11,24.240,SDG,,CIN,L 27-34,*,6,0,0,,0,0.0%,0.00,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
23,2003,2003-11-30,12,24.247,SDG,,KAN,L 24-28,,4,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2003,2003-12-07,13,24.254,SDG,@,DET,W 14-7,,3,0,0,,0,0.0%,0.00,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
25,2003,2003-12-14,14,24.261,SDG,,GNB,L 21-38,,4,4,25,6.25,0,100.0%,6.25,1,12,12.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
26,2004,2004-09-12,1,25.168,SDG,@,HOU,W 27-20,*,6,4,65,16.25,1,66.7%,10.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
27,2004,2004-09-19,2,25.175,SDG,,NYJ,L 28-34,*,6,4,67,16.75,1,66.7%,11.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
28,2004,2004-09-26,3,25.182,SDG,@,DEN,L 13-23,*,8,3,39,13.00,0,37.5%,4.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
29,2004,2004-10-03,4,25.189,SDG,,TEN,W 38-17,*,4,3,110,36.67,1,75.0%,27.50,1,20,20.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
30,2004,2004-10-10,5,25.196,SDG,,JAX,W 34-21,*,4,3,20,6.67,0,75.0%,5.00,2,13,6.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
31,2004,2004-10-17,6,25.203,SDG,@,ATL,L 20-21,*,1,1,9,9.00,0,100.0%,9.00,1,12,12.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
32,2005,2005-09-11,1,26.167,SDG,,DAL,L 24-28,,4,1,9,9.00,0,25.0%,2.25,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
33,2005,2005-09-18,2,26.174,SDG,@,DEN,L 17-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
34,2005,2005-09-25,3,26.181,SDG,,NYG,W 45-23,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
35,2005,2005-10-02,4,26.188,SDG,@,NWE,W 41-17,,2,2,36,18.00,1,100.0%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
36,2005,2005-10-10,5,26.196,SDG,,PIT,L 22-24,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
37,2005,2005-10-16,6,26.202,SDG,@,OAK,W 27-14,,1,1,32,32.00,0,100.0%,32.00,1,3,3.00,0,0,0,,0,0,0,,,,,,3,99,33.00,0,0,0,,0,0,0
38,2005,2005-10-23,7,26.209,SDG,@,PHI,L 17-20,*,7,4,97,24.25,0,57.1%,13.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
39,2005,2005-10-30,8,26.216,SDG,,KAN,W 28-20,,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
40,2005,2005-11-06,9,26.223,SDG,@,NYJ,W 31-26,*,6,5,43,8.60,0,83.3%,7.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
41,2005,2005-11-20,10,26.237,SDG,,BUF,W 48-10,,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
42,2005,2005-11-27,11,26.244,SDG,@,WAS,W 23-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
43,2005,2005-12-04,12,26.251,SDG,,OAK,W 34-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
44,2005,2005-12-11,13,26.258,SDG,,MIA,L 21-23,,6,4,29,7.25,0,66.7%,4.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
45,2005,2005-12-18,14,26.265,SDG,@,IND,W 26-17,,5,4,25,6.25,0,80.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
46,2005,2005-12-24,15,26.271,SDG,@,KAN,L 7-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
47,2005,2005-12-31,16,26.278,SDG,,DEN,L 7-23,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
48,2006,2006-09-10,1,27.166,NWE,,BUF,W 19-17,*,4,2,33,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
49,2006,2006-09-17,2,27.173,NWE,@,NYJ,W 24-17,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
50,2006,2006-09-24,3,27.180,NWE,,DEN,L 7-17,,7,3,46,15.33,0,42.9%,6.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
51,2006,2006-10-01,4,27.187,NWE,@,CIN,W 38-13,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
52,2006,2006-10-08,5,27.194,NWE,,MIA,W 20-10,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
53,2006,2006-10-22,6,27.208,NWE,@,BUF,W 28-6,*,9,5,22,4.40,0,55.6%,2.44,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
54,2006,2006-10-30,7,27.216,NWE,@,MIN,W 31-7,*,8,7,84,12.00,1,87.5%,10.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
55,2006,2006-11-05,8,27.222,NWE,,IND,L 20-27,*,4,1,21,21.00,0,25.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
56,2006,2006-11-12,9,27.229,NWE,,NYJ,L 14-17,*,10,9,90,10.00,1,90.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
57,2006,2006-11-19,10,27.236,NWE,@,GNB,W 35-0,*,6,3,70,23.33,1,50.0%,11.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
58,2006,2006-11-26,11,27.243,NWE,,CHI,W 17-13,*,5,3,57,19.00,0,60.0%,11.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
59,2006,2006-12-03,12,27.250,NWE,,DET,W 28-21,*,14,8,112,14.00,0,57.1%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
60,2006,2006-12-10,13,27.257,NWE,@,MIA,L 0-21,*,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,2006,2006-12-17,14,27.264,NWE,,HOU,W 40-7,*,8,6,25,4.17,0,75.0%,3.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
62,2006,2006-12-24,15,27.271,NWE,@,JAX,W 24-21,*,7,4,15,3.75,0,57.1%,2.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
63,2006,2006-12-31,16,27.278,NWE,@,TEN,W 40-23,*,7,4,134,33.50,1,57.1%,19.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
64,2007,2007-10-07,4,28.193,WAS,,DET,W 34-3,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
65,2007,2007-11-11,9,28.228,WAS,,PHI,L 25-33,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
66,2007,2007-11-18,10,28.235,WAS,@,DAL,L 23-28,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
67,2007,2007-11-25,11,28.242,WAS,@,TAM,L 13-19,,6,5,43,8.60,0,83.3%,7.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
68,2007,2007-12-02,12,28.249,WAS,,BUF,L 16-17,*,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
69,2007,2007-12-06,13,28.253,WAS,,CHI,W 24-16,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
70,2007,2007-12-16,14,28.263,WAS,@,NYG,W 22-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
71,2007,2007-12-23,15,28.270,WAS,@,MIN,W 32-21,,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
72,2007,2007-12-30,16,28.277,WAS,,DAL,W 27-6,,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
