ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,22.179,OAK,@,KAN,W 27-14,0,0,,0,0.0,1,8,0
2,1980,1980-09-14,2,22.186,OAK,@,SDG,L 24-30,0,0,,0,0.0,1,9,0
3,1980,1980-09-21,3,22.193,OAK,,WAS,W 24-21,,,,,,,,
4,1980,1980-09-28,4,22.200,OAK,@,BUF,L 7-24,,,,,,,,
5,1980,1980-10-05,5,22.207,OAK,,KAN,L 17-31,,,,,,,,
6,1980,1980-10-12,6,22.214,OAK,,SDG,W 38-24,,,,,,,,
7,1980,1980-10-20,7,22.222,OAK,@,PIT,W 45-34,,,,,,,,
8,1980,1980-10-26,8,22.228,OAK,,SEA,W 33-14,,,,,,,,
9,1980,1980-11-02,9,22.235,OAK,,MIA,W 16-10,,,,,,,,
10,1980,1980-11-09,10,22.242,OAK,,CIN,W 28-17,,,,,,,,
11,1980,1980-11-17,11,22.250,OAK,@,SEA,W 19-17,,,,,,,,
12,1980,1980-11-23,12,22.256,OAK,@,PHI,L 7-10,,,,,,,,
13,1980,1980-12-01,13,22.264,OAK,,DEN,W 9-3,,,,,,,,
14,1980,1980-12-07,14,22.270,OAK,,DAL,L 13-19,,,,,,,,
15,1980,1980-12-14,15,22.277,OAK,@,DEN,W 24-21,,,,,,,,
16,1980,1980-12-21,16,22.284,OAK,@,NYG,W 33-17,,,,,,,,
17,1981,1981-09-06,1,23.178,OAK,@,DEN,L 7-9,,,,,,,,
18,1981,1981-09-14,2,23.186,OAK,@,MIN,W 36-10,,,,,,,,
19,1981,1981-09-20,3,23.192,OAK,,SEA,W 20-10,,,,,,,,
20,1981,1981-09-27,4,23.199,OAK,@,DET,L 0-16,,,,,,,,
21,1981,1981-10-04,5,23.206,OAK,,DEN,L 0-17,,,,,,,,
22,1981,1981-10-11,6,23.213,OAK,@,KAN,L 0-27,,,,,,,,
23,1981,1981-10-18,7,23.220,OAK,,TAM,W 18-16,,,,,,,,
24,1981,1981-10-25,8,23.227,OAK,,KAN,L 17-28,,,,,,,,
25,1981,1981-11-01,9,23.234,OAK,,NWE,W 27-17,,,,,,,,
26,1981,1981-11-08,10,23.241,OAK,@,HOU,L 16-17,,,,,,,,
27,1981,1981-11-15,11,23.248,OAK,@,MIA,W 33-17,,,,,,,,
28,1981,1981-11-22,12,23.255,OAK,,SDG,L 21-55,,,,,,,,
29,1981,1981-11-29,13,23.262,OAK,@,SEA,W 32-31,,,,,,,,
30,1981,1981-12-07,14,23.270,OAK,,PIT,W 30-27,,,,,,,,
31,1981,1981-12-13,15,23.276,OAK,,CHI,L 6-23,,,,,,,,
32,1981,1981-12-21,16,23.284,OAK,@,SDG,L 10-23,,,,,,,,
33,1982,1982-09-12,1,24.184,RAI,@,SFO,W 23-17,,,,,,,,
34,1982,1982-09-19,2,24.191,RAI,@,ATL,W 38-14,0,0,,0,0.5,1,0,0
35,1982,1982-11-22,3,24.255,RAI,,SDG,W 28-24,1,13,13.00,0,0.0,0,0,0
36,1982,1982-11-28,4,24.261,RAI,@,CIN,L 17-31,,,,,,,,
37,1982,1982-12-05,5,24.268,RAI,,SEA,W 28-23,0,0,,0,1.0,0,0,0
38,1982,1982-12-12,6,24.275,RAI,@,KAN,W 21-16,,,,,,,,
39,1982,1982-12-18,7,24.281,RAI,,RAM,W 37-31,0,0,,0,0.0,1,17,0
40,1982,1982-12-26,8,24.289,RAI,,DEN,W 27-10,0,0,,0,1.0,1,60,0
41,1982,1983-01-02,9,24.296,RAI,@,SDG,W 41-34,,,,,,,,
42,1983,1983-09-04,1,25.176,RAI,@,CIN,W 20-10,0,0,,0,0.0,1,14,0
43,1983,1983-09-11,2,25.183,RAI,,HOU,W 20-6,,,,,,,,
44,1983,1983-09-19,3,25.191,RAI,,MIA,W 27-14,,,,,,,,
45,1983,1983-09-25,4,25.197,RAI,@,DEN,W 22-7,,,,,,,,
46,1983,1983-10-02,5,25.204,RAI,@,WAS,L 35-37,,,,,,,,
47,1983,1983-10-09,6,25.211,RAI,,KAN,W 21-20,0,0,,0,1.0,0,0,0
48,1983,1983-10-16,7,25.218,RAI,@,SEA,L 36-38,,,,,,,,
49,1983,1983-10-23,8,25.225,RAI,@,DAL,W 40-38,0,0,,0,1.0,0,0,0
50,1983,1983-10-30,9,25.232,RAI,,SEA,L 21-34,,,,,,,,
51,1983,1983-11-06,10,25.239,RAI,@,KAN,W 28-20,,,,,,,,
52,1983,1983-11-13,11,25.246,RAI,,DEN,W 22-20,,,,,,,,
53,1983,1983-11-20,12,25.253,RAI,@,BUF,W 27-24,,,,,,,,
54,1983,1983-11-27,13,25.260,RAI,,NYG,W 27-12,,,,,,,,
55,1983,1983-12-01,14,25.264,RAI,@,SDG,W 42-10,,,,,,,,
56,1983,1983-12-11,15,25.274,RAI,,STL,L 24-34,2,19,9.50,0,0.0,0,0,0
57,1983,1983-12-18,16,25.281,RAI,,SDG,W 30-14,,,,,,,,
58,1984,1984-09-02,1,26.174,RAI,@,HOU,W 24-14,,,,,,,,
59,1984,1984-09-09,2,26.181,RAI,,GNB,W 28-7,,,,,,,,
60,1984,1984-09-16,3,26.188,RAI,@,KAN,W 22-20,,,,,,,,
61,1984,1984-09-24,4,26.196,RAI,,SDG,W 33-30,,,,,,,,
62,1984,1984-09-30,5,26.202,RAI,@,DEN,L 13-16,,,,,,,,
63,1984,1984-10-07,6,26.209,RAI,,SEA,W 28-14,0,0,,0,1.0,0,0,0
64,1984,1984-10-14,7,26.216,RAI,,MIN,W 23-20,0,0,,0,1.0,0,0,0
65,1984,1984-10-21,8,26.223,RAI,@,SDG,W 44-37,,,,,,,,
66,1984,1984-10-28,9,26.230,RAI,,DEN,L 19-22,,,,,,,,
67,1984,1984-11-04,10,26.237,RAI,@,CHI,L 6-17,,,,,,,,
68,1984,1984-11-12,11,26.245,RAI,@,SEA,L 14-17,,,,,,,,
69,1984,1984-11-18,12,26.251,RAI,,KAN,W 17-7,,,,,,,,
70,1984,1984-11-25,13,26.258,RAI,,IND,W 21-7,,,,,,,,
71,1984,1984-12-02,14,26.265,RAI,@,MIA,W 45-34,,,,,,,,
72,1984,1984-12-10,15,26.273,RAI,@,DET,W 24-3,0,0,,0,0.5,0,0,0
73,1984,1984-12-16,16,26.279,RAI,,PIT,L 7-13,,,,,,,,
74,1985,1985-09-08,1,27.180,RAI,,NYJ,W 31-0,,,,,,,,
75,1985,1985-09-12,2,27.184,RAI,@,KAN,L 20-36,0,0,,0,1.0,0,0,0
76,1985,1985-09-22,3,27.194,RAI,,SFO,L 10-34,,,,,,,,
77,1985,1985-09-29,4,27.201,RAI,@,NWE,W 35-20,,,,,,,,
78,1985,1985-10-06,5,27.208,RAI,,KAN,W 19-10,,,,,,,,
79,1985,1985-10-13,6,27.215,RAI,,NOR,W 23-13,,,,,,,,
80,1985,1985-10-20,7,27.222,RAI,@,CLE,W 21-20,,,,,,,,
81,1985,1985-10-28,8,27.230,RAI,,SDG,W 34-21,,,,,,,,
82,1985,1985-11-03,9,27.236,RAI,@,SEA,L 3-33,,,,,,,,
83,1985,1985-11-10,10,27.243,RAI,@,SDG,L 34-40,,,,,,,,
84,1985,1985-11-17,11,27.250,RAI,,CIN,W 13-6,,,,,,,,
85,1985,1985-11-24,12,27.257,RAI,,DEN,W 31-28,,,,,,,,
86,1985,1985-12-01,13,27.264,RAI,@,ATL,W 34-24,,,,,,,,
87,1985,1985-12-08,14,27.271,RAI,@,DEN,W 17-14,,,,,,,,
88,1985,1985-12-15,15,27.278,RAI,,SEA,W 13-3,,,,,,,,
89,1985,1985-12-23,16,27.286,RAI,@,RAM,W 16-6,,,,,,,,
90,1986,1986-09-07,1,28.179,RAI,@,DEN,L 36-38,,,,,,,,
91,1986,1986-09-14,2,28.186,RAI,@,WAS,L 6-10,,,,,,,,
92,1986,1986-09-21,3,28.193,RAI,,NYG,L 9-14,,,,,,,,
93,1986,1986-09-28,4,28.200,RAI,,SDG,W 17-13,1,19,19.00,0,0.0,0,0,0
94,1986,1986-10-05,5,28.207,RAI,@,KAN,W 24-17,,,,,,,,
95,1986,1986-10-12,6,28.214,RAI,,SEA,W 14-10,,,,,,,,
96,1986,1986-10-19,7,28.221,RAI,@,MIA,W 30-28,,,,,,,,
97,1986,1986-10-26,8,28.228,RAI,@,HOU,W 28-17,,,,,,,,
98,1986,1986-11-02,9,28.235,RAI,,DEN,L 10-21,1,11,11.00,0,1.0,0,0,0
99,1986,1986-11-09,10,28.242,RAI,@,DAL,W 17-13,,,,,,,,
100,1986,1986-11-16,11,28.249,RAI,,CLE,W 27-14,,,,,,,,
