ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1988,1988-09-04,1,24.234,SEA,@,DEN,W 21-14,,0,0,,0,,,,
2,1988,1988-09-11,2,24.241,SEA,,KAN,W 31-10,,1,4,4.00,0,,,0,0
3,1988,1988-09-18,3,24.248,SEA,@,SDG,L 6-17,,0,0,,0,,,,
4,1988,1988-09-25,4,24.255,SEA,,SFO,L 7-38,,2,15,7.50,0,,,0,0
5,1988,1988-10-02,5,24.262,SEA,@,ATL,W 31-20,,0,0,,0,,,,
6,1988,1988-10-09,6,24.269,SEA,@,CLE,W 16-10,,0,0,,0,,,,
7,1988,1988-10-16,7,24.276,SEA,,NOR,L 19-20,,1,6,6.00,0,,,0,0
8,1988,1988-10-23,8,24.283,SEA,@,RAM,L 10-31,,2,7,3.50,0,,,0,0
9,1988,1988-10-30,9,24.290,SEA,,SDG,W 17-14,,0,0,,0,,,,
10,1989,1989-09-10,1,25.239,SEA,@,PHI,L 7-31,,0,0,,0,,,,
11,1989,1989-09-17,2,25.246,SEA,,PHO,L 24-34,,2,31,15.50,0,,,0,0
12,1989,1989-09-24,3,25.253,SEA,@,NWE,W 24-3,,1,12,12.00,0,,,0,0
13,1989,1989-10-01,4,25.260,SEA,@,RAI,W 24-20,,1,19,19.00,0,,,0,0
14,1989,1989-10-08,5,25.267,SEA,,KAN,L 16-20,,3,32,10.67,0,,,0,0
15,1990,1990-09-09,1,26.238,SEA,@,CHI,L 0-17,,4,46,11.50,0,,,0,0
16,1990,1990-09-16,2,26.245,SEA,,RAI,L 13-17,,4,51,12.75,0,,,0,0
17,1990,1990-09-23,3,26.252,SEA,@,DEN,L 31-34,,4,47,11.75,0,,,0,0
18,1990,1990-10-01,4,26.260,SEA,,CIN,W 31-16,,3,78,26.00,1,,,1,6
19,1990,1990-10-07,5,26.266,SEA,@,NWE,W 33-20,,1,20,20.00,1,,,1,6
20,1990,1990-10-14,6,26.273,SEA,@,RAI,L 17-24,,3,41,13.67,1,,,1,6
21,1990,1990-10-21,7,26.280,SEA,,KAN,W 19-7,,0,0,,0,,,,
22,1990,1990-11-04,8,26.294,SEA,,SDG,L 14-31,,6,97,16.17,0,,,0,0
23,1990,1990-11-11,9,26.301,SEA,@,KAN,W 17-16,,2,45,22.50,0,,,0,0
