ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1988,1988-09-25,4,25.126,PHI,@,MIN,L 21-23,
2,1988,1988-10-02,5,25.133,PHI,,HOU,W 32-23,
3,1988,1988-10-10,6,25.141,PHI,,NYG,W 24-13,
4,1988,1988-10-16,7,25.147,PHI,@,CLE,L 3-19,
5,1988,1988-10-23,8,25.154,PHI,,DAL,W 24-23,
6,1988,1988-10-30,9,25.161,PHI,,ATL,L 24-27,
7,1988,1988-11-06,10,25.168,PHI,,RAM,W 30-24,
8,1988,1988-11-13,11,25.175,PHI,@,PIT,W 27-26,
9,1988,1988-11-20,12,25.182,PHI,@,NYG,W 23-17,1.0
10,1988,1988-11-27,13,25.189,PHI,,PHO,W 31-21,
