ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1956,1956-10-06,2,25.198,BAL,,DET,L 14-31,1,-1,-1.00,0,0,0,,0
2,1956,1956-10-14,3,25.206,BAL,@,GNB,L 33-38,1,5,5.00,0,0,0,,0
3,1956,1956-11-11,6,25.234,BAL,@,CLE,W 21-7,2,2,1.00,0,0,0,,0
4,1956,1956-11-18,7,25.241,BAL,@,DET,L 3-27,0,0,,0,1,30,30.00,0
5,1956,1956-11-25,8,25.248,BAL,,RAM,W 56-21,9,70,7.78,2,3,70,23.33,1
6,1956,1956-12-02,9,25.255,BAL,,SFO,L 17-20,2,8,4.00,0,2,11,5.50,0
7,1956,1956-12-09,10,25.262,BAL,@,RAM,L 7-31,2,5,2.50,0,2,19,9.50,0
8,1956,1956-12-16,11,25.269,BAL,@,SFO,L 17-30,10,50,5.00,0,1,8,8.00,0
9,1956,1956-12-23,12,25.276,BAL,,WAS,W 19-17,17,76,4.47,0,2,39,19.50,0
