ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1987,1987-10-04,3,23.237,CHI,@,PHI,W 35-3,3,25,8.33,0
2,1987,1987-10-11,4,23.244,CHI,,MIN,W 27-7,1,16,16.00,0
3,1987,1987-10-18,5,23.251,CHI,,NOR,L 17-19,4,23,5.75,0
