ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-12-06,12,22.326,CIN,@,CLE,W 37-3,,1,1,4,4.00,0,100.0%,4.00,0,0
2,2015,2015-12-13,13,22.333,CIN,,PIT,L 20-33,,0,0,0,,0,0.0%,,0,0
3,2015,2015-12-20,14,22.340,CIN,@,SFO,W 24-14,,0,0,0,,0,0.0%,,0,0
4,2015,2015-12-28,15,22.348,CIN,@,DEN,L 17-20,,0,0,0,,0,0.0%,,0,0
5,2015,2016-01-03,16,22.354,CIN,,BAL,W 24-16,,0,0,0,,0,0.0%,,0,0
6,2016,2016-09-11,1,23.241,CIN,@,NYJ,W 23-22,*,5,2,59,29.50,0,40.0%,11.80,0,0
7,2016,2016-09-18,2,23.248,CIN,@,PIT,L 16-24,*,8,3,9,3.00,0,37.5%,1.13,0,0
8,2016,2016-09-25,3,23.255,CIN,,DEN,L 17-29,,4,2,31,15.50,0,50.0%,7.75,0,0
9,2016,2016-09-29,4,23.259,CIN,,MIA,W 22-7,*,5,4,45,11.25,0,80.0%,9.00,0,0
10,2016,2016-10-09,5,23.269,CIN,@,DAL,L 14-28,*,5,5,43,8.60,0,100.0%,8.60,0,0
11,2016,2016-10-16,6,23.276,CIN,@,NWE,L 17-35,*,2,1,6,6.00,0,50.0%,3.00,0,0
12,2016,2016-10-23,7,23.283,CIN,,CLE,W 31-17,*,0,0,0,,0,0.0%,,0,0
13,2016,2016-11-14,9,23.305,CIN,@,NYG,L 20-21,,0,0,0,,0,0.0%,,0,0
14,2016,2016-12-24,15,23.345,CIN,@,HOU,L 10-12,*,6,5,28,5.60,0,83.3%,4.67,0,0
15,2016,2017-01-01,16,23.353,CIN,,BAL,W 27-10,*,3,3,13,4.33,1,100.0%,4.33,1,6
16,2017,2017-09-24,3,24.253,CIN,@,GNB,L 24-27,,0,0,0,,0,0.0%,,0,0
17,2017,2017-10-01,4,24.260,CIN,@,CLE,W 31-7,,1,1,11,11.00,0,100.0%,11.00,0,0
18,2017,2017-10-08,5,24.267,CIN,,BUF,W 20-16,*,2,1,21,21.00,0,50.0%,10.50,0,0
19,2017,2017-10-22,6,24.281,CIN,@,PIT,L 14-29,*,2,1,7,7.00,0,50.0%,3.50,0,0
20,2017,2017-10-29,7,24.288,CIN,,IND,W 24-23,*,0,0,0,,0,0.0%,,0,0
21,2017,2017-11-05,8,24.295,CIN,@,JAX,L 7-23,,1,0,0,,0,0.0%,0.00,0,0
22,2017,2017-11-12,9,24.302,CIN,@,TEN,L 20-24,,0,0,0,,0,0.0%,,0,0
23,2017,2017-11-19,10,24.309,CIN,@,DEN,W 20-17,,0,0,0,,0,0.0%,,0,0
24,2017,2017-11-26,11,24.316,CIN,,CLE,W 30-16,,0,0,0,,0,0.0%,,0,0
25,2017,2017-12-04,12,24.324,CIN,,PIT,L 20-23,,1,1,21,21.00,0,100.0%,21.00,0,0
26,2017,2017-12-10,13,24.330,CIN,,CHI,L 7-33,,1,0,0,,0,0.0%,0.00,0,0
27,2017,2017-12-17,14,24.337,CIN,@,MIN,L 7-34,*,4,4,24,6.00,0,100.0%,6.00,0,0
28,2017,2017-12-24,15,24.344,CIN,,DET,W 26-17,,1,1,1,1.00,1,100.0%,1.00,1,6
29,2017,2017-12-31,16,24.351,CIN,@,BAL,W 31-27,,2,1,7,7.00,0,50.0%,3.50,0,0
30,2018,2018-09-09,1,25.238,CIN,@,IND,W 34-23,*,1,1,4,4.00,0,100.0%,4.00,0,0
31,2018,2018-09-13,2,25.242,CIN,,BAL,W 34-23,*,4,3,45,15.00,0,75.0%,11.25,0,0
32,2018,2018-09-23,3,25.252,CIN,@,CAR,L 21-31,,2,2,19,9.50,1,100.0%,9.50,1,6
