ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-20,3,24.357,DEN,@,KAN,L 7-15,,,,,,0.0%,,,,,,,
2,1993,1993-10-03,4,25.005,DEN,,IND,W 35-13,,,,,,0.0%,,,,,,,
3,1993,1993-10-10,5,25.012,DEN,@,GNB,L 27-30,,,,,,0.0%,,,,,,,
4,1993,1993-10-18,6,25.020,DEN,,RAI,L 20-23,,,,,,0.0%,,,,,,,
5,1993,1993-10-31,7,25.033,DEN,,SEA,W 28-17,,,,,,0.0%,,,,,,,
6,1993,1993-11-07,8,25.040,DEN,@,CLE,W 29-14,,,,,,0.0%,,,,,,,
7,1993,1993-11-14,9,25.047,DEN,,MIN,L 23-26,,,,,,0.0%,,,,,,,
8,1993,1993-11-21,10,25.054,DEN,,PIT,W 37-13,,,,,,0.0%,,,,,,,
9,1993,1993-11-28,11,25.061,DEN,@,SEA,W 17-9,,,,,,0.0%,,,,,,,
10,1993,1993-12-05,12,25.068,DEN,@,SDG,L 10-13,,,,,,0.0%,,,,,,,
11,1993,1993-12-12,13,25.075,DEN,,KAN,W 27-21,,,,,,0.0%,,,,,,,
12,1993,1993-12-18,14,25.081,DEN,@,CHI,W 13-3,,,,,,0.0%,,,,,,,
13,1993,1993-12-26,15,25.089,DEN,,TAM,L 10-17,,,,,,0.0%,,,,,,,
14,1993,1994-01-02,16,25.096,DEN,@,RAI,L 30-33,,,,,,0.0%,,,,,,,
15,1994,1994-09-04,1,25.341,DEN,,SDG,L 34-37,2,0,0,,0,0.0%,0.00,0,0,,0,,
16,1994,1994-09-11,2,25.348,DEN,@,NYJ,L 22-25,0,0,0,,0,0.0%,,1,6,6.00,0,0,0
17,1994,1994-09-18,3,25.355,DEN,,RAI,L 16-48,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
18,1994,1994-09-26,4,25.363,DEN,@,BUF,L 20-27,,0,0,,0,0.0%,,0,0,,0,,
19,1994,1994-10-09,5,26.011,DEN,@,SEA,W 16-9,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0
20,1994,1994-10-17,6,26.019,DEN,,KAN,L 28-31,2,2,34,17.00,1,100.0%,17.00,0,0,,0,1,6
21,1994,1994-10-23,7,26.025,DEN,@,SDG,W 20-15,3,0,0,,0,0.0%,0.00,0,0,,0,,
22,1994,1994-10-30,8,26.032,DEN,,CLE,W 26-14,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
23,1994,1994-11-06,9,26.039,DEN,@,RAM,L 21-27,1,0,0,,0,0.0%,0.00,0,0,,0,,
24,1994,1994-11-13,10,26.046,DEN,,SEA,W 17-10,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
25,1994,1994-11-20,11,26.053,DEN,,ATL,W 32-28,2,0,0,,0,0.0%,0.00,0,0,,0,,
26,1994,1994-11-27,12,26.060,DEN,,CIN,W 15-13,,0,0,,0,0.0%,,0,0,,0,,
27,1994,1994-12-04,13,26.067,DEN,@,KAN,W 20-17,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0
28,1994,1994-12-11,14,26.074,DEN,@,RAI,L 13-23,3,0,0,,0,0.0%,0.00,0,0,,0,,
29,1994,1994-12-17,15,26.080,DEN,@,SFO,L 19-42,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0
30,1994,1994-12-24,16,26.087,DEN,,NOR,L 28-30,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
31,1995,1995-09-03,1,26.340,DEN,,BUF,W 22-7,,0,0,,0,0.0%,,,,,,,
32,1995,1995-09-10,2,26.347,DEN,@,DAL,L 21-31,,0,0,,0,0.0%,,,,,,,
33,1995,1995-09-17,3,26.354,DEN,,WAS,W 38-31,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
34,1995,1995-09-24,4,26.361,DEN,@,SDG,L 6-17,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0
35,1995,1995-10-01,5,27.003,DEN,@,SEA,L 10-27,,0,0,,0,0.0%,,,,,,,
36,1995,1995-10-08,6,27.010,DEN,@,NWE,W 37-3,,0,0,,0,0.0%,,,,,,,
37,1995,1995-10-16,7,27.018,DEN,,OAK,W 27-0,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0
38,1995,1995-10-22,8,27.024,DEN,,KAN,L 7-21,,0,0,,0,0.0%,,,,,,,
39,1995,1995-11-05,9,27.038,DEN,,ARI,W 38-6,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0
40,1995,1995-11-12,10,27.045,DEN,@,PHI,L 13-31,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
41,1995,1995-11-19,11,27.052,DEN,,SDG,W 30-27,,0,0,,0,0.0%,,,,,,,
42,1995,1995-11-26,12,27.059,DEN,@,HOU,L 33-42,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0
43,1995,1995-12-03,13,27.066,DEN,,JAX,W 31-23,4,4,28,7.00,1,100.0%,7.00,0,0,,0,1,6
