ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,24.158,OAK,@,NYJ,L 14-19,,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0
2,2014,2014-09-14,2,24.165,OAK,,HOU,L 14-30,,,,,,,0.0%,,,,,,
3,2014,2014-09-21,3,24.172,OAK,@,NWE,L 9-16,,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0
4,2014,2014-09-28,4,24.179,OAK,,MIA,L 14-38,,1,1,3,3.00,1,100.0%,3.00,1,6,0.0,1,0
5,2014,2014-10-12,5,24.193,OAK,,SDG,L 28-31,,,,,,,0.0%,,,,,,
6,2014,2014-10-19,6,24.200,OAK,,ARI,L 13-24,,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,1,0
7,2014,2014-10-26,7,24.207,OAK,@,CLE,L 13-23,,,0,0,,0,0.0%,,0,0,0.0,1,0
8,2014,2014-11-02,8,24.214,OAK,@,SEA,L 24-30,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
9,2014,2014-11-09,9,24.221,OAK,,DEN,L 17-41,*,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,1,0
10,2014,2014-11-16,10,24.228,OAK,@,SDG,L 6-13,,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,1,0
11,2014,2014-11-20,11,24.232,OAK,,KAN,W 24-20,*,,,,,,0.0%,,,,,,
12,2014,2014-11-30,12,24.242,OAK,@,STL,L 0-52,,,,,,,0.0%,,,,,,
13,2015,2015-12-13,13,25.255,SFO,@,CLE,L 10-24,,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0
14,2015,2015-12-20,14,25.262,SFO,,CIN,L 14-24,,0,0,0,,0,0.0%,,0,0,0.0,0,0
15,2015,2015-12-27,15,25.269,SFO,@,DET,L 17-32,,0,0,0,,0,0.0%,,0,0,0.0,0,0
16,2015,2016-01-03,16,25.276,SFO,,STL,W 19-16,,0,0,0,,0,0.0%,,0,0,0.0,0,0
