ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2016,2016-10-06,5,23.318,ARI,@,SFO,W 33-21,*,1,0,0,,0,0.0%,0.00
2,2016,2016-10-23,7,23.335,ARI,,SEA,T 6-6,,0,0,0,,0,0.0%,
3,2016,2016-10-30,8,23.342,ARI,@,CAR,L 20-30,,0,0,0,,0,0.0%,
4,2016,2016-11-13,9,23.356,ARI,,SFO,W 23-20,,1,0,0,,0,0.0%,0.00
5,2016,2016-11-20,10,23.363,ARI,@,MIN,L 24-30,,0,0,0,,0,0.0%,
6,2016,2016-11-27,11,24.004,ARI,@,ATL,L 19-38,,0,0,0,,0,0.0%,
7,2016,2016-12-04,12,24.011,ARI,,WAS,W 31-23,,0,0,0,,0,0.0%,
8,2016,2016-12-11,13,24.018,ARI,@,MIA,L 23-26,,0,0,0,,0,0.0%,
9,2016,2016-12-18,14,24.025,ARI,,NOR,L 41-48,,0,0,0,,0,0.0%,
10,2016,2016-12-24,15,24.031,ARI,@,SEA,W 34-31,,0,0,0,,0,0.0%,
11,2016,2017-01-01,16,24.039,ARI,@,LAR,W 44-6,,0,0,0,,0,0.0%,
12,2017,2017-12-31,16,25.038,DET,,GNB,W 35-11,,0,0,0,,0,0.0%,
13,2018,2018-09-10,1,25.291,DET,,NYJ,L 17-48,,2,1,5,5.00,0,50.0%,2.50
14,2018,2018-09-23,3,25.304,DET,,NWE,W 26-10,,0,0,0,,0,0.0%,
