ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1967,1967-10-01,4,24.049,HOU,,DEN,W 10-6,1,15,15.00,0,0,0,,0,0,0
2,1967,1967-10-15,5,24.063,HOU,@,NYJ,T 28-28,1,4,4.00,1,0,0,,0,1,6
3,1967,1967-10-22,6,24.070,HOU,@,KAN,W 24-19,2,24,12.00,0,0,0,,0,0,0
4,1967,1967-11-12,9,24.091,BUF,@,NYJ,L 10-20,1,42,42.00,0,0,0,,0,0,0
5,1967,1967-11-26,11,24.105,BUF,@,MIA,L 14-17,2,67,33.50,1,0,0,,0,1,6
6,1967,1967-12-03,12,24.112,BUF,@,KAN,L 13-23,4,43,10.75,0,0,0,,0,0,0
7,1967,1967-12-09,13,24.118,BUF,@,BOS,W 44-16,1,5,5.00,0,0,0,,0,0,0
8,1967,1967-12-24,14,24.133,BUF,@,OAK,L 21-28,1,4,4.00,0,0,0,,0,0,0
9,1968,1968-10-27,8,25.075,BUF,,HOU,L 7-30,1,36,36.00,1,0,0,,0,1,6
10,1968,1968-11-03,9,25.082,BUF,@,NYJ,L 21-25,1,9,9.00,0,0,0,,0,0,0
11,1968,1968-11-10,10,25.089,BUF,,MIA,L 17-21,1,43,43.00,0,0,0,,0,0,0
12,1968,1968-11-17,11,25.096,BUF,,SDG,L 6-21,,,,,0,18,,0,,
13,1968,1968-12-07,14,25.116,BUF,@,HOU,L 6-35,1,6,6.00,0,0,0,,0,0,0
14,1969,1969-11-02,7,26.081,ATL,,RAM,L 6-38,1,16,16.00,0,0,0,,0,0,0
