ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1978,1978-09-03,1,22.094,MIA,@,NYJ,L 20-33,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
2,1978,1978-09-10,2,22.101,MIA,@,BAL,W 42-0,1,2,2.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
3,1978,1978-09-17,3,22.108,MIA,,BUF,W 31-24,,,,,,,,,,,,,,,,,,,,,,,,,
4,1978,1978-09-24,4,22.115,MIA,@,PHI,L 3-17,,,,,,,,,,,,,,,,,,,,,,,,,
5,1978,1978-10-01,5,22.122,MIA,,STL,W 24-10,,,,,,,,,,,,,,,,,,,,,,,,,
6,1978,1978-10-09,6,22.130,MIA,,CIN,W 21-0,,,,,,,,,,,,,,,,,,,,,,,,,
7,1978,1978-10-15,7,22.136,MIA,@,SDG,W 28-21,,,,,,,,,,,,,,,,,,,,,,,,,
8,1978,1978-10-22,8,22.143,MIA,@,NWE,L 24-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0
9,1978,1978-10-29,9,22.150,MIA,,BAL,W 26-8,,,,,,,,,,,,,,,,,,,,,,,,,
10,1978,1978-11-05,10,22.157,MIA,,DAL,W 23-16,,,,,,,,,,,,,,,,,,,,,,,,,
11,1978,1978-11-12,11,22.164,MIA,@,BUF,W 25-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,12,12.00,0,0,0
12,1978,1978-11-20,12,22.172,MIA,@,HOU,L 30-35,,,,,,,,,,,,,,,,,,,,,,,,,
13,1978,1978-11-26,13,22.178,MIA,,NYJ,L 13-24,1,13,13.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
14,1978,1978-12-03,14,22.185,MIA,@,WAS,W 16-0,,,,,,,,,,,,,,,,,,,,,,,,,
15,1978,1978-12-10,15,22.192,MIA,,OAK,W 23-6,,,,,,,,,,,,,,,,,,,,,,,,,
16,1978,1978-12-18,16,22.200,MIA,,NWE,W 23-3,,,,,,,,,,,,,,,,,,,,,,,,,
17,1979,1979-09-02,1,23.093,MIA,@,BUF,W 9-7,4,41,10.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1979,1979-09-09,2,23.100,MIA,,SEA,W 19-10,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1979,1979-09-16,3,23.107,MIA,@,MIN,W 27-12,4,62,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1979,1979-09-23,4,23.114,MIA,,CHI,W 31-16,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1979,1979-09-30,5,23.121,MIA,@,NYJ,L 27-33,1,18,18.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
22,1979,1979-10-08,6,23.129,MIA,@,OAK,L 3-13,2,30,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1979,1979-10-14,7,23.135,MIA,,BUF,W 17-7,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
24,1979,1979-10-21,8,23.142,MIA,@,NWE,L 13-28,3,39,13.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
25,1979,1979-10-28,9,23.149,MIA,,GNB,W 27-7,3,38,12.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1979,1979-11-05,10,23.157,MIA,,HOU,L 6-9,,,,,,,,,,,,,,,,,,,,,,,,,
27,1979,1979-11-11,11,23.163,MIA,,BAL,W 19-0,2,23,11.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
28,1979,1979-11-18,12,23.170,MIA,@,CLE,L 24-30,3,39,13.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
29,1979,1979-11-25,13,23.177,MIA,@,BAL,W 28-24,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1979,1979-11-29,14,23.181,MIA,,NWE,W 39-24,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1979,1979-12-09,15,23.191,MIA,@,DET,W 28-10,,,,,,,,,,,,,,,,,,,,,,,,,
32,1979,1979-12-15,16,23.197,MIA,,NYJ,L 24-27,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
33,1980,1980-09-07,1,24.098,MIA,@,BUF,L 7-17,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1980,1980-09-14,2,24.105,MIA,,CIN,W 17-16,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1980,1980-09-21,3,24.112,MIA,@,ATL,W 20-17,4,25,6.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
36,1980,1980-09-28,4,24.119,MIA,,NOR,W 21-16,2,16,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
37,1980,1980-10-05,5,24.126,MIA,,BAL,L 17-30,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1980,1980-10-12,6,24.133,MIA,@,NWE,L 0-34,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
39,1980,1980-10-19,7,24.140,MIA,,BUF,W 17-14,,,,,,,,,,,,,,,,,,,,,,,,,
40,1980,1980-10-27,8,24.148,MIA,@,NYJ,L 14-17,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
41,1980,1980-11-02,9,24.154,MIA,@,OAK,L 10-16,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
42,1980,1980-11-09,10,24.161,MIA,@,RAM,W 35-14,2,18,9.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
43,1980,1980-11-16,11,24.168,MIA,,SFO,W 17-13,,,,,,,,,,,,,,,,,,,,,,,,,
44,1980,1980-11-20,12,24.172,MIA,,SDG,L 24-27,,,,,,,,,,,,,,,,,,,,,,,,,
45,1980,1980-11-30,13,24.182,MIA,@,PIT,L 10-23,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
46,1980,1980-12-08,14,24.190,MIA,,NWE,W 16-13,,,,,,,,,,,,,,,,,,,,,,,,,
47,1980,1980-12-14,15,24.196,MIA,@,BAL,W 24-14,,,,,,,,,,,,,,,,,,,,,,,,,
48,1980,1980-12-20,16,24.202,MIA,,NYJ,L 17-24,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
49,1981,1981-09-06,1,25.097,MIA,@,STL,W 20-7,0,0,,0,,,,,,,,,,,,,,,,,,,,,
50,1981,1981-09-10,2,25.101,MIA,,PIT,W 30-10,0,0,,0,,,,,,,,,,,,,,,,,,,,,
51,1981,1981-09-20,3,25.111,MIA,@,HOU,W 16-10,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
52,1981,1981-09-27,4,25.118,MIA,@,BAL,W 31-28,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
53,1981,1981-10-04,5,25.125,MIA,,NYJ,T 28-28,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
54,1981,1981-10-12,6,25.133,MIA,@,BUF,L 21-31,0,0,,0,,,,,,,,,,,,,,,,,,,,,
55,1981,1981-10-18,7,25.139,MIA,,WAS,W 13-10,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,1981,1981-10-25,8,25.146,MIA,@,DAL,L 27-28,0,0,,0,,,,,,,,,,,,,,,,,,,,,
57,1981,1981-11-01,9,25.153,MIA,,BAL,W 27-10,4,54,13.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
58,1981,1981-11-08,10,25.160,MIA,@,NWE,W 30-27,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,1981,1981-11-15,11,25.167,MIA,,OAK,L 17-33,0,0,,0,,,,,,,,,,,,,,,,,,,,,
60,1981,1981-11-22,12,25.174,MIA,@,NYJ,L 15-16,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
61,1981,1981-11-30,13,25.182,MIA,,PHI,W 13-10,0,0,,0,,,,,,,,,,,,,,,,,,,,,
62,1981,1981-12-06,14,25.188,MIA,,NWE,W 24-14,0,0,,0,,,,,,,,,,,,,,,,,,,,,
63,1981,1981-12-13,15,25.195,MIA,@,KAN,W 17-7,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,1981,1981-12-19,16,25.201,MIA,,BUF,W 16-6,3,55,18.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,1982,1982-09-12,1,26.103,MIA,@,NYJ,W 45-28,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
66,1982,1982-09-19,2,26.110,MIA,,BAL,W 24-20,1,4,4.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
67,1982,1982-11-21,3,26.173,MIA,@,BUF,W 9-7,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
68,1982,1982-11-29,4,26.181,MIA,@,TAM,L 17-23,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
69,1982,1982-12-05,5,26.187,MIA,,MIN,W 22-14,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
70,1982,1982-12-12,6,26.194,MIA,@,NWE,L 0-3,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
71,1982,1982-12-18,7,26.200,MIA,,NYJ,W 20-19,3,3,1.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
72,1982,1982-12-27,8,26.209,MIA,,BUF,W 27-10,0,0,,0,,,,,,,,,,,,,,,,,,,,,
73,1982,1983-01-02,9,26.215,MIA,@,BAL,W 34-7,1,4,4.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
74,1983,1983-09-04,1,27.095,MIA,@,BUF,W 12-0,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,
75,1983,1983-09-11,2,27.102,MIA,,NWE,W 34-24,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,
76,1983,1983-09-19,3,27.110,MIA,@,RAI,L 14-27,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,
77,1983,1983-09-25,4,27.116,MIA,,KAN,W 14-6,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
78,1983,1983-10-02,5,27.123,MIA,@,NOR,L 7-17,3,49,16.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
79,1983,1983-10-16,7,27.137,MIA,@,NYJ,W 32-14,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,
80,1983,1983-10-23,8,27.144,MIA,@,BAL,W 21-7,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
81,1983,1983-10-30,9,27.151,MIA,,RAM,W 30-14,3,23,7.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,1983,1983-11-06,10,27.158,MIA,@,SFO,W 20-17,2,29,14.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
83,1983,1983-11-13,11,27.165,MIA,@,NWE,L 6-17,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
84,1983,1983-11-20,12,27.172,MIA,,BAL,W 37-0,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
85,1983,1983-11-28,13,27.180,MIA,,CIN,W 38-14,2,18,9.00,0,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
86,1983,1983-12-04,14,27.186,MIA,@,HOU,W 24-17,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
87,1983,1983-12-10,15,27.192,MIA,,ATL,W 31-24,4,26,6.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
88,1983,1983-12-16,16,27.198,MIA,,NYJ,W 34-14,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
89,1984,1984-09-02,1,28.093,MIA,@,WAS,W 35-17,0,0,,0,,,,,,,,,,,,,,,,,,,,,
90,1984,1984-09-09,2,28.100,MIA,,NWE,W 28-7,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
91,1984,1984-09-17,3,28.108,MIA,@,BUF,W 21-17,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
92,1984,1984-09-23,4,28.114,MIA,,IND,W 44-7,0,0,,0,,,,,,,,,,,,,,,,,,,,,
93,1984,1984-09-30,5,28.121,MIA,@,STL,W 36-28,0,0,,0,,,,,,,,,,,,,,,,,,,,,
94,1984,1984-10-07,6,28.128,MIA,@,PIT,W 31-7,1,3,3.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
95,1984,1984-10-14,7,28.135,MIA,,HOU,W 28-10,3,26,8.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
96,1984,1984-10-21,8,28.142,MIA,@,NWE,W 44-24,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
97,1984,1984-10-28,9,28.149,MIA,,BUF,W 38-7,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
98,1984,1984-11-04,10,28.156,MIA,@,NYJ,W 31-17,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
99,1984,1984-11-11,11,28.163,MIA,,PHI,W 24-23,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
100,1984,1984-11-18,12,28.170,MIA,@,SDG,L 28-34,4,50,12.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
101,1984,1984-11-26,13,28.178,MIA,,NYJ,W 28-17,6,51,8.50,2,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
102,1984,1984-12-02,14,28.184,MIA,,RAI,L 34-45,0,0,,0,,,,,,,,,,,,,,,,,,,,,
103,1984,1984-12-09,15,28.191,MIA,@,IND,W 35-17,3,21,7.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
104,1984,1984-12-17,16,28.199,MIA,,DAL,W 28-21,3,25,8.33,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
105,1985,1985-09-08,1,29.099,MIA,@,HOU,L 23-26,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
106,1985,1985-09-15,2,29.106,MIA,,IND,W 30-13,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
107,1985,1985-09-22,3,29.113,MIA,,KAN,W 31-0,4,32,8.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
108,1985,1985-09-29,4,29.120,MIA,@,DEN,W 30-26,3,28,9.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
109,1985,1985-10-06,5,29.127,MIA,,PIT,W 24-20,7,84,12.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
110,1985,1985-10-14,6,29.135,MIA,@,NYJ,L 7-23,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
