ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1968,1968-09-15,1,23.273,PIT,,NYG,L 20-34,0,0,,0,5,153,30.60,0,0,0
2,1968,1968-09-22,2,23.280,PIT,@,RAM,L 10-45,1,4,4.00,0,2,46,23.00,0,0,0
3,1968,1968-09-29,3,23.287,PIT,,BAL,L 7-41,0,0,,0,5,96,19.20,0,0,0
4,1968,1968-10-05,4,23.293,PIT,@,CLE,L 24-31,0,0,,0,3,48,16.00,0,0,0
5,1968,1968-10-13,5,23.301,PIT,@,WAS,L 13-16,0,0,,0,1,25,25.00,0,0,0
6,1968,1968-10-20,6,23.308,PIT,,NOR,L 12-16,2,22,11.00,0,1,3,3.00,0,0,0
7,1968,1968-10-27,7,23.315,PIT,,PHI,W 6-3,0,0,,0,1,27,27.00,0,0,0
8,1968,1968-11-10,9,23.329,PIT,@,STL,T 28-28,0,0,,0,1,26,26.00,0,0,0
9,1968,1968-11-17,10,23.336,PIT,,CLE,L 24-45,0,0,,0,2,36,18.00,0,0,0
10,1968,1968-11-24,11,23.343,PIT,,SFO,L 28-45,0,0,,0,2,27,13.50,0,0,0
11,1968,1968-12-01,12,23.350,PIT,,STL,L 10-20,0,0,,0,3,46,15.33,0,0,0
12,1968,1968-12-15,14,23.364,PIT,@,NOR,L 14-24,0,0,,0,3,56,18.67,0,0,0
13,1969,1969-11-09,8,24.327,PIT,@,CHI,L 7-38,1,6,6.00,0,0,0,,0,0,0
14,1969,1969-11-16,9,24.334,PIT,,CLE,L 3-24,1,8,8.00,0,0,0,,0,0,0
15,1969,1969-11-23,10,24.341,PIT,@,MIN,L 14-52,1,10,10.00,1,0,0,,0,1,6
16,1969,1969-11-30,11,24.348,PIT,@,STL,L 10-47,4,75,18.75,1,0,0,,0,1,6
17,1969,1969-12-07,12,24.355,PIT,,DAL,L 7-10,3,36,12.00,1,0,0,,0,1,6
18,1969,1969-12-21,14,25.004,PIT,@,NOR,L 24-27,2,53,26.50,0,0,0,,0,0,0
19,1970,1970-09-20,1,25.277,WAS,@,SFO,L 17-26,,,,,,,,,,
20,1970,1970-09-27,2,25.284,WAS,@,STL,L 17-27,,,,,,,,,,
21,1970,1970-10-04,3,25.291,WAS,@,PHI,W 33-21,,,,,,,,,,
22,1970,1970-10-11,4,25.298,WAS,,DET,W 31-10,,,,,,,,,,
23,1970,1970-10-19,5,25.306,WAS,@,OAK,L 20-34,,,,,,,,,,
24,1970,1970-10-25,6,25.312,WAS,,CIN,W 20-0,,,,,,,,,,
25,1970,1970-11-01,7,25.319,WAS,@,DEN,W 19-3,,,,,,,,,,
26,1970,1970-11-08,8,25.326,WAS,,MIN,L 10-19,,,,,,,,,,
27,1970,1970-11-15,9,25.333,WAS,@,NYG,L 33-35,,,,,,,,,,
28,1970,1970-11-22,10,25.340,WAS,,DAL,L 21-45,2,17,8.50,1,0,0,,0,1,6
29,1970,1970-11-29,11,25.347,WAS,,NYG,L 24-27,2,12,6.00,1,1,0,0.00,0,1,6
30,1970,1970-12-06,12,25.354,WAS,@,DAL,L 0-34,2,15,7.50,0,0,0,,0,0,0
31,1970,1970-12-13,13,25.361,WAS,,PHI,W 24-6,6,120,20.00,1,0,0,,0,1,6
32,1970,1970-12-20,14,26.003,WAS,,STL,W 28-27,1,12,12.00,0,0,0,,0,0,0
