ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,23.348,NYJ,@,MIA,W 20-14,,0,,,,,0.0%,,,,,,,,,,,,,,,
2,2008,2008-09-14,2,23.355,NYJ,,NWE,L 10-19,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
3,2008,2008-09-22,3,23.363,NYJ,@,SDG,L 29-48,,8,4,41,10.25,1,50.0%,5.13,0,0,,0,0,0,,0,,1,6,0.0,0,0
4,2008,2008-09-28,4,24.003,NYJ,,ARI,W 56-35,*,3,1,24,24.00,1,33.3%,8.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
5,2008,2008-10-12,5,24.017,NYJ,,CIN,W 26-14,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0
6,2008,2008-10-19,6,24.024,NYJ,@,OAK,L 13-16,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
7,2008,2008-10-26,7,24.031,NYJ,,KAN,W 28-24,*,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
8,2008,2008-11-02,8,24.038,NYJ,@,BUF,W 26-17,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
9,2008,2008-11-09,9,24.045,NYJ,,STL,W 47-3,*,6,6,107,17.83,1,100.0%,17.83,0,0,,0,0,0,,0,,1,6,0.0,0,0
10,2008,2008-11-13,10,24.049,NYJ,@,NWE,W 34-31,,10,8,87,10.88,0,80.0%,8.70,0,0,,0,0,0,,0,,0,0,0.0,0,0
11,2008,2008-11-23,11,24.059,NYJ,@,TEN,W 34-13,,7,6,42,7.00,0,85.7%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
12,2008,2008-11-30,12,24.066,NYJ,,DEN,L 17-34,,11,7,77,11.00,0,63.6%,7.00,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0
13,2008,2008-12-07,13,24.073,NYJ,@,SFO,L 14-24,*,6,2,14,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
14,2008,2008-12-14,14,24.080,NYJ,,BUF,W 31-27,*,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
15,2008,2008-12-21,15,24.087,NYJ,@,SEA,L 3-13,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2008,2008-12-28,16,24.094,NYJ,,MIA,L 17-24,,8,2,24,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2009,2009-09-13,1,24.353,NYJ,@,HOU,W 24-7,*,7,4,94,23.50,0,57.1%,13.43,0,0,,0,0,0,,0,,0,0,0.0,1,0
18,2009,2009-09-20,2,24.360,NYJ,,NWE,W 16-9,*,5,3,22,7.33,1,60.0%,4.40,0,0,,0,0,0,,0,,1,6,0.0,0,0
19,2009,2009-09-27,3,25.002,NYJ,,TEN,W 24-17,*,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2009,2009-10-04,4,25.009,NYJ,@,NOR,L 10-24,*,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
21,2009,2009-10-12,5,25.017,NYJ,@,MIA,L 27-31,,1,,,,,0.0%,,,,,,,,,,,,,,,
22,2009,2009-10-18,6,25.023,NYJ,,BUF,L 13-16,*,10,2,16,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,,0,0,0.0,1,0
23,2009,2009-10-25,7,25.030,NYJ,@,OAK,W 38-0,,4,1,26,26.00,0,25.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
24,2009,2009-11-01,8,25.037,NYJ,,MIA,L 25-30,*,13,8,76,9.50,1,61.5%,5.85,0,0,,0,0,0,,0,,1,6,0.0,0,0
25,2009,2009-11-15,9,25.051,NYJ,,JAX,L 22-24,*,9,6,58,9.67,0,66.7%,6.44,1,7,7.00,0,0,0,,0,,0,0,0.0,0,0
26,2009,2009-11-22,10,25.058,NYJ,@,NWE,L 14-31,*,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2009,2009-11-29,11,25.065,NYJ,,CAR,W 17-6,*,4,4,68,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2009,2009-12-03,12,25.069,NYJ,@,BUF,W 19-13,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2009,2009-12-13,13,25.079,NYJ,@,TAM,W 26-3,,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
30,2009,2009-12-20,14,25.086,NYJ,,ATL,L 7-10,*,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2009,2009-12-27,15,25.093,NYJ,@,IND,W 29-15,*,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,1,0,2,0.0,0,0
32,2009,2010-01-03,16,25.100,NYJ,,CIN,W 37-0,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
