ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-09-05,1,23.115,GNB,,RAM,W 36-6,,,,,,,,,,,
2,1993,1993-09-12,2,23.122,GNB,,PHI,L 17-20,,,,,,,,,,,
3,1993,1993-09-26,3,23.136,GNB,@,MIN,L 13-15,,,,,,,,,,,
4,1993,1993-10-03,4,23.143,GNB,@,DAL,L 14-36,,,,,,,,,,,
5,1993,1993-10-10,5,23.150,GNB,,DEN,W 30-27,,,,,,,,,,,
6,1993,1993-10-24,6,23.164,GNB,@,TAM,W 37-14,,,,,,,,,,,
7,1993,1993-10-31,7,23.171,GNB,,CHI,W 17-3,,,,,,,,,,,
8,1993,1993-11-08,8,23.179,GNB,@,KAN,L 16-23,,,,,,,,,,,
9,1993,1993-11-14,9,23.185,GNB,@,NOR,W 19-17,,,,,,,,,,,
10,1993,1993-11-21,10,23.192,GNB,,DET,W 26-17,,,,,,,,,,,
11,1993,1993-11-28,11,23.199,GNB,,TAM,W 13-10,,,,,,,,,,,
12,1993,1993-12-05,12,23.206,GNB,@,CHI,L 17-30,,0,0,,0,0,0,0.0,1,0,0
13,1993,1993-12-12,13,23.213,GNB,@,SDG,W 20-13,,,,,,,,,,,
14,1993,1993-12-19,14,23.220,GNB,,MIN,L 17-21,,,,,,,,,,,
15,1993,1993-12-26,15,23.227,GNB,,RAI,W 28-0,,,,,,,,,,,
16,1993,1994-01-02,16,23.234,GNB,@,DET,L 20-30,,,,,,,,,,,
17,1994,1994-09-04,1,24.114,GNB,,MIN,W 16-10,,,,,,,,,,,
18,1994,1994-09-11,2,24.121,GNB,,MIA,L 14-24,,,,,,,,,,,
19,1994,1994-09-18,3,24.128,GNB,@,PHI,L 7-13,,,,,,,,,,,
20,1994,1994-09-25,4,24.135,GNB,,TAM,W 30-3,,0,0,,0,0,0,1.0,0,0,0
21,1994,1994-10-02,5,24.142,GNB,@,NWE,L 16-17,,,,,,,,,,,
22,1994,1994-10-09,6,24.149,GNB,,RAM,W 24-17,,,,,,,,,,,
23,1994,1994-10-20,7,24.160,GNB,@,MIN,L 10-13,,,,,,,,,,,
24,1994,1994-10-31,8,24.171,GNB,@,CHI,W 33-6,,,,,,,,,,,
25,1994,1994-11-06,9,24.177,GNB,,DET,W 38-30,,,,,,,,,,,
26,1994,1994-11-13,10,24.184,GNB,,NYJ,W 17-10,,,,,,,,,,,
27,1994,1994-11-20,11,24.191,GNB,@,BUF,L 20-29,,,,,,,,,,,
28,1994,1994-11-24,12,24.195,GNB,@,DAL,L 31-42,,,,,,,,,,,
29,1994,1994-12-04,13,24.205,GNB,@,DET,L 31-34,,,,,,,,,,,
30,1994,1994-12-11,14,24.212,GNB,,CHI,W 40-3,,,,,,,,,,,
31,1994,1994-12-18,15,24.219,GNB,,ATL,W 21-17,,0,0,,0,0,0,0.0,1,0,0
32,1994,1994-12-24,16,24.225,GNB,@,TAM,W 34-19,,,,,,,,,,,
33,1995,1995-09-03,1,25.113,GNB,,STL,L 14-17,,0,0,,0,,,,,,
34,1995,1995-09-11,2,25.121,GNB,@,CHI,W 27-24,,0,0,,0,0,0,1.0,0,0,0
35,1995,1995-09-17,3,25.127,GNB,,NYG,W 14-6,,0,0,,0,,,,,,
36,1995,1995-09-24,4,25.134,GNB,@,JAX,W 24-14,,0,0,,0,,,,,,
37,1995,1995-10-08,5,25.148,GNB,@,DAL,L 24-34,,0,0,,0,,,,,,
38,1995,1995-10-15,6,25.155,GNB,,DET,W 30-21,,0,0,,0,,,,,,
39,1995,1995-10-22,7,25.162,GNB,,MIN,W 38-21,,1,0,0.00,0,0,0,0.0,2,24,0
40,1995,1995-10-29,8,25.169,GNB,@,DET,L 16-24,,0,0,,0,,,,,,
41,1995,1995-11-05,9,25.176,GNB,@,MIN,L 24-27,,0,0,,0,,,,,,
42,1995,1995-11-12,10,25.183,GNB,,CHI,W 35-28,,0,0,,0,,,,,,
43,1995,1995-11-19,11,25.190,GNB,@,CLE,W 31-20,,0,0,,0,,,,,,
44,1995,1995-11-26,12,25.197,GNB,,TAM,W 35-13,,0,0,,0,,,,,,
45,1995,1995-12-03,13,25.204,GNB,,CIN,W 24-10,,0,0,,0,,,,,,
46,1995,1995-12-10,14,25.211,GNB,@,TAM,L 10-13,,0,0,,0,,,,,,
