ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2014,2014-09-21,3,21.157,CAR,,PIT,L 19-37,,0,0,,0,1,0,0,,0,0.0%,0.00
2,2014,2014-09-28,4,21.164,CAR,@,BAL,L 10-38,,12,26,2.17,0,5,3,11,3.67,0,60.0%,2.20
3,2014,2014-10-05,5,21.171,CAR,,CHI,W 31-24,*,10,36,3.60,0,1,1,16,16.00,0,100.0%,16.00
4,2014,2014-10-12,6,21.178,CAR,@,CIN,T 37-37,,8,15,1.88,0,1,1,4,4.00,0,100.0%,4.00
5,2014,2014-10-19,7,21.185,CAR,@,GNB,L 17-38,,,,,,,,,,,0.0%,
6,2014,2014-10-26,8,21.192,CAR,,SEA,L 9-13,,1,1,1.00,0,0,0,0,,0,0.0%,
