ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-15,2,24.207,ARI,,DET,W 25-21,,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,0.0,0,0
2,2013,2013-09-22,3,24.214,ARI,@,NOR,L 7-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
3,2013,2013-09-29,4,24.221,ARI,@,TAM,W 13-10,,,,,,,0.0%,,,,,,,,,,
4,2013,2013-11-17,10,24.270,JAX,,ARI,L 14-27,,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,0.0,0,0
5,2013,2013-11-24,11,24.277,JAX,@,HOU,W 13-6,*,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,0.0,0,0
6,2013,2013-12-01,12,24.284,JAX,@,CLE,W 32-28,,,,,,,0.0%,,,,,,,,,,
7,2013,2013-12-05,13,24.288,JAX,,HOU,W 27-20,,,,,,,0.0%,,,,,,,,,,
8,2013,2013-12-15,14,24.298,JAX,,BUF,L 20-27,*,5,4,42,10.50,0,80.0%,8.40,1,17,17.00,0,0,0,0.0,0,0
9,2013,2013-12-22,15,24.305,JAX,,TEN,L 16-20,*,7,4,45,11.25,0,57.1%,6.43,1,43,43.00,0,0,0,0.0,0,0
10,2013,2013-12-29,16,24.312,JAX,@,IND,L 10-30,*,9,8,75,9.38,1,88.9%,8.33,0,0,,0,1,6,0.0,0,0
