ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1995,1995-12-24,16,25.106,CHI,,PHI,W 20-14,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
2,1996,1996-09-29,5,26.020,CHI,,OAK,W 19-17,,0,0,,0,0.0%,,1,15,15.00,0,0,0,,0,0,0
3,1996,1996-10-06,6,26.027,CHI,,GNB,L 6-37,,0,0,,0,0.0%,,2,28,14.00,0,0,0,,0,0,0
4,1996,1996-11-03,9,26.055,CHI,,TAM,W 13-10,,0,0,,0,0.0%,,1,20,20.00,0,0,0,,0,0,0
5,1996,1996-11-24,12,26.076,CHI,,DET,W 31-14,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6
6,1997,1997-11-16,11,27.068,CHI,,NYJ,L 15-23,1,0,0,,0,0.0%,0.00,0,0,,0,1,0,0.00,0,0,0
