ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
22,2000,2000-10-08,6,25.013,GNB,@,DET,L 24-31,,,,,,,,,0,,,,,,,,,,,,
23,2000,2000-10-15,7,25.020,GNB,,SFO,W 31-28,,,,,,,,,0,,,,,,,,,,,,
24,2000,2000-10-29,8,25.034,GNB,@,MIA,L 20-28,,,,,,,,,0,,,,,,,,,,,,
25,2000,2000-11-06,9,25.042,GNB,,MIN,W 26-20,,,,,,,,,0,,,,,,,,,,,,
26,2000,2000-11-12,10,25.048,GNB,@,TAM,L 15-20,,9,18,50.00,93,1,0,83.8,0,0,5.17,6.28,0,0,,0,0,0,0.0,,
27,2000,2000-11-19,11,25.055,GNB,,IND,W 26-24,,,,,,,,,0,,,,,,,,,,,,
28,2000,2000-11-27,12,25.063,GNB,@,CAR,L 14-31,,,,,,,,,0,,,,,,,,,,,,
29,2000,2000-12-03,13,25.069,GNB,@,CHI,W 28-6,,0,0,,0,0,0,,0,2,,,1,-1,-1.00,0,0,0,0.0,,
30,2000,2000-12-10,14,25.076,GNB,,DET,W 26-13,,0,0,,0,0,0,,0,,,,2,-3,-1.50,0,0,0,0.0,,
31,2000,2000-12-17,15,25.083,GNB,@,MIN,W 33-28,,,,,,,,,0,,,,,,,,,,,,
32,2000,2000-12-24,16,25.090,GNB,,TAM,W 17-14,,,,,,,,,0,,,,,,,,,,,,
33,2001,2001-09-09,1,25.349,SEA,@,CLE,W 9-6,*,20,34,58.82,178,0,2,48.4,4,28,5.24,2.59,6,1,0.17,0,0,0,0.0,,
34,2001,2001-09-23,2,25.363,SEA,,PHI,L 3-27,*,9,24,37.50,62,0,0,45.8,7,41,2.58,2.58,4,31,7.75,0,0,0,0.0,,
35,2001,2001-09-30,3,26.005,SEA,@,OAK,L 14-38,*,14,28,50.00,167,0,1,53.7,6,32,5.96,4.36,0,0,,0,0,0,0.0,,
36,2001,2001-10-14,5,26.019,SEA,,DEN,W 34-21,,0,0,,0,0,0,,0,,,,3,-2,-0.67,0,0,0,0.0,,
37,2001,2001-10-28,6,26.033,SEA,,MIA,L 20-24,*,16,28,57.14,230,2,0,107.7,4,24,8.21,9.64,4,9,2.25,0,0,0,0.0,,
38,2001,2001-11-04,7,26.040,SEA,@,WAS,L 14-27,*,6,12,50.00,127,0,2,48.3,2,17,10.58,3.08,1,0,0.00,0,0,0,0.0,,
39,2001,2001-11-11,8,26.047,SEA,,OAK,W 34-27,*,15,23,65.22,181,1,0,103.7,1,3,7.87,8.74,6,34,5.67,0,0,0,0.0,,
40,2001,2001-11-18,9,26.054,SEA,@,BUF,W 23-20,*,16,23,69.57,134,1,0,98.8,0,0,5.83,6.70,4,3,0.75,0,0,0,0.0,,
41,2001,2001-11-25,10,26.061,SEA,@,KAN,L 7-19,*,16,26,61.54,162,1,0,92.1,3,23,6.23,7.00,2,8,4.00,0,0,0,0.0,,
42,2001,2001-12-02,11,26.068,SEA,,SDG,W 13-10,*,19,35,54.29,202,0,0,71.4,2,10,5.77,5.77,4,21,5.25,0,0,0,0.0,,
43,2001,2001-12-09,12,26.075,SEA,@,DEN,L 7-20,*,17,37,45.95,243,1,2,54.2,5,36,6.57,4.68,2,17,8.50,0,0,0,0.0,,
44,2001,2001-12-16,13,26.082,SEA,,DAL,W 29-3,*,13,25,52.00,152,0,0,70.7,1,13,6.08,6.08,3,19,6.33,0,0,0,0.0,,
45,2001,2001-12-23,14,26.089,SEA,@,NYG,L 24-27,*,15,26,57.69,185,1,1,76.6,3,24,7.12,6.15,1,0,0.00,0,0,0,0.0,,
46,2002,2002-09-08,1,26.348,SEA,@,OAK,L 17-31,*,23,32,71.88,155,2,0,103.0,3,12,4.84,6.09,2,6,3.00,0,0,0,0.0,,
47,2002,2002-09-15,2,26.355,SEA,,ARI,L 13-24,,0,0,,0,0,0,,0,,,,1,1,1.00,0,0,0,0.0,,
48,2002,2002-09-22,3,26.362,SEA,@,NYG,L 6-9,,,,,,,,,0,,,,,,,,,,,,
49,2002,2002-09-29,4,27.004,SEA,,MIN,W 48-23,,,,,,,,,0,,,,,,,,,,,,
50,2002,2002-10-14,5,27.019,SEA,,SFO,L 21-28,,,,,,,,,0,,,,,,,,,,,,
51,2002,2002-10-20,6,27.025,SEA,@,STL,L 20-37,,2,5,40.00,23,0,0,54.6,0,0,4.60,4.60,1,4,4.00,0,0,0,0.0,,
52,2002,2002-10-27,7,27.032,SEA,@,DAL,W 17-14,,12,19,63.16,131,0,1,61.5,1,7,6.89,4.53,3,11,3.67,0,0,0,0.0,,
53,2002,2002-11-03,8,27.039,SEA,,WAS,L 3-14,*,28,44,63.64,264,0,0,80.1,4,24,6.00,6.00,4,15,3.75,0,0,0,0.0,,
54,2002,2002-11-10,9,27.046,SEA,@,ARI,W 27-6,*,23,31,74.19,260,1,0,109.6,1,5,8.39,9.03,4,3,0.75,0,0,0,0.0,,
55,2002,2002-11-17,10,27.053,SEA,,DEN,L 9-31,*,22,36,61.11,180,0,2,50.7,5,27,5.00,2.50,2,13,6.50,0,0,0,0.0,,
56,2002,2002-11-24,11,27.060,SEA,,KAN,W 39-32,*,25,36,69.44,362,3,0,129.6,1,8,10.06,11.72,3,23,7.67,0,0,0,0.0,,
57,2002,2002-12-01,12,27.067,SEA,@,SFO,L 24-31,*,30,55,54.55,427,3,2,82.9,0,0,7.76,7.22,2,8,4.00,0,0,0,0.0,,
58,2002,2002-12-08,13,27.074,SEA,,PHI,L 20-27,*,24,45,53.33,223,2,3,54.2,4,28,4.96,2.84,6,62,10.33,0,0,0,0.0,,
59,2002,2002-12-15,14,27.081,SEA,@,ATL,W 30-24,*,22,31,70.97,298,1,0,112.0,2,0,9.61,10.26,2,6,3.00,0,0,0,0.0,,
60,2002,2002-12-22,15,27.088,SEA,,STL,W 30-10,*,20,32,62.50,303,1,0,104.0,2,11,9.47,10.09,3,8,2.67,0,0,0,0.0,,
61,2002,2002-12-29,16,27.095,SEA,@,SDG,W 31-28,*,36,53,67.92,449,2,2,90.8,3,21,8.47,7.53,7,42,6.00,1,1,6,0.0,,
62,2003,2003-09-07,1,27.347,SEA,,NOR,W 27-10,*,12,23,52.17,137,2,0,99.4,3,18,5.96,7.70,4,11,2.75,0,0,0,0.0,,
63,2003,2003-09-14,2,27.354,SEA,@,ARI,W 38-0,*,8,19,42.11,175,2,0,110.6,1,2,9.21,11.32,1,2,2.00,1,1,6,0.0,,
64,2003,2003-09-21,3,27.361,SEA,,STL,W 24-23,*,22,39,56.41,256,2,1,82.9,4,36,6.56,6.44,5,28,5.60,0,0,0,0.0,,
65,2003,2003-10-05,4,28.010,SEA,@,GNB,L 13-35,*,23,39,58.97,225,0,1,64.6,2,10,5.77,4.62,1,7,7.00,0,0,0,0.0,,
66,2003,2003-10-12,5,28.017,SEA,,SFO,W 20-19,*,17,27,62.96,207,1,1,83.4,4,21,7.67,6.74,5,17,3.40,0,0,0,0.0,,
67,2003,2003-10-19,6,28.024,SEA,,CHI,W 24-17,*,19,27,70.37,215,1,1,90.8,2,4,7.96,7.04,4,12,3.00,0,0,0,0.0,,
68,2003,2003-10-26,7,28.031,SEA,@,CIN,L 24-27,*,26,43,60.47,344,3,3,80.0,2,6,8.00,6.26,1,11,11.00,0,0,0,0.0,,
69,2003,2003-11-02,8,28.038,SEA,,PIT,W 23-16,*,18,31,58.06,215,1,0,90.1,5,24,6.94,7.58,2,3,1.50,0,0,0,0.0,,
70,2003,2003-11-09,9,28.045,SEA,@,WAS,L 20-27,*,19,29,65.52,241,1,1,88.4,3,20,8.31,7.45,1,1,1.00,0,0,0,0.0,,
71,2003,2003-11-16,10,28.052,SEA,,DET,W 35-14,*,21,28,75.00,207,1,0,107.3,0,0,7.39,8.11,3,15,5.00,1,1,6,0.0,,
72,2003,2003-11-23,11,28.059,SEA,@,BAL,L 41-44,*,23,41,56.10,333,5,0,122.3,6,40,8.12,10.56,3,26,8.67,0,0,0,0.0,,
73,2003,2003-11-30,12,28.066,SEA,,CLE,W 34-7,*,26,35,74.29,328,3,1,119.7,2,14,9.37,9.80,0,0,,0,0,0,0.0,,
74,2003,2003-12-07,13,28.073,SEA,@,MIN,L 7-34,*,17,34,50.00,218,0,2,46.0,3,16,6.41,3.76,0,0,,0,0,0,0.0,,
75,2003,2003-12-14,14,28.080,SEA,@,STL,L 22-27,*,21,37,56.76,246,1,1,74.8,2,15,6.65,5.97,0,0,,0,0,0,0.0,,
76,2003,2003-12-21,15,28.087,SEA,,ARI,W 28-10,*,17,24,70.83,179,1,1,88.7,2,10,7.46,6.42,3,-5,-1.67,0,0,0,0.0,,
77,2003,2003-12-27,16,28.093,SEA,@,SFO,W 24-17,*,24,37,64.86,315,2,2,87.1,1,10,8.51,7.16,3,-3,-1.00,0,0,0,0.0,,
78,2004,2004-09-12,1,28.353,SEA,@,NOR,W 21-7,*,19,29,65.52,246,1,1,89.2,0,0,8.48,7.62,4,-1,-0.25,0,0,0,0.0,,
79,2004,2004-09-19,2,28.360,SEA,@,TAM,W 10-6,*,12,26,46.15,147,1,1,60.9,5,23,5.65,4.69,0,0,,0,0,0,0.0,,
80,2004,2004-09-26,3,29.001,SEA,,SFO,W 34-0,*,21,30,70.00,254,2,0,117.9,1,6,8.47,9.80,1,-1,-1.00,0,0,0,0.0,,
81,2004,2004-10-10,4,29.015,SEA,,STL,L 27-33,*,20,35,57.14,216,2,0,94.5,1,12,6.17,7.31,2,13,6.50,0,0,0,0.0,,
82,2004,2004-10-17,5,29.022,SEA,@,NWE,L 20-30,*,27,50,54.00,349,0,2,59.5,3,8,6.98,5.18,0,0,,0,0,0,0.0,,
83,2004,2004-10-24,6,29.029,SEA,@,ARI,L 17-25,*,14,41,34.15,187,1,4,18.1,1,7,4.56,0.66,1,9,9.00,0,0,0,0.0,,
84,2004,2004-10-31,7,29.036,SEA,,CAR,W 23-17,*,21,30,70.00,201,1,1,85.6,1,5,6.70,5.87,7,24,3.43,0,0,0,0.0,,
85,2004,2004-11-07,8,29.043,SEA,@,SFO,W 42-27,*,17,28,60.71,285,3,0,130.8,3,16,10.18,12.32,3,-1,-0.33,0,0,0,0.0,,
86,2004,2004-11-14,9,29.050,SEA,@,STL,L 12-23,*,15,36,41.67,172,0,1,45.1,0,0,4.78,3.53,2,11,5.50,0,0,0,0.0,,
87,2004,2004-11-28,11,29.064,SEA,,BUF,L 9-38,*,19,38,50.00,185,1,1,61.8,2,10,4.87,4.21,2,6,3.00,0,0,0,0.0,,
88,2004,2004-12-06,12,29.072,SEA,,DAL,L 39-43,*,28,40,70.00,414,3,0,128.5,2,16,10.35,11.85,3,16,5.33,0,0,0,0.0,,
89,2004,2004-12-12,13,29.078,SEA,@,MIN,W 27-23,*,23,34,67.65,334,3,2,104.3,3,17,9.82,8.94,1,13,13.00,0,0,0,0.0,,
90,2004,2004-12-19,14,29.085,SEA,@,NYJ,L 14-37,*,22,30,73.33,201,2,1,99.4,4,14,6.70,6.53,0,0,,0,0,0,0.0,,
91,2004,2005-01-02,16,29.099,SEA,,ATL,W 28-26,*,21,27,77.78,191,2,1,105.4,4,21,7.07,6.89,1,1,1.00,1,1,6,0.0,,
92,2005,2005-09-11,1,29.351,SEA,@,JAX,L 14-26,*,21,36,58.33,246,2,2,74.5,3,21,6.83,5.44,2,16,8.00,0,0,0,0.0,,
93,2005,2005-09-18,2,29.358,SEA,,ATL,W 21-18,*,20,31,64.52,281,2,0,115.1,2,16,9.06,10.35,4,9,2.25,0,0,0,0.0,,
94,2005,2005-09-25,3,30.000,SEA,,ARI,W 37-12,*,20,31,64.52,242,0,0,88.4,0,0,7.81,7.81,0,0,,0,0,0,0.0,,
95,2005,2005-10-02,4,30.007,SEA,@,WAS,L 17-20,*,26,38,68.42,242,1,0,94.4,1,7,6.37,6.89,2,16,8.00,0,0,0,0.0,,
96,2005,2005-10-09,5,30.014,SEA,@,STL,W 37-31,*,27,38,71.05,316,2,0,113.5,4,17,8.32,9.37,4,4,1.00,0,0,0,0.0,,
97,2005,2005-10-16,6,30.021,SEA,,HOU,W 42-10,*,14,20,70.00,168,1,1,91.2,3,29,8.40,7.15,4,40,10.00,0,0,0,0.0,,
98,2005,2005-10-23,7,30.028,SEA,,DAL,W 13-10,*,23,42,54.76,224,1,2,58.0,1,7,5.33,3.67,1,11,11.00,0,0,0,0.0,,
99,2005,2005-11-06,8,30.042,SEA,@,ARI,W 33-19,*,13,20,65.00,162,1,0,106.7,1,0,8.10,9.10,4,2,0.50,1,1,6,0.0,,
100,2005,2005-11-13,9,30.049,SEA,,STL,W 31-16,*,17,29,58.62,243,1,2,68.6,0,0,8.38,5.97,1,2,2.00,0,0,0,0.0,,
101,2005,2005-11-20,10,30.056,SEA,@,SFO,W 27-25,*,19,31,61.29,233,1,0,95.2,1,5,7.52,8.16,6,7,1.17,0,0,0,0.0,,
102,2005,2005-11-27,11,30.063,SEA,,NYG,W 24-21,*,21,37,56.76,249,2,1,84.2,3,21,6.73,6.59,2,7,3.50,0,0,0,0.0,,
103,2005,2005-12-05,12,30.071,SEA,@,PHI,W 42-0,*,8,15,53.33,98,1,0,96.0,0,0,6.53,7.87,0,0,,0,0,0,0.0,,
104,2005,2005-12-11,13,30.077,SEA,,SFO,W 41-3,*,21,25,84.00,226,4,1,127.2,1,6,9.04,10.44,1,9,9.00,0,0,0,0.0,,
105,2005,2005-12-18,14,30.084,SEA,@,TEN,W 28-24,*,21,27,77.78,285,3,0,147.7,1,9,10.56,12.78,5,1,0.20,0,0,0,0.0,,
106,2005,2005-12-24,15,30.090,SEA,,IND,W 28-13,*,17,21,80.95,168,2,0,131.7,2,9,8.00,9.90,0,0,,0,0,0,0.0,,
107,2005,2006-01-01,16,30.098,SEA,@,GNB,L 17-23,*,6,8,75.00,76,0,0,104.2,1,7,9.50,9.50,0,0,,0,0,0,0.0,,
108,2006,2006-09-10,1,30.350,SEA,@,DET,W 9-6,*,25,30,83.33,210,0,0,95.8,5,37,7.00,7.00,3,15,5.00,0,0,0,0.0,,
109,2006,2006-09-17,2,30.357,SEA,,ARI,W 21-10,*,12,27,44.44,221,1,2,54.7,3,26,8.19,5.59,2,-2,-1.00,0,0,0,0.0,,
110,2006,2006-09-24,3,30.364,SEA,,NYG,W 42-30,*,24,33,72.73,227,5,3,93.1,0,0,6.88,5.82,0,0,,0,0,0,0.0,,
111,2006,2006-10-01,4,31.006,SEA,@,CHI,L 6-37,*,16,35,45.71,196,0,2,39.7,5,49,5.60,3.03,1,19,19.00,0,0,0,0.0,,
112,2006,2006-10-15,5,31.020,SEA,@,STL,W 30-28,*,19,34,55.88,268,3,0,110.9,4,29,7.88,9.65,2,22,11.00,0,0,0,0.0,,
113,2006,2006-10-22,6,31.027,SEA,,MIN,L 13-31,*,7,17,41.18,127,1,0,87.1,2,15,7.47,8.65,0,0,,0,0,0,0.0,,
114,2006,2006-11-27,11,31.063,SEA,,GNB,W 34-24,*,17,36,47.22,157,3,3,52.7,1,10,4.36,2.28,2,12,6.00,0,0,0,0.0,,
115,2006,2006-12-03,12,31.069,SEA,@,DEN,W 23-20,*,16,28,57.14,168,0,1,59.8,1,6,6.00,4.39,0,0,,0,0,0,0.0,,
116,2006,2006-12-10,13,31.076,SEA,@,ARI,L 21-27,*,20,28,71.43,243,3,0,133.5,3,15,8.68,10.82,3,32,10.67,0,0,0,0.0,,
117,2006,2006-12-14,14,31.080,SEA,,SFO,L 14-24,*,20,37,54.05,220,1,2,58.4,3,10,5.95,4.05,1,3,3.00,0,0,0,0.0,,
118,2006,2006-12-24,15,31.090,SEA,,SDG,L 17-20,*,17,37,45.95,189,0,2,39.1,6,28,5.11,2.68,1,10,10.00,0,0,0,0.0,,
119,2006,2006-12-31,16,31.097,SEA,@,TAM,W 23-7,*,17,29,58.62,216,1,0,93.5,1,4,7.45,8.14,3,-1,-0.33,0,0,0,0.0,,
120,2007,2007-09-09,1,31.349,SEA,,TAM,W 20-6,*,17,24,70.83,222,1,0,113.5,2,18,9.25,10.08,2,7,3.50,0,0,0,0.0,,
121,2007,2007-09-16,2,31.356,SEA,@,ARI,L 20-23,*,22,36,61.11,281,1,0,94.8,1,3,7.81,8.36,2,-2,-1.00,0,0,0,0.0,,
122,2007,2007-09-23,3,31.363,SEA,,CIN,W 24-21,*,24,37,64.86,248,3,2,88.6,2,10,6.70,5.89,3,-1,-0.33,0,0,0,0.0,,
123,2007,2007-09-30,4,32.005,SEA,@,SFO,W 23-3,*,23,31,74.19,281,2,1,109.7,2,3,9.06,8.90,3,-3,-1.00,0,0,0,0.0,,
124,2007,2007-10-07,5,32.012,SEA,@,PIT,L 0-21,*,13,27,48.15,116,0,1,44.7,2,11,4.30,2.63,0,0,,0,0,0,0.0,,
125,2007,2007-10-14,6,32.019,SEA,,NOR,L 17-28,*,26,43,60.47,362,2,1,93.4,5,29,8.42,8.30,2,13,6.50,0,0,0,0.0,,
126,2007,2007-10-21,7,32.026,SEA,,STL,W 33-6,*,18,35,51.43,195,2,1,75.3,1,6,5.57,5.43,0,0,,0,0,0,0.0,,
127,2007,2007-11-04,8,32.040,SEA,@,CLE,L 30-33,*,30,47,63.83,318,2,1,88.8,0,0,6.77,6.66,4,17,4.25,0,0,0,0.0,,
128,2007,2007-11-12,9,32.048,SEA,,SFO,W 24-0,*,27,40,67.50,278,2,1,93.5,1,4,6.95,6.83,6,16,2.67,0,0,0,0.0,,
129,2007,2007-11-18,10,32.054,SEA,,CHI,W 30-23,*,30,44,68.18,337,2,0,106.0,2,15,7.66,8.57,3,5,1.67,0,0,0,0.0,,
130,2007,2007-11-25,11,32.061,SEA,@,STL,W 24-19,*,21,38,55.26,249,1,1,73.2,5,34,6.55,5.89,2,3,1.50,0,0,0,0.0,,
131,2007,2007-12-02,12,32.068,SEA,@,PHI,W 28-24,*,19,34,55.88,187,2,1,78.9,2,11,5.50,5.35,2,-1,-0.50,0,0,0,0.0,,
132,2007,2007-12-09,13,32.075,SEA,,ARI,W 42-21,*,22,33,66.67,272,4,0,131.6,1,3,8.24,10.67,4,3,0.75,0,0,0,0.0,,
133,2007,2007-12-16,14,32.082,SEA,@,CAR,L 10-13,*,27,41,65.85,274,1,0,92.9,3,36,6.68,7.17,2,11,5.50,0,0,0,0.0,,
134,2007,2007-12-23,15,32.089,SEA,,BAL,W 27-6,*,18,27,66.67,199,2,2,82.2,2,10,7.37,5.52,3,12,4.00,0,0,0,0.0,,
135,2007,2007-12-30,16,32.096,SEA,@,ATL,L 41-44,*,15,25,60.00,147,1,0,89.9,2,11,5.88,6.68,1,9,9.00,0,0,0,0.0,,
136,2008,2008-09-07,1,32.348,SEA,@,BUF,L 10-34,*,17,41,41.46,190,1,1,53.9,5,23,4.63,4.02,0,0,,0,0,0,0.0,0,0
137,2008,2008-09-14,2,32.355,SEA,,SFO,L 30-33,*,18,36,50.00,189,0,2,42.5,1,7,5.25,2.75,1,12,12.00,0,0,0,0.0,0,0
138,2008,2008-09-21,3,32.362,SEA,,STL,W 37-13,*,12,20,60.00,172,1,0,104.6,1,10,8.60,9.60,2,19,9.50,0,0,0,0.0,0,0
139,2008,2008-10-05,4,33.010,SEA,@,NYG,L 6-44,*,11,21,52.38,105,0,1,46.7,1,3,5.00,2.86,0,0,,0,0,0,0.0,0,0
140,2008,2008-11-16,10,33.052,SEA,,ARI,L 20-26,*,17,29,58.62,170,1,3,47.3,2,17,5.86,1.90,4,17,4.25,0,0,0,0.0,0,0
141,2008,2008-11-23,11,33.059,SEA,,WAS,L 17-20,*,12,24,50.00,103,2,2,54.7,2,14,4.29,2.21,2,11,5.50,0,0,0,0.0,0,0
142,2008,2008-11-27,12,33.063,SEA,@,DAL,L 9-34,*,22,38,57.89,287,0,1,70.8,7,45,7.55,6.37,2,10,5.00,0,0,0,0.0,0,0
143,2009,2009-09-13,1,33.353,SEA,,STL,W 28-0,*,25,36,69.44,279,3,2,96.9,0,0,7.75,6.92,1,3,3.00,0,0,0,0.0,0,0
144,2009,2009-09-20,2,33.360,SEA,@,SFO,L 10-23,*,10,18,55.56,97,0,0,70.8,1,7,5.39,5.39,3,12,4.00,0,0,0,0.0,0,0
145,2009,2009-10-11,5,34.016,SEA,,JAX,W 41-0,*,18,30,60.00,241,4,0,125.1,1,5,8.03,10.70,3,23,7.67,0,0,0,0.0,0,0
146,2009,2009-10-18,6,34.023,SEA,,ARI,L 3-27,*,10,29,34.48,112,0,1,32.5,5,40,3.86,2.31,1,2,2.00,0,0,0,0.0,0,0
147,2009,2009-11-01,7,34.037,SEA,@,DAL,L 17-38,*,22,39,56.41,249,2,0,92.8,3,20,6.38,7.41,0,0,,0,0,0,0.0,0,0
148,2009,2009-11-08,8,34.044,SEA,,DET,W 32-20,*,39,51,76.47,329,1,1,91.1,1,2,6.45,5.96,1,5,5.00,0,0,0,0.0,1,0
149,2009,2009-11-15,9,34.051,SEA,@,ARI,L 20-31,*,26,52,50.00,315,1,2,59.4,4,23,6.06,4.71,2,7,3.50,0,0,0,0.0,1,0
150,2009,2009-11-22,10,34.058,SEA,@,MIN,L 9-35,*,19,26,73.08,231,0,1,84.0,1,9,8.88,7.15,2,4,2.00,0,0,0,0.0,0,0
151,2009,2009-11-29,11,34.065,SEA,@,STL,W 27-17,*,14,25,56.00,102,0,0,65.7,1,7,4.08,4.08,3,18,6.00,0,0,0,0.0,0,0
152,2009,2009-12-06,12,34.072,SEA,,SFO,W 20-17,*,25,34,73.53,198,2,0,107.2,5,20,5.82,7.00,4,31,7.75,0,0,0,0.0,1,0
153,2009,2009-12-13,13,34.079,SEA,@,HOU,L 7-34,*,24,35,68.57,247,1,1,86.2,3,27,7.06,6.34,2,0,0.00,0,0,0,0.0,0,0
154,2009,2009-12-20,14,34.086,SEA,,TAM,L 7-24,*,27,46,58.70,256,1,4,45.2,1,4,5.57,2.09,1,3,3.00,0,0,0,0.0,0,0
155,2009,2009-12-27,15,34.093,SEA,@,GNB,L 10-48,*,19,37,51.35,198,1,4,36.6,3,22,5.35,1.03,1,6,6.00,0,0,0,0.0,0,0
156,2009,2010-01-03,16,34.100,SEA,,TEN,L 13-17,*,15,30,50.00,175,1,1,65.3,3,23,5.83,5.00,2,5,2.50,0,0,0,0.0,0,0
157,2010,2010-09-12,1,34.352,SEA,,SFO,W 31-6,*,18,23,78.26,170,2,1,108.3,1,5,7.39,7.17,2,4,2.00,1,1,6,0.0,0,0
158,2010,2010-09-19,2,34.359,SEA,@,DEN,L 14-31,*,20,35,57.14,233,1,3,51.3,1,3,6.66,3.37,3,21,7.00,1,1,6,0.0,0,0
159,2010,2010-09-26,3,35.001,SEA,,SDG,W 27-20,*,19,32,59.38,220,1,1,77.6,3,17,6.88,6.09,3,5,1.67,0,0,0,0.0,0,0
160,2010,2010-10-03,4,35.008,SEA,@,STL,L 3-20,*,20,36,55.56,191,0,1,58.9,4,26,5.31,4.06,1,3,3.00,0,0,0,0.0,0,0
161,2010,2010-10-17,5,35.022,SEA,@,CHI,W 23-20,*,25,40,62.50,242,1,0,87.7,0,0,6.05,6.55,3,-3,-1.00,0,0,0,0.0,0,0
162,2010,2010-10-24,6,35.029,SEA,,ARI,W 22-10,*,20,38,52.63,192,1,0,75.8,5,34,5.05,5.58,2,11,5.50,0,0,0,0.0,0,0
163,2010,2010-10-31,7,35.036,SEA,@,OAK,L 3-33,*,13,32,40.63,163,0,1,44.1,8,46,5.09,3.69,0,0,,0,0,0,0.0,0,0
164,2010,2010-11-14,9,35.050,SEA,@,ARI,W 36-18,*,22,34,64.71,333,1,0,106.6,1,6,9.79,10.38,1,0,0.00,0,0,0,0.0,0,0
165,2010,2010-11-21,10,35.057,SEA,@,NOR,L 19-34,*,32,44,72.73,366,1,0,104.9,0,0,8.32,8.77,1,12,12.00,0,0,0,0.0,0,0
166,2010,2010-11-28,11,35.064,SEA,,KAN,L 24-42,*,20,37,54.05,282,2,2,74.4,2,14,7.62,6.27,2,-2,-1.00,0,0,0,0.0,0,0
167,2010,2010-12-05,12,35.071,SEA,,CAR,W 31-14,*,17,30,56.67,229,0,2,53.3,2,12,7.63,4.63,1,-1,-1.00,0,0,0,0.0,0,0
168,2010,2010-12-12,13,35.078,SEA,@,SFO,L 21-40,*,27,42,64.29,285,2,4,60.2,1,8,6.79,3.45,1,5,5.00,0,0,0,0.0,1,0
169,2010,2010-12-19,14,35.085,SEA,,ATL,L 18-34,*,10,17,58.82,71,0,2,28.9,1,4,4.18,-1.12,2,4,2.00,0,0,0,0.0,0,0
