ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1999,1999-09-26,3,25.206,NYJ,,WAS,L 20-27,,,,,
2,1999,1999-10-11,5,25.221,NYJ,,JAX,L 6-16,,2,38,19.00,0
3,1999,1999-10-17,6,25.227,NYJ,,IND,L 13-16,,1,26,26.00,0
4,1999,1999-10-24,7,25.234,NYJ,@,OAK,L 23-24,,1,20,20.00,0
5,1999,1999-11-07,8,25.248,NYJ,,ARI,W 12-7,,,,,
6,1999,1999-11-15,9,25.256,NYJ,@,NWE,W 24-17,,,,,
7,1999,1999-11-21,10,25.262,NYJ,,BUF,W 17-7,,,,,
8,1999,1999-11-28,11,25.269,NYJ,@,IND,L 6-13,,,,,
9,1999,1999-12-05,12,25.276,NYJ,@,NYG,L 28-41,,,,,
10,1999,1999-12-12,13,25.283,NYJ,,MIA,W 28-20,,,,,
11,1999,1999-12-19,14,25.290,NYJ,@,DAL,W 22-21,,,,,
12,1999,1999-12-27,15,25.298,NYJ,@,MIA,W 38-31,,,,,
13,1999,2000-01-02,16,25.304,NYJ,,SEA,W 19-9,,,,,
